Posting Date,Canceled,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Ref. No.,Item No.,Item/Service Description,Quantity,UoM Code,Price,Row Total
22.10.2022,N,UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,3064662,COLD01,CHICKEN- OLD FOWL,44.6,Manual,4.6,205.16
22.10.2022,N,UVG0006,GUAN SENG COOKED FISH MERCHANT,34828,SEA001,SEAFOOD- SEA CUCUMBER 3-4pcs 1KG,30,Manual,18,540
22.10.2022,N,UVG0006,GUAN SENG COOKED FISH MERCHANT,34828,PLEM02,PORK LEG MUSCLE 500gm X 20pkt,40,Manual,7.5,300
22.10.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1543974,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,840,Manual,3.2,"2,688.00"
22.10.2022,N,UVK0002,KOH SEE LONG FOOD PTE LTD,2211273,BTO001,BEEF TONGUE,14.54,Manual,21,305.34
22.10.2022,Y,UVC0011,CHIP HONG FARM PRODUCT,2210/10130,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,"1,008.00",Manual,3.9,"3,931.20"
22.10.2022,C,UVC0011,CHIP HONG FARM PRODUCT,2210/10130,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,"1,008.00",Manual,3.9,"3,931.20"
22.10.2022,N,UVC0011,CHIP HONG FARM PRODUCT,2210/10130,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,"1,008.00",Manual,4,"4,032.00"
22.10.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,7825,OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),12,Manual,9,108
22.10.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,7825,OSS002,OTHER- MAYONNAISE 4X3L/CTNS,4,Manual,16,64
22.10.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,7825,PBEL05-03,PORK BELLY DALIA,679.84,Manual,4.5,"3,059.28"
22.10.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,57677,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),449.3,Manual,9.6,"4,313.28"
22.10.2022,N,UVG0016,GOLD HOG SUPPLY PTE LTD,123592,MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,132.58,Manual,16.5,"2,187.57"
22.10.2022,N,UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,A10134,FCU001,FISH- CUTTLEFISH 5kg/pkt,150,Manual,5.1,765
22.10.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22104718,SSC002-02,SEAFOOD- FLOWER CRAB 150-200 8KG/CTNS,80,Manual,6,480
22.10.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22104718,FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,80,Manual,3.5,280
22.10.2022,N,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,22099186,OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,500,Manual,0.31,155
22.10.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1544385,BTR001,BEEF TRIPE (NZ-SILVERFERN) 22kg/ctn,330,Manual,3.5,"1,155.00"
22.10.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1544385,CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,320,Manual,4.8,"1,536.00"
22.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68321,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.7,Manual,6.9,60.03
22.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68321,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.2,Manual,6.9,56.58
22.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68321,FSB002-03,FISH- FRESH SEABASS 500-600GM,5.8,Manual,6.9,40.02
22.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68321,FSB002-01,FISH- FRESH SEABASS 600-700GM,108.4,Manual,6.89,747.12
22.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68321,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,24.2,Manual,6.8,164.56
22.10.2022,C,UVT0033,TIONG HIN FISH MERCHANT CO,68254,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.7,Manual,6.9,60.03
22.10.2022,C,UVT0033,TIONG HIN FISH MERCHANT CO,68254,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.2,Manual,6.9,56.58
22.10.2022,C,UVT0033,TIONG HIN FISH MERCHANT CO,68254,FSB002-03,FISH- FRESH SEABASS 500-600GM,5.8,Manual,6.9,40.02
22.10.2022,C,UVT0033,TIONG HIN FISH MERCHANT CO,68254,FSB002-03,FISH- FRESH SEABASS 500-600GM,108.4,Manual,6.89,747.12
22.10.2022,C,UVT0033,TIONG HIN FISH MERCHANT CO,68254,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,24.2,Manual,6.8,164.56
22.10.2022,N,UVA0030,AH TECK (TNL),22102022,FSN003,FISH- FRESH TOMAN FILLET,6.9,Manual,10.2,70.4
22.10.2022,N,UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,102022-0371,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,100,Manual,2.5,250
22.10.2022,N,UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,102022-0371,CGIZ03,CHICKEN GIZZARD PERDIGAO/ALLIZ 12 X 1KG,180,Manual,2.7,486
22.10.2022,N,UVA0019,AMAX FOODS PTE LTD,816151,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,"3,600.00",Manual,3.4,"12,240.00"
22.10.2022,N,UVA0019,AMAX FOODS PTE LTD,816151,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,030.94",Manual,7.8,"8,041.33"
22.10.2022,N,USVA0018,AOP LOGISTICS (S) PTE LTD,INV16164,,8  PLT 23.10 - 22.11.22 CONTAINER NO ZMOU 8852591,0,,415.96,416
22.10.2022,N,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN220409,,LC10038 CONTAINER NO CXRU1183940 ASAPSI220267 FREIGHT CHARGES,0,,240.03,240
22.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029150,,FINLAND  PORK SOFT BONE  10KG  30 PAL   22.10.22  TO  21.11.22,0,,"1,500.00","1,500.00"
23.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68292,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.5,Manual,6.9,58.65
23.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68292,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.5,Manual,6.9,58.65
23.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68292,FSB002-03,FISH- FRESH SEABASS 500-600GM,11.2,Manual,6.9,77.28
23.10.2022,N,UVB0019,BLU VENTURES PTE LTD,25041,FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,30,Manual,7.5,225
23.10.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0046405,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,9,Manual,9,81
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK13,DUCK GIZZARD,10.1,Manual,3.2,32.32
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK13,DUCK GIZZARD,10.1,Manual,3.2,32.32
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK06,DUCK HEAD 5KG/PKT,10.1,Manual,2,20.2
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK06,DUCK HEAD 5KG/PKT,10.1,Manual,2,20.2
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK06,DUCK HEAD 5KG/PKT,10.1,Manual,2,20.2
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK08,DUCK NECKS SKINLESS  10kg/ctn,20.1,Manual,2.6,52.26
23.10.2022,N,UVK0007,KENDO TRADING PTE LTD,1711016,DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),142.4,Manual,5.6,797.09
23.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68320,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,20,Manual,6.8,136
23.10.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1463500,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,30,Manual,4,120
23.10.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1463500,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,20,Manual,5,100
23.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,106935,FTI002,FISH- FRESH RED TILAPIA,10.3,Manual,6.5,66.95
23.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,106935,FGR004,FISH- FRESH FLOWER GROUPER,7.7,Manual,10.5,80.85
23.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,106935,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,3.8,Manual,17,64.6
23.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,106935,FSB002-03,FISH- FRESH SEABASS 500-600GM,3.2,Manual,8,25.6
23.10.2022,N,USVI0003,INC PEST MANAGEMENT PTE LTD,INV2141,,"ROUTINE TREATMENT FOR ANT COCKROACH,MOSQUITO AND RODENT ON 11/10/22 WITH ADDITION TREATMENT FOF MOSQ",0,,340.01,340
23.10.2022,N,USVI0003,INC PEST MANAGEMENT PTE LTD,INV2141,,ADDITIONAL  TREATMENT FOR MOSQUITO ON 26/10/22,0,,60,60
23.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029153,,SUTCHI FILLET 700/900 (YELLOW)   10KG  3 PAL   23.10.22  TO  22.11.22,0,,149.97,150
23.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029153,,SUTCHI FILLET 600/800 (PINK)   10KG  5 PAL   23.10.22  TO  22.11.22,0,,250,250
23.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029153,,SUTCHI FILLET 500/700 (BLUE)   10KG  8 PAL   23.10.22  TO  22.11.22,0,,400,400
23.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029153,,SUTCHI FILLET 900/1100 (BLACK)   10KG  3 PAL   23.10.22  TO  22.11.22,0,,150,150
23.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029153,,SUTCHI FILLET 500/700 (BLUE)   10KG  7 PAL   23.10.22  TO  22.11.22,0,,350,350
24.10.2022,N,UVT0023,TOP CHOICE FOOD (S) PTE LTD,2228556,ODU018,OTHER- RING RING ROLL/SOYBEAN ROLL 168GM X 15PKT,630,Manual,2.45,"1,543.50"
24.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,106988,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,3.7,Manual,17,62.9
24.10.2022,N,USVS0018,SINGYI F&B PTE LTD,SY1-007109,OPN001,OTHER- PRAWN NUTS 1kg/pkt,1,Manual,12.3,12.3
24.10.2022,N,USVA0014,ASAP FREIGHT PRIVATE LIMITED,IV20220330,,LC10040 CONTAINER NO HLBU9649058 ASAPSI220268 FREIGHT CHARGES,0,,511.5,511.5
24.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029158,,TONNIES PORK BACK FAT AV  21KG  24 PAL   24.10.23  TO  21.11.22,0,,"1,199.96","1,200.00"
25.10.2022,N,UVC0001,CASH SUPPLIER (NON-GST),68323,PBRO01,PORK- ROASTED PORK BELLY,10,Manual,15,150
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102504447,OFF004-03,OTHER- F.FRIES SHOESRING (FARMLAND) 1X10pkt,150,Manual,3.5,525
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102504447,OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),120,Manual,8.5,"1,020.00"
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102504447,OFF005-01,OTHER- SEASONED WEDGE (LAMB WESTON) 12X1KG/CTNS,60,Manual,5.25,315
25.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68325,FSB002-03,FISH- FRESH SEABASS 500-600GM,8.8,Manual,6.7,58.96
25.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68325,FSB002-03,FISH- FRESH SEABASS 500-600GM,10.7,Manual,6.7,71.69
25.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68325,FSB002-03,FISH- FRESH SEABASS 500-600GM,8,Manual,6.7,53.6
25.10.2022,N,UVZ0003,ZUZEN FOOD PTE LTD,22101319,SCP001,SEAFOOD- CUTTLEFISH PASTE 1kg x 30pkt,100,Manual,5.7,570
25.10.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047337,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),12.5,Manual,9.5,118.75
25.10.2022,N,UVS0046,STS SEAFOOD DIRECT PTE LTD,22/15949,FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,1.32,Manual,50,66
25.10.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-021082,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,50,Manual,3.5,175
25.10.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-021082,PLOR01-06,PORK LOIN RIB (SEARA) 10KG,520,Manual,5,"2,600.00"
25.10.2022,N,UVQ0005,QUALITY MEAT PTE LTD,22-36762,OFF002-02,OTHER- F.FRIES SHOESTRING (GARDEN MAID) 10X1KG/CTNS,500,Manual,2.5,"1,250.00"
25.10.2022,N,UVQ0005,QUALITY MEAT PTE LTD,22-036682,CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,240,Manual,2,480
25.10.2022,N,UVS0034,SIN MUI HENG FOOD INDUSTRIES,23325S,OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,10,Manual,35,350
25.10.2022,N,UVA0002,ALL BIG FROZEN FOOD PTE LTD,832168,FCH002,FISH CHIP RED 500gmX20pkt,"1,200.00",Manual,2.9,"3,480.00"
25.10.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,288015,SVA009-06,SEAFOOD- VANNAMEI HOSO 26-30pcs 6X2KG ECU WANGPAI,240,Manual,9.6,"2,304.00"
25.10.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,288015,SPH004,SEAFOOD- PRAWN HEAD/SHELL (VANNAMEI) 10x1kg/pkt,50,Manual,1.8,90
25.10.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,58135,BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,240,Manual,4.7,"1,128.00"
25.10.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,7877,OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),24,Manual,9,216
25.10.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,107048,FSN003,FISH- FRESH TOMAN FILLET,4.2,Manual,11.2,47.04
25.10.2022,N,UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,102022-0387,PHEA04,PORK HEARTS (BERNARD) 10kg/ctn,200,Manual,2.5,500
25.10.2022,N,UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,A10142,FCU001,FISH- CUTTLEFISH 5kg/pkt,50,Manual,5.1,255
25.10.2022,N,UVO0004,OJJ FOODS PTE LTD,22182236,PTRI02,PORK TRIMMING FRESH,200,Manual,3,600
25.10.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,58074C,CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,150,Manual,2.55,382.5
25.10.2022,N,UVQ0005,QUALITY MEAT PTE LTD,22-36835,CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,600,Manual,2,"1,200.00"
25.10.2022,N,UVM0016,MAMAMI DEAL PTE LTD,54701,DUCK05-02,DUCK TONGUE,15,Manual,15,225
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,12,Manual,2.3,27.6
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,24,Manual,2.3,55.2
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,12,Manual,2.3,27.6
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,36,Manual,3.6,129.6
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,720,Manual,4.9,"3,528.00"
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,720,Manual,3.9,"2,808.00"
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OHB001-02,OTHER- HASH BROWN (FAIRISLE/SIMPLOT) 20pcs 12pkt/ctn,240,Manual,5,"1,200.00"
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,640,Manual,1.75,"1,120.00"
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),180,Manual,3.8,684
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO021-05,OTHER- SICHUN MALA WING 12pkt x 400gm,36,Manual,3.5,126
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO017,OTHER- HONEY ROASTED CHICKEN LEG 400gmX12pkt,60,Manual,4.2,252
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,100,Manual,4.65,465
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,240,Manual,3.5,840
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,240,Manual,3.7,888
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OCP002,OTHER- CHICKEN BURGER BREADED (FARMPRIDE) 375gmX18pkt,180,Manual,2.6,468
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226231,OFP004,OTHER- FISH PATTIES 32pcs (SAHIR)AAA 6pkt/ctn,60,Manual,7.5,450
25.10.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1226219,CGIZ03,CHICKEN GIZZARD PERDIGAO/ALLIZ 12 X 1KG,720,Manual,2.6,"1,872.00"
25.10.2022,N,UVF0017,FOODPRIDE,12447,OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,72,Manual,4.2,302.4
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102505388,OFF006-03,OTHER- F.FRIES CRISS CROSS  (CROKKN BATTERED) 4 X 2.5KG/CTNS,20,Manual,8.75,175
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102505388,OED003,OTHER- EDAMAME BEAN (WITHOUT SHELL)  10X1KG/CTNS,50,Manual,3.5,175
25.10.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102505138,OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,200,Manual,2.05,410
25.10.2022,Y,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012,OTHER- PORK SAUSAGE WITH CORN,20,Manual,3,60
25.10.2022,Y,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-05,OTHER- PORK SAUSAGE,25,Manual,1.5,37.5
25.10.2022,Y,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,25,Manual,3.5,87.5
25.10.2022,Y,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,100,Manual,0.6,60
25.10.2022,C,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012,OTHER- PORK SAUSAGE WITH CORN,20,Manual,3,60
25.10.2022,C,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-05,OTHER- PORK SAUSAGE,25,Manual,1.5,37.5
25.10.2022,C,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,25,Manual,3.5,87.5
25.10.2022,C,UVS0061,SHISHANGFOOD PTE LTD,22227,OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,100,Manual,0.6,60
25.10.2022,N,UVS0061,SHISHANGFOOD PTE LTD,2228S,OHD012,OTHER- PORK SAUSAGE WITH CORN,100,Manual,3,300
25.10.2022,N,UVS0061,SHISHANGFOOD PTE LTD,2228S,OHD012-05,OTHER- PORK SAUSAGE,125,Manual,1.5,187.5
25.10.2022,N,UVS0061,SHISHANGFOOD PTE LTD,2228S,OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,125,Manual,3.5,437.5
25.10.2022,N,UVS0061,SHISHANGFOOD PTE LTD,2228S,OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,200,Manual,0.6,120
25.10.2022,N,USVS0018,SINGYI F&B PTE LTD,SY1-007114,OPN001,OTHER- PRAWN NUTS 1kg/pkt,3,Manual,12.3,36.9
25.10.2022,N,UVA0030,AH TECK (TNL),23102022,FSN003,FISH- FRESH TOMAN FILLET,9.4,Manual,10.2,95.9
25.10.2022,Y,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN220410,,LC10039 CONTAINER NO OOLU6188973 ASAPSI220270 PAID TO CARRIER ON BEHALF,0,,681.03,681
25.10.2022,N,USVA0014,ASAP FREIGHT PRIVATE LIMITED,IV20220331,,LC10039 CONTAINER NO OOLU6188973 ASAPSI220270 FREIGHT CHARGES,0,,511.5,511.5
25.10.2022,C,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN220410,,LC10039 CONTAINER NO OOLU6188973 ASAPSI220270 PAID TO CARRIER ON BEHALF,0,,681.03,681
25.10.2022,N,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN220410,,LC10039 CONTAINER NO OOLU6188973 ASAPSI220270 PAID TO CARRIER ON BEHALF,0,,661,661
25.10.2022,Y,USVC0004,CHONG SENG PLASTICS PTE LTD,20225217,,"532 NOS HD(24"" + 16"") X 32"" (0.035MM)",0,,718.2,718.2
25.10.2022,C,USVC0004,CHONG SENG PLASTICS PTE LTD,20225217,,"532 NOS HD(24"" + 16"") X 32"" (0.035MM)",0,,718.2,718.2
25.10.2022,N,USVC0004,CHONG SENG PLASTICS PTE LTD,20225217,,"532 NOS HD(24"" + 16"") X 32"" (0.035MM)",0,,718.2,718.2
25.10.2022,N,USVP0001,PAN OCEAN SINGAPORE PTE LTD (NT),22-2419,,PRINTING CHARGES ADVENTUS OCT 2022,0,,112.76,112.76
25.10.2022,N,USVS0004,SIN FOO HING BATTERY SERVICE,19007,,GBK8995  SERVICING,0,,157.02,157
25.10.2022,N,USVZ0001,Z.E. ENTERPRISE (S) PTE LTD,202210-42723,,1 REPAIR OF TREIF PUMA SLICER MACHINE,0,,120.01,120
25.10.2022,N,USVZ0001,Z.E. ENTERPRISE (S) PTE LTD,202210-42723,,1 REPLACE 35A ISOLATOR,0,,85,85
25.10.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029162,,SCAMPI SHRIMP  10KG  6 PAL   25.10.23  TO  24.11.22,0,,300.04,300
26.10.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1546047,CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,20,Manual,46.5,930
26.10.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1546047,CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,840,Manual,3.8,"3,192.00"
26.10.2022,N,UVP0009,PARK FOOD MANUFACTURING PTE LTD,22103476,PBAL01,PORK MEAT BALL 100pcs 1kg/pkt,150,Manual,6.8,"1,020.00"
26.10.2022,N,UVP0009,PARK FOOD MANUFACTURING PTE LTD,22103476,OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,20,Manual,6.2,124
26.10.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1464451,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,30,Manual,4,120
26.10.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1464451,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,20,Manual,5,100
26.10.2022,N,UVP0001,PAN OCEAN SINGAPORE PTE LTD,2277354,SCA002-03,SEAFOOD- H/SHELL SCALLOP WITH ROE 6/7 16pkt/ctns,160,Manual,3.9,624
26.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68346,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,25.7,Manual,6.6,169.62
26.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68346,FSB002-03,FISH- FRESH SEABASS 500-600GM,117.5,Manual,6.87,807.25
26.10.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68346,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,94,Manual,6.6,620.4
26.10.2022,Y,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),12.5,Manual,9.5,118.75
26.10.2022,Y,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,8.2,Manual,9,73.8
26.10.2022,C,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),12.5,Manual,9.5,118.75
26.10.2022,C,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,8.2,Manual,9,73.8
26.10.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CSBL01-03,CHICKEN- KAMPONG CHICKEN WHOLE LEG,12.5,Manual,10.5,131.25
26.10.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0047858,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,8.2,Manual,9,73.8
26.10.2022,N,UVL0032,LONG YUE TENG TRADING PTE LTD,6204,FYC001,FISH- SMALL YELLOW CROAKER 12PKT/CTNS,60,Manual,5.5,330
26.10.2022,N,UVS0014,SIN HIN FROZEN FOOD PTE LTD,90098296,OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,120,Manual,6.3,756
