No,Item No.,Item Description,Foreign Name,In Stock,Qty Ordered by Customers,Item Cost,Last Purchase Price,Last Purchase Date,Country of Origin,Inventory Value,Inventory Item,Item Group,Set G/L Accounts By
1761,OOP022,OTHER- PLASTIC-TAKE AWAY ALUMINIUM FOIL,??,1,0,0,55,05.08.2021,,0,Yes,BEEF,Item Group
1762,OOP023,OTHER- BLUE VINYL GLOVE GLOVE,,0,0,0,12,16.09.2021,,0,Yes,BEEF,Item Group
1763,OOP024,OTHER- TOWEL-MORNING,,0,0,0,10,01.10.2021,,0,Yes,OTHERS,Item Group
1764,OOP025,OTHER- THRASH BAG,???,0,0,0,4,28.11.2021,,0,Yes,OTHERS,Item Group
1765,OOR001,OTHER- ONION RING (LAMB WESTERN-TANTALZERS) 2LBX8pkt,??? 908gm,0,0,0,4.5,09.08.2020,,0,Yes,OTHERS,Item Group
1766,OOR002,OTHER- ONION RING (LAMB WESTERN-TANTALZERS) 2.5kgX4pkt,??? 2.5kg LAMB WESTERN,0,0,0,8.75,05.04.2018,,0,Yes,OTHERS,Item Group
1767,OOR003,OTHER- ONION RING (EARLY DAWN) 2lbX8pkt,???,0,0,0,4.3,29.12.2017,,0,Yes,OTHERS,Item Group
1768,OOR004,OTHER- ONION RING (ECOFROST) 1X10pkt,???,0,0,0,4.8,08.05.2018,,0,Yes,OTHERS,Item Group
1769,OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,???  908g,290,84,0,5,19.06.2023,,0,Yes,OTHERS,Item Group
1770,OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 1KGX12PKT,??? 1KG,79,0,0,7.5,20.04.2023,,0,Yes,BEEF,Item Group
1771,OOW002,OTHER- OCTOPUS BABY 40/60 (FROZEN-CLEAN) 500GMX20PKT/CTNS,??? 40/60,0,0,0,4.8,15.06.2023,,0,Yes,BEEF,Item Group
1772,OPA001,OTHER- SHRIMP PASTE 2kg/pkt,???,85,5,0,18.4,12.06.2023,,0,Yes,OTHERS,Item Group
1773,OPA002,OTHER- FISH PASTE 1KG/PKT,??,0,0,0,3.85,15.06.2023,,0,Yes,OTHERS,Item Group
1774,OPA003,OTHER- FISH PASTE 8PKTX2KG/PKT,????,0,0,0,3.5,07.08.2021,,0,Yes,OTHERS,Item Group
1775,OPA004,XXXXXOTHER- FISH PASTE 1kg,XXXXX??,0,0,0,3.5,10.02.2020,,0,Yes,OTHERS,Item Group
1776,OPB001,OTHER- BRAISE PORK BELLY 1KG/PKT,?? 1KG,0,0,0,10,12.06.2021,,0,Yes,OTHERS,Item Group
1777,OPB002,OTHER- HAKKA SALTED PORK BELLY 450GM/PKT,?????,0,0,0,9.9,10.10.2020,,0,Yes,PORK,Item Group
1778,OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,??? ?,19,13,0,35,10.06.2023,,0,Yes,OTHERS,Item Group
1779,OPC001-02,OTHER- C.WITH PANDAN LEAF 30GM/PCS**10NOS/PKT,???? 10?/?,4,17,0,7,30.05.2023,,0,Yes,OTHERS,Item Group
1780,OPC002,OTHER- GLUTINUOS RICE IN LOTUS LEAF - CHICKEN 2PCS/PKT 10PKT/CTNS,??? 120GM/PKT,0,0,0,1.5,17.04.2020,,0,Yes,OTHERS,Item Group
1781,OPE001,OTHER- PORRIDGE FISH 500GM/PKT,?? 5KG/CTNS,0,0,0,3.9,22.04.2021,,0,Yes,BEEF,Item Group
1782,OPE002,OTHER- PORRIDGE SEAFOOD 500GM/PKT,??? 5KG/CTNS,0,0,0,7.35,16.09.2022,,0,Yes,BEEF,Item Group
1783,OPE003,OTHER- BLACK RICE PORRIDGE,?????,0,0,0,20.9,30.05.2023,,0,Yes,OTHERS,Item Group
1784,OPL001,OTHER- RICE PAIL - SMALL,,0,0,0,18,05.09.2022,,0,Yes,OTHERS,Item Group
1785,OPLANT001,OTHER- PLANT BASED CRISPY NUGGETS FIRST PRIDE,12 X 170GM,0,0,0,2.3,11.04.2023,,0,Yes,BEEF,Item Group
1786,OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,12 X 170GM,12,0,0,2.3,06.01.2023,,0,Yes,BEEF,Item Group
1787,OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,12 X 170GM,12,0,0,2.3,06.01.2023,,0,Yes,BEEF,Item Group
1788,OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,12 X 170GM,0,0,0,2.3,06.01.2023,,0,Yes,BEEF,Item Group
1789,OPN001,OTHER- PRAWN NUTS 1kg/pkt,??,0,29,0,12.8,04.06.2023,,0,Yes,OTHERS,Item Group
1790,OPN001-02,OTHER- PRAWN NUTS 500GMX20PKT/CTNS,?? 500GM,0,0,0,6,25.07.2020,,0,Yes,OTHERS,Item Group
1791,OPN001-03,OTHER- PRAWN NUTS 12PCS/PKT,?? 12'S,0,0,0,4.2,23.01.2022,,0,Yes,OTHERS,Item Group
1792,OPN002,OTHER- CRAB NUGGETS 45's 450gm X 20pkt,???,82,0,0,2.4,11.09.2020,,0,Yes,OTHERS,Item Group
1793,OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,??? 10X1KG,10,0,0,8.8,12.06.2023,,0,Yes,OTHERS,Item Group
1794,OPO001-02,OTHER- CHICKEN POPPER SPICY 1kg X 10PKT /CTNS,????? 1kg,0,0,0,7.6,16.02.2022,,0,Yes,OTHERS,Item Group
1795,OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,TYSON,0,0,0,3.95,20.04.2023,,0,Yes,OTHERS,Item Group
1796,OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,,0,0,0,4.65,18.03.2023,,0,Yes,OTHERS,Item Group
1797,OPO002-01,OTHER- CP FRIED CHICKEN HOT & SPICY 1.86KG X 6PKT/CTNS,????,0,0,0,17.6,31.12.2021,,0,Yes,OTHERS,Item Group
1798,OPO002-02,OTHER- *****CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,?? ???,0,0,0,1,09.03.2020,,0,Yes,OTHERS,Item Group
1799,OPO002-03,OTHER- CHICKEN HOT & SPICY FULLY COOKED (FARMPRIDE) 1kgX10pkt,,0,0,0,1.5,11.09.2020,,0,Yes,OTHERS,Item Group
1800,OPO002-04,OTHER- CP FRIED CHICKEN ORIGINAL 1.86KG X 6PKT/CTNS,????,0,0,0,17.6,29.10.2021,,0,Yes,OTHERS,Item Group
1801,OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,TYSON,25,0,0,7,29.04.2023,,0,Yes,OTHERS,Item Group
1802,OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),?????? 450gmX12pkt,240,158,0,4.4,21.06.2023,,0,Yes,OTHERS,Item Group
1803,OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),,139,23,0,8.2,21.06.2023,,0,Yes,OTHERS,Item Group
1804,OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,SADIA,0,0,0,3.6,27.03.2023,,0,Yes,OTHERS,Item Group
1805,OPO003-03,OTHER- CHICKEN 2 JOINT WING (FRIED-CS TAY) 6X1kg,,0,0,0,9.2,22.12.2020,,0,Yes,OTHERS,Item Group
1806,OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,????? 12-13's,264,0,0,7.7,06.03.2020,,0,Yes,OTHERS,Item Group
1807,OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,????? 500GM,17,20,0,3.85,15.06.2023,,0,Yes,OTHERS,Item Group
1808,OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,TYSON,29,0,0,3.95,24.05.2023,,0,Yes,OTHERS,Item Group
1809,OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,,20,10,0,5.85,22.05.2023,,0,Yes,OTHERS,Item Group
1810,OPO004-02,OTHER- CHICKEN DRUMMETS BREADED GARLIC 10kgX1pkt,,0,0,0,6,19.03.2019,,0,Yes,OTHERS,Item Group
1811,OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,,112,20,0,3.1,24.05.2023,,0,Yes,OTHERS,Item Group
1812,OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,PREMIUM JUMBO DRUMMETS 850gm X 10pkt,420,30,0,5.2,01.06.2023,,0,Yes,OTHERS,Item Group
1813,OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,,0,0,0,4.65,30.05.2023,,0,Yes,OTHERS,Item Group
1814,OPO005-01,OTHER- *****CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,?? ?????,0,0,0,1,31.07.2021,,0,Yes,OTHERS,Item Group
1815,OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,AYAMAS,800,42,0,3.9,01.06.2023,,0,Yes,OTHERS,Item Group
1816,OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,,0,12,0,7.8,06.06.2023,,0,Yes,OTHERS,Item Group
1817,OPO006-01,OTHER- CHICKEN POPCORN BITE (HOT&SPICY) 400gmX20pkt,AYAMAS (??????  400gm,0,0,0,3.95,25.10.2022,,0,Yes,OTHERS,Item Group
1818,OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,(FARMPRIDE),80,18,0,3.8,23.05.2023,,0,Yes,OTHERS,Item Group
1819,OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,ZIP LOCK BAG,171,54,0,4.2,21.06.2023,,0,Yes,OTHERS,Item Group
1820,OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,(FARMPRIDE),54,13,0,8,01.06.2023,,0,Yes,OTHERS,Item Group
1821,OPO007,OTHER- CHICKEN POPPER CHEESE (AYAMAS) 500gmX20pkt,,0,0,0,2.8,29.09.2016,,0,Yes,OTHERS,Item Group
1822,OPO007-02,OTHER- CHICKEN POPPER VEG & MUSHROOM (AYAMAS) 500gmX20pkt,,0,0,0,2.8,11.01.2017,,0,Yes,OTHERS,Item Group
1823,OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,,51,20,0,5.85,22.05.2023,,0,Yes,OTHERS,Item Group
1824,OPO008-01,OTHER - KOREAN GOCHUJANG CHICKEN DRUMMETS,350gmX20pkt SADIA,0,0,0,2.3,15.10.2019,,0,Yes,OTHERS,Item Group
1825,OPO008-02,OTHER - *EP* KOREAN GOCHUJANG CHICKEN DRUMMETS,?? ??? 350gmX20pkt SADIA,0,0,0,0.4,23.10.2019,,0,Yes,OTHERS,Item Group
1826,OPO009,OTHER- CHICKEN TULIPS (FARMRPRIDE) 500gmX18pkt,,0,0,0,3.7,02.11.2016,,0,Yes,OTHERS,Item Group
1827,OPO010,OTHER- JAPANESE GOLDEN CRISPY CHICKEN (CS TAY) 350GMX20PKT,?????? 350GM,0,0,0,3.7,07.12.2021,,0,Yes,OTHERS,Item Group
1828,OPO010-02,OTHER- JAPANESE GOLDEN CRISPY CHICKEN (CP) 1KGX10PKT/CTNS,?????? 1KG,0,0,0,8.9,21.07.2021,,0,Yes,OTHERS,Item Group
1829,OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,???,24,12,0,8.5,07.06.2023,,0,Yes,OTHERS,Item Group
1830,OPO012,OTHER- CRISPY LEMON CHICKEN (CS TAY) 450gmX12pkt,,0,0,0,5,22.03.2020,,0,Yes,OTHERS,Item Group
1831,OPO013,OTHER- CHICKEN CRISPY MID WING 18PCS 500GM/PKT,????? 500GM,0,0,0,4,10.09.2021,,0,Yes,OTHERS,Item Group
1832,OPO013-01,OTHER- CHICKEN CRISPY MID WING 18PCS 10X1KG/CTNS,????? 18's,0,0,0,7.7,06.03.2020,,0,Yes,OTHERS,Item Group
1833,OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,????? FARMPRIDE 1KG,48,4,0,8.2,01.06.2023,,0,Yes,OTHERS,Item Group
1834,OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,????? 350gm,138,20,0,3,09.05.2023,,0,Yes,OTHERS,Item Group
1835,OPO013-03,OTHER- FRIED TWO JOINT WING 12x1kg/ctn,????,0,0,0,9.8,26.06.2019,,0,Yes,OTHERS,Item Group
1836,OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,FARMPRIDE,50,53,0,3.7,06.06.2023,,0,Yes,OTHERS,Item Group
1837,OPO014,OTHER- CHICKEN CRISPY BREADED WINGSTICK 10X1kg/ctn,?????,0,0,0,7.9,12.07.2019,,0,Yes,OTHERS,Item Group
1838,OPO014-01,OTHER- FRIED WING STICK 10X1kg/ctn,,0,0,0,8.5,26.06.2019,,0,Yes,OTHERS,Item Group
1839,OPO015,OTHER- CP BREADED CRISPY CHICKEN FILLET 10 X 1KG/CTNS,???????,0,0,0,12,22.04.2021,,0,Yes,OTHERS,Item Group
1840,OPO015-02,OTHER- BREADED CRISPY CHICKEN STRIPES 10 X 1KG/CTNS,??????? PREMIUM FIRST,0,0,0,7.95,05.07.2022,,0,Yes,OTHERS,Item Group
1841,OPO015-03,OTHER- CRISPY CHICKEN STRIPES 18X350GM/CTNS,TYSON,13,0,0,3.95,20.04.2023,,0,Yes,OTHERS,Item Group
1842,OPO016,OTHER- CHICKEN POPPERS (TATSUDA-CS TAY) 750gmX10pkt,,0,0,0,7,21.02.2019,,0,Yes,OTHERS,Item Group
1843,OPO017,OTHER- HONEY ROASTED CHICKEN LEG 400gmX12pkt,SADIA   ?????400gmX12pkt,0,0,0,4.2,25.10.2022,,0,Yes,CHICKEN,Item Group
1844,OPO018,OTHER- SWEET & SOUR ROASTED CHICKEN LEG 400gmX12pkt,SADIA,0,0,0,3.8,26.03.2019,,0,Yes,BEEF,Item Group
1845,OPO019,OTHER- BREADED CHICKEN STEAK 100gm 8X1kg/ctn,PERDIGAO,0,0,0,3.5,10.05.2018,,0,Yes,OTHERS,Item Group
1846,OPO019-02,OTHER- CHICKEN STEAK 100gm 10X1kg/ctn,FARMPRIDE,0,0,0,6.72,08.06.2020,,0,Yes,OTHERS,Item Group
1847,OPO020,OTHER- CHICKEN BREAST PEPPER GRILLED 300gm X20pkt,SADIA,0,0,0,2.8,08.10.2022,,0,Yes,OTHERS,Item Group
1848,OPO021,OTHER- CHICKEN CUTLET BREADED 20pkt x 320gm,SADIA,0,0,0,3,19.07.2022,,0,Yes,OTHERS,Item Group
1849,OPO021-01,OTHER- LEMONY GREEK YOGHURT GRILLED 12pkt x 270gm,??????? 2?/?,0,0,0,3,31.05.2022,,0,Yes,OTHERS,Item Group
1850,OPO021-02,OTHER- OAT & HERB BRD CHICKEN BREAST  12pkt x 280gm,SADIA,0,0,0,2,04.12.2019,,0,Yes,OTHERS,Item Group
1851,OPO021-03,OTHER- CHICKEN TENDER ROASTED GARLIC SAUSE 12pkt x 350gm,SADIA,0,0,0,3.95,24.12.2021,,0,Yes,OTHERS,Item Group
1852,OPO021-04,OTHER- TRUFFLE FLAVOUR BREADED CHICKEN WING 12pkt x 300gm,SADIA,0,0,0,2,04.12.2019,,0,Yes,OTHERS,Item Group
1853,OPO021-05,OTHER- SICHUN MALA WING 12pkt x 400gm,SADIA,0,0,0,0.2,18.05.2023,,0,Yes,OTHERS,Item Group
1854,OPO021-06,OTHER- GRILLED CHICKEN TENDER 18X400GM/CTNS,TYSON,63,0,0,4.2,21.06.2023,,0,Yes,OTHERS,Item Group
1855,OPO021-07,OTHER- CHICKEN CUTLET BREADED 6X1KG/CTNS,SADIA,0,0,0,8,22.02.2022,,0,Yes,OTHERS,Item Group
1856,OPO021-08,OTHER- STEAM S/LESS CHICKEN BREAST 1.15KG/PKT X 6PKT,CS TAY,0,0,0,11.3,02.05.2023,,0,Yes,OTHERS,Item Group
1857,OPO022,OTHER- ITALIAN CLASSIC CHICKEN  SAUSAGE,12X252GM SADIA,0,0,0,2.5,01.12.2021,,0,Yes,OTHERS,Item Group
1858,OPO022-02,OTHER- CHICKEN & BEEF SMOKED GOUDA SAUSAGE,12X300GM SADIA,0,0,0,2.5,27.04.2021,,0,Yes,OTHERS,Item Group
1859,OPO022-03,OTHER- VIENNESE CALSSIC CHIX & BF SAUSAGE,12X300GM SADIA,0,0,0,2.5,07.01.2021,,0,Yes,OTHERS,Item Group
1860,OPO022-04,OTHER- ROSEMARY LAMB SAUSAGE,12X300GM SADIA,0,0,0,2.6,01.12.2021,,0,Yes,OTHERS,Item Group
1861,OPO022-05,OTHER- CHICKEN KATSU WITH KATSU SAUSE,20X350G SADIA,0,0,0,1,08.10.2020,,0,Yes,OTHERS,Item Group
1862,OPO022-06,OTHER- NUERNBERGER CHICKEN SAUSAGE,12X300G SADIA,0,0,0,2.5,26.01.2021,,0,Yes,OTHERS,Item Group
1863,OPO022-07,OTHER- SMOKED HOTLINK CHICKEN SAUSAGE,12X300G SADIA,0,0,0,1.8,21.04.2021,,0,Yes,OTHERS,Item Group
1864,OPO023,OTHER- FRIED MID WING 10X1KG,10X1KG CP,0,0,0,10.05,17.06.2018,,0,Yes,OTHERS,Item Group
1865,OPO024,OTHER- CHICKEN CHUNKS MALA 12X300GM,FARMPRIDE,46,1,0,3.5,11.04.2023,,0,Yes,OTHERS,Item Group
1866,OPO024-01,OTHER- CHICKEN CHUNKS MALA 10X1KG,FARMPRIDE,57,5,0,7.2,26.04.2023,,0,Yes,OTHERS,Item Group
1867,OPO024-02,OTHER- GARLIC PARMESAN CHICKEN CHUNKS 400GM X 20PKT/CTNS,FARMPRIDE,0,0,0,4.2,30.05.2023,,0,Yes,OTHERS,Item Group
1868,OPO024-03,OTHER- HONEY SOY N GINGER CHICKEN CHUNKS 400GM X 20PKT/CTNS,FARMPRIDE,0,0,0,4,10.04.2023,,0,Yes,OTHERS,Item Group
1869,OPR001,OTHER- BEANCURD ROLL PRAWN & CHICKEN (10PCS/BOX),???,0,0,0,3.8,24.06.2020,,0,Yes,OTHERS,Item Group
1870,OPR002,OTHER- BEANCURD FISH ROLL (10pcs),????,0,0,0,2.2,27.12.2018,,0,Yes,OTHERS,Item Group
1871,OPR003,OTHER- SPRING ONION PRATA (PIZZA) 5PCS/PKT,???,39,0,0,3.95,05.04.2021,,0,Yes,OTHERS,Item Group
1872,OPR003-02,OTHER- ROTI PRATA PLAIN (KAWAN) 40PKT X 5PCS X 80GM/PKT,????,0,0,0,1.28,21.12.2022,,0,Yes,OTHERS,Item Group
1873,OPR004,OTHER- SHRIMP ROLL (10pcs) 350GM/PKT**16PKT/CTNS,???,380,0,0,2.14,24.06.2020,,0,Yes,OTHERS,Item Group
1874,OPR005,OTHER- PRAWN TOAST (8PCS/BOX),???,0,0,0,4.4,24.06.2020,,0,Yes,OTHERS,Item Group
1875,OPR005-02,OTHER- PRAWN TWISTER 40/45 L (1KG/BOX),????,0,0,0,19.5,08.07.2021,,0,Yes,OTHERS,Item Group
1876,OPR006,OTHER- PIZZA FUNGHI CHAMPIGNON 12X215GM,FARMPRIDE,0,0,0,2.6,08.04.2023,,0,Yes,OTHERS,Item Group
1877,OPR007,OTHER- PIZZA MARGHERITA 12X210GM,FARMPRIDE,0,0,0,2.6,03.05.2023,,0,Yes,OTHERS,Item Group
1878,OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,FARMPRIDE,0,0,0,2.6,08.06.2023,,0,Yes,OTHERS,Item Group
1879,OPR009,OTHER- PIZZA TRUFFLE 12X215GM,FARMPRIDE,0,0,0,2.6,09.06.2023,,0,Yes,OTHERS,Item Group
1880,OPR010,OTHER- PIZZA TORNADO PANCAKE,RED BEAN 130GM / YAM 110GM,0,0,0,4.5,07.11.2020,,0,Yes,OTHERS,Item Group
1881,OPR011,OTHER- PIZZA 4 CHEESE 12X220GM,FARMPRIDE,0,0,0,2.6,10.04.2023,,0,Yes,OTHERS,Item Group
1882,OPS001,OTHER- POTATOES SHIRMP ROLL,,0,0,0,3.5,11.08.2018,,0,Yes,OTHERS,Item Group
1883,OPT001,OTHER- SWEET POTATOES JAPAN,10PCS,0,0,0,7.13,19.12.2018,,0,Yes,BEEF,Item Group
1884,ORH001,OTHER READY TO HEAT TILAPIA W/PICKLED VEG CHILI 750GM,???? 750GM/PKT,5,0,0,7.5,26.10.2020,,0,Yes,BEEF,Item Group
1885,ORH002,OTHER READY TO HEAT - CURRY PRAWN / FISH / KAM HIONG,MALAYSIA 300GM/PKT,0,0,0,5.5,17.06.2021,,0,Yes,BEEF,Item Group
1886,ORM001,OTHER- INSTANT TAIWAN OYSTER MEE SUA 300GM/PKT,??????,0,0,0,3.9,05.03.2021,,0,Yes,OTHERS,Item Group
1887,ORM002,OTHER- UDON JAPANESE INSTANT 200gm X 30PKT/CTNS,??? 200gm,70,0,0,0.75,12.04.2022,,0,Yes,OTHERS,Item Group
1888,ORM003,OTHER- KNIFE CUTTING NOODLES 480GM/PKT,???,0,0,0,4,22.05.2020,,0,Yes,OTHERS,Item Group
1889,ORM004,OTHER- RAMEN RAW FROZEN 100GM/PCS,5PCS X 20PKT = 100PCS/CTNS,0,0,0,0.58,24.03.2020,,0,Yes,OTHERS,Item Group
1890,ORM005,OTHER- GLASS NOODLES SPICY SOUR SHIZUREN 130GM X 24CUP /CTNS,??? 130GM/CUP,0,0,0,1.97,17.06.2020,,0,Yes,OTHERS,Item Group
1891,ORM006,OTHER- INSTANT NOODLES- BUDAEJJIGAE BOWL,,0,0,0,2.2,12.06.2020,,0,Yes,OTHERS,Item Group
1892,ORM007,OTHER- INSTANT NOODLES - RAMEN SHIN,,0,0,0,6,12.06.2020,,0,Yes,OTHERS,Item Group
1893,ORM008,OTHER- INSTANT NOODLES - E ZEE,???,21,2,0,17,09.06.2023,,0,Yes,OTHERS,Item Group
1894,ORO001,OTHER- INSTANT PRATA 10's,,0,0,0,3.2,22.12.2015,,0,Yes,OTHERS,Item Group
1895,ORV001,OTHER- VEGETABLE WHITE BUTTON MUSHROOM 10KG/CTNS,???? ??,0,0,0,30,12.03.2020,,0,Yes,OTHERS,Item Group
1896,ORV002,OTHER- VEGETABLE WHITE BUTTON MUSHROOM 10X1KG/CTNS,???? 1KG/PKT,0,0,0,0.2,31.05.2020,,0,Yes,OTHERS,Item Group
1897,ORV003,OTHER- KOREAN CABBAGE KIMCHI 1KG/PKT,????? 1KG,9,3,0,3.5,17.05.2023,,0,Yes,BEEF,Item Group
1898,ORV004,OTHER- JAPCHAE 172G X 12,????,0,0,0,5,16.06.2020,,0,Yes,OTHERS,Item Group
1899,ORV005,OTHER- KOREAN CABBAGE KIMCHI 10KG/CTNS,?????,0,1,0,21,08.05.2023,,0,Yes,BEEF,Item Group
1900,OSA001,OTHER- CHICKEN SAUSAGE  (HANDWERKER-300gm) 12pkt/ctns,(?) ???? HANDWERKER,0,0,0,1,30.04.2014,,0,Yes,OTHERS,Item Group
1901,OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,???? 500gm 40pkt/ctns,"1,407.00",491,0,4.7,15.06.2023,,0,Yes,OTHERS,Item Group
1902,OSA003,OTHER- PORK TAIWAN SAUSAGE 250gm/pkt,?????? 250GM,301,218,0,2,21.06.2023,,0,Yes,OTHERS,Item Group
1903,OSA004,OTHER- RED WINE SAUSAGE SLICED 2.50kgX2pkt,???? 2.50kg,0,0,0,21,11.07.2014,,0,Yes,OTHERS,Item Group
1904,OSA004-02,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,???? GOLDEN BRIDGE,0,0,0,44.4,03.07.2019,,0,Yes,OTHERS,Item Group
1905,OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,?? ????,216,30,0,4.5,07.06.2023,,0,Yes,OTHERS,Item Group
1906,OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,?? ?????,192,14,0,4.65,16.06.2023,,0,Yes,OTHERS,Item Group
1907,OSA005-03,OTHER- PORK SAUSAGE 6INCH 20X1KG/CTNS,??? 6' 1KG/PKT,0,0,0,7,01.10.2022,,0,Yes,OTHERS,Item Group
1908,OSA006,OTHER- PORK SAUSAGE DELIKA 6' 1kg X 20pkt,???? 6' DELIKA,0,0,0,7.5,22.12.2015,,0,Yes,OTHERS,Item Group
1909,OSBS01,OTHER- BACK BACON SLICED (BLACK LABEL) 12X1LB/CTNS,,0,0,0,8.2,14.04.2020,,0,Yes,OTHERS,Item Group
1910,OSBS02,OTHER- BACK BACON SLICED (USA-ASC) 5x2kg/ctn,??,0,0,0,7.8,09.05.2022,,0,Yes,OTHERS,Item Group
1911,OSBS02-01,OTHER- STKY BACON SLICED (USA-ASC) 5x2kg/ctn,??,294,114,0,7.3,13.05.2023,,0,Yes,OTHERS,Item Group
1912,OSBS03,OTHER- STKY BACON SLICED 300GM/PKT,?? 300GM/PKT,0,0,0,4.1,14.06.2020,,0,Yes,OTHERS,Item Group
1913,OSBS04,OTHER- IBERICO CHORIZO CEBO SLICED 100GM X 15PKT/CTNS,,0,0,0,5.8,24.02.2021,,0,Yes,OTHERS,Item Group
1914,OSC001,OTHER- SEAWEED CHICKEN 1kgX10pkt,??? CS TAY,45,6,0,9.7,31.05.2023,,0,Yes,OTHERS,Item Group
1915,OSC002,OTHER- SEAWEED CHICKEN PREMIUM FIRST 12X1KG/CTNS,??? ??????,265,26,0,8.8,19.06.2023,,0,Yes,OTHERS,Item Group
1916,OSC003,OTHER- CRISPY CHICKEN W/BEANCURD WRAP 450gmX12 CS TAY,?? ?????,36,0,0,2,22.02.2022,,0,Yes,OTHERS,Item Group
1917,OSC004,OTHER- CRISPY CHICKEN BITS (SEARA) 6X2KG/CTNS,JP STYLE ???/????,87,0,0,3,10.06.2022,,0,Yes,OTHERS,Item Group
1918,OSC005,OTHER- SEAWEED CHICKEN BIBIK CHOICE 12X1KG/CTNS,??? SLH,0,0,0,9,23.06.2022,,0,Yes,OTHERS,Item Group
1919,OSE001,OTHER- SEASONING HONEY GARLIC CHICKEN 1kg x 20pkt,,0,0,0,11.25,21.12.2018,,0,Yes,OTHERS,Item Group
1920,OSF001,OTHER- SARDINE FISH IN TOMATO SAUCE 425gmX24tin,??? 425gm/tin,0,0,0,17.5,08.08.2014,,0,Yes,OTHERS,Item Group
1921,OSG001,OTHER- SPAGHETTI ROYAL MILLER 24X500GM/CTNS,???? 500GM,0,0,0,1.25,03.06.2023,,0,Yes,OTHERS,Item Group
1922,OSG002,OTHER- SPAGHETTI RISTORANTI 24X500GM/CTNS,???? 500GM,0,0,0,0.9,02.12.2020,,0,Yes,OTHERS,Item Group
1923,OSG003,OTHER- PENNE RIGATE 24X500GM/CTNS,???,0,0,0,0.95,26.05.2020,,0,Yes,OTHERS,Item Group
1924,OSG004,OTHER- LINGUINE 24X500GM/CTNS,,0,0,0,0.95,13.06.2020,,0,Yes,OTHERS,Item Group
1925,OSG005,OTHER- SPIRALI FANTASIA 24X500GM/CTNS,COLOUR,0,0,0,1.2,06.05.2020,,0,Yes,OTHERS,Item Group
1926,OSG006,OTHER- SPIRALI GRANDI  24X500GM/CTNS,FUSILLI,0,0,0,0.95,16.04.2020,,0,Yes,OTHERS,Item Group
1927,OSG007,OTHER- LASAGNA ALL'UOVO 12X500GM/CTNS,,0,0,0,1.95,16.04.2020,,0,Yes,OTHERS,Item Group
