No,Item No.,Item Description,Foreign Name,In Stock,Qty Ordered by Customers,Item Cost,Last Purchase Price,Last Purchase Date,Country of Origin,Inventory Value,Inventory Item,Item Group,Set G/L Accounts By
882,FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,???? ??,0,71.8,0,12.5,31.05.2023,,0,Yes,FISH,Item Group
883,FRS001-03,FISH- RED SNAPPER PORTION STEAK 200GM-+/PCS,????-?,0,0,0,13.3,09.10.2020,,0,Yes,FISH,Item Group
884,FRS001-04,FISH- RED SNAPPER FISH 500-600/PCS***NOS,???,0,0,0,7.59,05.10.2020,,0,Yes,FISH,Item Group
885,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,???? ??,30.15,2,0,16.5,20.06.2023,,0,Yes,FISH,Item Group
886,FRS002,FISH- FRESH RED GROUPER - BIG,???,0,0,0,23.5,02.06.2023,,0,Yes,FISH,Item Group
887,FRS003,FISH- FRESH RED GROUPER - SMALL,???,18.1,3.7,0,28,16.04.2023,,0,Yes,FISH,Item Group
888,FRS004,FISH- FRESH RED GROUPER - SMALL **PCS,???? - ?,0,0,0,20.5,25.10.2020,,0,Yes,FISH,Item Group
889,FRS005,FISH- RED SNAPPER FISH,???,0,0,0,16.5,17.06.2023,,0,Yes,FISH,Item Group
890,FRS006,FISH- FRESH RED GROUPER - PORTION,,0,0,0,5.5,06.05.2020,,0,Yes,FISH,Item Group
891,FRS007,FISH- FRESH RED GROUPER - BONE,,0,0,0,0,,,0,Yes,FISH,Item Group
892,FRS008,FISH- FRESH RED GROUPER - HEAD,,0,0,0,0,,,0,Yes,FISH,Item Group
893,FRS009,FISH- FRESH RED GROUPER - 300GM SLICED TRAY,????? 300GM,0,0,0,13.5,30.09.2020,,0,Yes,FISH,Item Group
894,FRT001,FISH- FROZEN WHOLE TARAKIHI (AH SAI SELL OFF),,0,0,0,0.5,16.07.2019,,0,Yes,FISH,Item Group
895,FRU001,OTHER- FRUIT DURIAN MUSANG KING 400GM,??? 400GM/TRAY,0,0,0,17,24.06.2020,,0,Yes,OTHERS,Item Group
896,FRU002,OTHER- FRUIT DURIAN MUSANG WHOLE PCS,???,0,0,0,12,24.06.2020,,0,Yes,OTHERS,Item Group
897,FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,???,0,0,0,3.8,10.06.2023,,0,Yes,FISH,Item Group
898,FSA001-01,FISH- SABA FISH 300-500gm 20kg/ctn,???,0,0,0,1.5,26.11.2019,,0,Yes,FISH,Item Group
899,FSA002,FISH- SABA FILLET 2PCS/PKT 33PKT/CTNS,???? 2?/?,0,0,0,0.91,22.09.2020,,0,Yes,FISH,Item Group
900,FSA002-01,FISH- SABA FILLET 5KG/CTNS (35P),???? 35?,40,50,0,8,07.06.2023,,0,Yes,FISH,Item Group
901,FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,??????? 2PCS/PKT,87,20,0,4.26,09.01.2023,,0,Yes,FISH,Item Group
902,FSA002-03,FISH- SABA TERIKAYI 1PCS/PKT,,0,0,0,1.7,28.01.2019,,0,Yes,FISH,Item Group
903,FSB001,FISH- SEABASS FILLET,??????,0,0,0,11.5,24.05.2022,,0,Yes,FISH,Item Group
904,FSB001-01,FISH- AUST BARRAMUNDI FILLET 500/1000GM 5KG/CTNS,????? 5KG,0,0,0,8.5,24.08.2021,,0,Yes,FISH,Item Group
905,FSB001-02,FISH- SEABASS FILLET 230-270GM,????? 230-270GM,0,0,0,13.5,06.06.2023,,0,Yes,FISH,Item Group
906,FSB001-03,FISH- SEABASS FILLET SLICED (FRESH MARKET),???????,0,0,0,11.57,08.06.2023,,0,Yes,FISH,Item Group
907,FSB002,FISH- FRESH SEABASS (PASAR-SG),????? ???,0,0,0,9.5,04.08.2022,,0,Yes,FISH,Item Group
908,FSB002-01,FISH- FRESH SEABASS 600-700GM,????? 600-700GM,198.65,25.8,0,6.81,13.06.2023,,0,Yes,FISH,Item Group
909,FSB002-02,FISH- FRESH SEABASS 700-800GM (MALAYSIA),????? 700-800GM,1,0,0,7.39,07.04.2022,,0,Yes,FISH,Item Group
910,FSB002-02-01,FISH- FRESH SEABASS 400-500GM,????? 400-500gm,0,2.5,0,6.8,12.05.2023,,0,Yes,FISH,Item Group
911,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,????? 800-900GM,183.04,0,0,6.87,20.06.2023,,0,Yes,FISH,Item Group
912,FSB002-03,FISH- FRESH SEABASS 500-600GM,????? 500-600GM,244.51,49.13,0,6.8,21.06.2023,,0,Yes,FISH,Item Group
913,FSB002-03-01,FISH- FRESH SEABASS 900-1000GM,????? 900-1000GM,0,0,0,6.3,17.06.2023,,0,Yes,FISH,Item Group
914,FSB002-04,FISH- FRESH SEABASS 400-500GM - BUTTERFLY @ BACK,??????? 400-500GM,0,0,0,8.3,17.10.2021,,0,Yes,FISH,Item Group
915,FSB002-04-01,FISH- FRESH SEABASS 700-800GM - BUTTERFLY @ BACK,??????? 700-800GM,0,0,0,5.3,22.09.2021,,0,Yes,FISH,Item Group
916,FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,??????? 600-700GM,96.98,8.5,0,6.88,19.05.2023,,0,Yes,FISH,Item Group
917,FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,??????? 500-600GM,103.6,5.6,0,6.93,20.04.2023,,0,Yes,FISH,Item Group
918,FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,??????? 800-900GM,89.43,34.4,0,6.89,18.06.2023,,0,Yes,FISH,Item Group
919,FSB003,FISH- SEABASS OPEN BACK (NOS),?? ??? (NOS),0,0,0,4.8,11.03.2020,,0,Yes,FISH,Item Group
920,FSB003-02,FISH-FRESH SEABASS 800-900 (NOS),????? 800-900GM (?),0,0,0,6.8,30.08.2020,,0,Yes,FISH,Item Group
921,FSB003-03,FISH- SEABASS OPEN BACK (KG),?? ??? (KG),0,0,0,5.7,01.04.2020,,0,Yes,FISH,Item Group
922,FSB003-04,FISH-BACK FRESH SEABASS 500-600 (NOS),??!! ?????500-600GM (?),0,0,0,3.5,27.09.2020,,0,Yes,FISH,Item Group
923,FSB004,FISH- SEABASS STEAK,????,205,0,0,5.7,28.07.2022,,0,Yes,FISH,Item Group
924,FSB005,FISH- SEABASS PORTION CUT 250GM/PKT,,0,0,0,13,23.06.2020,,0,Yes,FISH,Item Group
925,FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,250GM/PKT ?????,91,3,0,3.44,01.04.2023,,0,Yes,FISH,Item Group
926,FSB007,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,250GM/PKT ?????,0,0,0,3,19.01.2021,,0,Yes,FISH,Item Group
927,FSC001,FISH- SLIVER CARP 13-15pcs 1kgX10pkt,??? 13-15pcs,0,0,0,2.6,14.08.2015,,0,Yes,FISH,Item Group
928,FSE001,FISH- COD FISH,??,0,0,0,32,30.09.2021,,0,Yes,FISH,Item Group
929,FSE002,"FISH- COD FISH WHOLE FISH,,HEADLESS 4-6kg",MALAYSIA ?? 4-6KG,129.54,0,0,36.7,21.03.2022,,0,Yes,FISH,Item Group
930,FSF001,FISH- SUTCHI FILLET 170-220gm 6kg (TWIN FISH),??? ? ??,0,0,0,15,31.03.2022,,0,Yes,FISH,Item Group
931,FSF0010,FISH- SUTCHI CUBE 30GM 6kg/ctn,????? 30GM,0,0,0,14.42,20.03.2017,,0,Yes,FISH,Item Group
932,FSF0010-02,FISH- SUTCHI CUBE 25-30GM 6kg  (DL 452),?????  DL452,0,0,0,13.27,08.08.2019,,0,Yes,FISH,Item Group
933,FSF0010-03,FISH- SUTCHI CUBE 25-30GM (FINE CATCH) 1X10kg/ctn,?????,0,0,0,1.48,16.08.2017,,0,Yes,FISH,Item Group
934,FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,????? 6kg 25-35GM ??,"1,733.00",37,0,13.65,26.05.2023,,0,Yes,FISH,Item Group
935,FSF0010-05,FISH- SUTCHI CUBE 80-100GM 2KGX5PKT,????? 80-100GM 2KGX5PKT,0,0,0,19,27.07.2021,,0,Yes,FISH,Item Group
936,FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,?????,"2,460.00",10,0,2.62,25.03.2023,,0,Yes,FISH,Item Group
937,FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,??? ? 170-220,"1,870.00",0,0,2.81,26.05.2023,,0,Yes,FISH,Item Group
938,FSF001-03,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (DL 478),??? ? 170-220 6kg DL 478,0,0,0,11.97,30.11.2021,,0,Yes,FISH,Item Group
939,FSF001-04,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (TNL),??? ? 170-220 6kg TNL,0,0,0,13.5,10.09.2021,,0,Yes,FISH,Item Group
940,FSF001-05,FISH- SUTCHI FILLET 170-220gm (TWIN FISH/BIG FISH) 1kgX10kg/ctn,??? 170-220gm 10kg,0,0,0,2.8,31.08.2022,,0,Yes,FISH,Item Group
941,FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,??? 170-220gm 6KG,"3,842.00",30,0,14.37,20.05.2023,,0,Yes,FISH,Item Group
942,FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,??? 170-220gm 10kg BARCODE: 760263,"4,909.00",30,0,2.77,25.03.2023,,0,Yes,FISH,Item Group
943,FSF0011,FISH- SUTCHI FILLET **SKIN ON** 200-300gm 6kg/ctn,????? 200-300gm 6kg/ctn,44,0,0,14.42,26.01.2023,,0,Yes,FISH,Item Group
944,FSF0012,FISH- SUTCHI FILLET **SKIN ON** 400-500gm 6kg/ctn,????? 400-500gm 6kg/ctn,"2,008.00",9,0,14.74,05.05.2023,,0,Yes,FISH,Item Group
945,FSF0013,FISH- SUTCHI FILLET 120-170gm 5X2kg,??? 120-170gm 10KG-??,0,0,0,30.23,24.05.2019,,0,Yes,FISH,Item Group
946,FSF0014,FISH- SUTCHI FILLET 120-170gm 3X2kg PINK,??? 120-170gm 6KG-??,0,0,0,16.21,28.01.2019,,0,Yes,FISH,Item Group
947,FSF0015,FISH- SUTCHI FILLET CUBE 25-30gm (UF) 1X10kg/ctn,???? 25-30gm,0,0,0,2.76,05.01.2016,,0,Yes,FISH,Item Group
948,FSF0016,FISH- SUTCHI FILLET PORTION 140-150gm 35PCS/CTNS,140-150gm ??,0,0,0,21.53,27.01.2019,,0,Yes,FISH,Item Group
949,FSF002,FISH- SUTCHI FILLET 220gm (EASTERN FARM) 7kg,??? 220gm 7kg,0,0,0,22.5,22.05.2018,,0,Yes,FISH,Item Group
950,FSF0020,FISH- FISH- SHARK FIN 250gm/pkt,?? 250gm,0,0,0,14,30.04.2023,,0,Yes,FISH,Item Group
951,FSF002-02,FISH- SUTCHI FILLET 350-500gm 7kg (TWIN) DL 478,??? 350-500gm 7kg ?? DL 478,0,0,0,14,27.12.2019,,0,Yes,FISH,Item Group
952,FSF002-03,FISH- SUTCHI FILLET 300gmUP (TWIN) 7kg,??? ?? 7kg ??,0,0,0,17.5,13.09.2019,,0,Yes,FISH,Item Group
953,FSF0021,FISH- SHARK FIN SUPERIOR 80-100GM/PKT,??? 80-100GM/PKT,0,0,0,220,03.12.2022,,0,Yes,FISH,Item Group
954,FSF0022,FISH- SHARK FIN 500gm/pkt,?? 500gm,69,5,0,28,19.04.2023,,0,Yes,FISH,Item Group
955,FSF0023,FISH- PATIN SLICED - BONE IN WITH SKIN VACUUM PACK,20-30GM 10X1KG,"2,034.00",45,0,2.32,11.06.2023,,0,Yes,FISH,Item Group
956,FSF0024,FISH- DORY 7KG (LH),,0,0,0,28,30.12.2020,,0,Yes,FISH,Item Group
957,FSF003,FISH- SUTCHI FILLET 220gmUP FINE CATCH (DL 396) 7kg,??? ?? 7kg DL 396,0,0,0,17.3,11.07.2017,,0,Yes,FISH,Item Group
958,FSF004,FISH- SUTCHI FILLET 230-300gm 6kg(TWIN) DL 478,??? 230-300gm 6kg ?? DL 478,1,0,0,14.87,01.04.2023,,0,Yes,FISH,Item Group
959,FSF004-01,FISH- SUTCHI FILLET 350gm (DL 483) 6kg/CTNS,??? 350gm (DL 483),0,0,0,14.8,09.08.2019,,0,Yes,FISH,Item Group
960,FSF004-02,FISH- SUTCHI FILLET 220-300gm 6kg/ctn (DL 717),??? 220-300gm 6kg/ctn DL 717,0,0,0,13.8,28.08.2020,,0,Yes,FISH,Item Group
961,FSF004-03,FISH- SUTCHI FILLET 350-500gm 6kg (TWIN) DL 478,??? 350-500gm 6kg ?? DL 478,0,0,0,12.62,06.10.2019,,0,Yes,FISH,Item Group
962,FSF004-04,FISH- SUTCHI FILLET 300-400gm 6kg/ctn,??? 300-400gm 6kg/ctn,210,0,0,14.32,05.05.2023,,0,Yes,FISH,Item Group
963,FSF004-05,FISH- SUTCHI FILLET 350gm 6kg/ctn ??,??? 350gm ??,0,0,0,14.6,20.08.2019,,0,Yes,FISH,Item Group
964,FSF004-06,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (U CATCH),??? 400-600gm 6kg/ctn DL 479-???,0,0,0,14.71,10.06.2019,,0,Yes,FISH,Item Group
965,FSF004-07,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (DL 717),??? 400-600gm 6kg/ctn DL 717,0,0,0,11.51,19.02.2020,,0,Yes,FISH,Item Group
966,FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,??? 400-600gm 6kg/ctn ??,"3,633.00",365,0,14.42,11.06.2023,,0,Yes,FISH,Item Group
967,FSF005,FISH- SUTCHI STEAK 90-110gm 10kg/ctn,???? 90-110gm,0,0,0,1.87,31.12.2016,,0,Yes,FISH,Item Group
968,FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,???? 80-100gm,"5,730.00",230,0,2.36,22.05.2023,,0,Yes,FISH,Item Group
969,FSF005-03,FISH- SUTCHI STEAK 150gm UP 2kgX5pk,???? 150gm,0,0,0,2.35,24.04.2020,,0,Yes,FISH,Item Group
970,FSF005-04,FISH- SUTCHI STEAK 90-110gm WHITE BOX 2kgX5pkt,???? 90-110gm (??),0,0,0,2.7,21.09.2021,,0,Yes,FISH,Item Group
971,FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,???? 60-80gm,0,610,0,2.51,10.03.2023,,0,Yes,FISH,Item Group
972,FSF006-02,FISH- SUTCHI STEAK 60-80gm FINE CATCH (RED-DL396) 2kgX5pkt,???? 60-80gm (??),0,0,0,1.51,04.05.2018,,0,Yes,FISH,Item Group
973,FSF006-03,FISH- SUTCHI STEAK 80-100gm (TWIN FISH/BIG FISH) 10X1kg/ctn,???? 80-100GM,0,0,0,2.84,10.09.2022,,0,Yes,FISH,Item Group
974,FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,???? 60-80gm,"2,740.00",20,0,2.65,22.05.2023,,0,Yes,FISH,Item Group
975,FSF006-05,FISH- SUTCHI STEAK 60-80gm (U) 5kgX2pkt,???? 60-80gm (U),0,0,0,0,,,0,Yes,FISH,Item Group
976,FSF007,FISH- SUTCHI FILLET 220-300gm TWIN FISH (DL 533) 10kg/ctn,??? 220gm-300gm TWIN FISH (DL 533),0,0,0,17.34,17.12.2017,,0,Yes,FISH,Item Group
977,FSF007-02,FISH- SUTCHI FILLET 170-220gm (TWIN FISH/BIG FISH) 1kgX10kg/ctn,??? 170-220gm 10kg,0,0,0,30,30.06.2017,,0,Yes,FISH,Item Group
978,FSF008,FISH- SUTCHI FILLET 350gm (DL 483)  6kg/CTNS,??? 350gm (DL 483),0,0,0,13.8,16.08.2017,,0,Yes,FISH,Item Group
979,FSF008-02,FISH- SUTCHI FILLET 270-300gm TWIN FISH (DL 396) 6kg,??? 270-300gm,0,0,0,12.64,09.02.2018,,0,Yes,FISH,Item Group
980,FSF008-03,FISH- SUTCHI FILLET 300gm (PLAIN-BLUE STRIP) 6kg,??? 300gm (???-??),0,0,0,12.75,17.01.2018,,0,Yes,FISH,Item Group
981,FSF008-04,FISH- SUTCHI FILLET 270-300gm TWIN FISH (DL 396) 6kg CUT,??? 270-300gm ?????,0,0,0,15,27.01.2019,,0,Yes,FISH,Item Group
982,FSF009,FISH- SUTCHI FILLET 220gmUP TWIN FISH (DL 533) 5kg,??? ? ?? 5kg (??),0,0,0,10.35,17.12.2017,,0,Yes,FISH,Item Group
983,FSF009-02,FISH- SUTCHI FILLET 220gmUP TWIN FISH (DL 533) 5kg*90%,??? ? ?? 5kg*90% (??),0,0,0,14.95,17.12.2017,,0,Yes,FISH,Item Group
984,FSF009-03,FISH- SUTCHI FILLET 220-300gm (DL 717) 7kg/ctns,??? 220-300gm DL 717 7kg,0,0,0,14.55,26.11.2019,,0,Yes,FISH,Item Group
985,FSF010,FISH- 7KG!! SUTCHI FILLET 400-600gm 7kg/ctn,7KG!! ??? 400-600gm 7kg/ctn,0,0,0,19.5,17.07.2017,,0,Yes,FISH,Item Group
986,FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,7KG!! ??? 400-600gm 7kg/ctn,671,434,0,16.86,12.02.2023,,0,Yes,FISH,Item Group
987,FSF010-03,FISH- BUTTERFLY CUT 600-800gm 12PCS 10kg/ctns,??? ??? 600-800gm 10kg/? 12PCS,"6,050.00",10,0,2.13,26.05.2023,,0,Yes,FISH,Item Group
988,FSF010-04,FISH- BUTTERFLY CUT 700-900gm 10/ctns,??? ??? 700-900gm,500,200,0,2.27,11.06.2023,,0,Yes,FISH,Item Group
989,FSF010-05,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm (NOS),??? ??? (?),12,183,0,2,15.06.2023,,0,Yes,FISH,Item Group
990,FSF010-06,FISH- BUTTERFLY CUT 900-1000gm 10kg/ctn,??? ??? 900-1000gm 10kg/?,"6,975.40",800,0,2.14,12.05.2023,,0,Yes,FISH,Item Group
991,FSF010-07,FISH- BUTTERFLY CUT 800-1000gm 10kg/ctn,??? ??? 800-1000gm 10kg/? (900-1000GM),0,0,0,2.64,30.03.2022,,0,Yes,FISH,Item Group
992,FSF010-08,FISH- BUTTERFLY CUT 500-700gm 14PCS 10kg/ctn,??? ??? 500-700gm 10kg/? 14PCS,"9,340.00",50,0,2.25,26.05.2023,,0,Yes,FISH,Item Group
993,FSH001,FISH- SHARK FILLET SK 10KG/CTNS,??,50,20,0,5.5,17.06.2023,,0,Yes,FISH,Item Group
994,FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,?? (??),34.7,0,0,5.5,21.03.2023,,0,Yes,FISH,Item Group
995,FSH002,FISH- SOON HOCK FISH (ALIVE),? ??,0,0,0,40,02.04.2017,,0,Yes,FISH,Item Group
996,FSH003,FISH- SOON HOCK FISH,??,0,0,0,40,31.01.2023,,0,Yes,FISH,Item Group
997,FSH004,FISH- SONG FISH HEAD,???,0,0,0,6,06.06.2023,,0,Yes,FISH,Item Group
998,FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,??? 120gm **TRAY PACK**,214,19,0,1.8,17.06.2023,,0,Yes,FISH,Item Group
999,FSI002,FISH- SHISHAMO 8s/tray 170gm 30pkt/ctn,??? 8s 170gm,0,0,0,2.5,12.06.2023,,0,Yes,FISH,Item Group
1000,FSI003,FISH- SHISHAMO 10X1KG/CTNS,??? 1KG,0,0,0,5.5,25.04.2019,,0,Yes,FISH,Item Group
1001,FSL001,FISH- SELAR 7-8INCHES 2kgX5pkt,,0,0,0,2.8,08.06.2017,,0,Yes,FISH,Item Group
1002,FSL002,FISH- SELAR 6-8PCS 10X1KG/CTNS,?? 6-8pcs,0,0,0,3.2,24.09.2020,,0,Yes,FISH,Item Group
1003,FSL0020,FISH- SELAR BAN 6-8pcs 2kgX5pkt,??? 6-8pcs,0,0,0,2.2,04.05.2015,,0,Yes,FISH,Item Group
1004,FSL0021,FISH- SELAR FISH 8-10pcs 2kgX5pkt,?? 8-10pcs,0,0,0,2.9,16.06.2019,,0,Yes,FISH,Item Group
1005,FSL0022,FISH- SELAR BAN FISH 1kg X 10pkt,,0,0,0,2.8,15.09.2015,,0,Yes,FISH,Item Group
1006,FSL003,FISH- FRESH SELAR,?? ???,0,0,0,6.5,03.04.2020,,0,Yes,FISH,Item Group
1007,FSL004,FISH- SELAR 10-12pcs 2kgX5pkt,??? 10-12pcs,0,0,0,2.7,30.06.2017,,0,Yes,FISH,Item Group
1008,FSL005,FISH- SELAR 10-12pcs 2kgX5pkt,??? 10-12pcs,0,0,0,2.8,31.12.2019,,0,Yes,FISH,Item Group
1009,FSM001,FISH- SMELT FISH,,0,0,0,11,15.02.2019,,0,Yes,FISH,Item Group
1010,FSN001,FISH- FRESH TOMAN FILLET SLICED (U),?? ???? (U),0,0,0,13,31.05.2023,,0,Yes,FISH,Item Group
1011,FSN001-01,FISH- TOMAN FILLET 200/300 1kg x 10pkt,?? ?? 200/300,0,0,0,5.1,02.01.2020,,0,Yes,FISH,Item Group
1012,FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,XXXXXX?? ?? 300/500,0,0,0,5.13,02.01.2020,,0,Yes,FISH,Item Group
1013,FSN001-03,FISH- TOMAN FILLET 300/500,?? 300/500,"1,336.04",0,0,6.43,11.06.2023,,0,Yes,FISH,Item Group
1014,FSN001-04,FISH- TOMAN FILLET 300/500 6KG/CTNS,?? ?? 300/500,0,0,0,7.5,06.11.2022,,0,Yes,FISH,Item Group
1015,FSN001-05,FISH- TOMAN FILLET 900GM UP 2kg x 5pkt,?? ?? 900GM UP,0,0,0,5.49,25.06.2018,,0,Yes,FISH,Item Group
1016,FSN002,FISH- TOMAN FILLET CUT SLICED 200GM/TRAY,TRAY ????,19,0,0,3.5,27.03.2022,,0,Yes,FISH,Item Group
1017,FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,???? 4MM,"7,786.00",55,0,6.59,11.06.2023,,0,Yes,FISH,Item Group
1018,FSN002-03,FISH- TOMAN SLICED SKIN-ON 4MM 10X1KG/CTNS OKEANOSS,???? OKEANOSS,0,0,0,8,07.06.2023,,0,Yes,FISH,Item Group
1019,FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,???? 4MM ******BLU******,0,0,0,9,17.12.2022,,0,Yes,FISH,Item Group
1020,FSN002-05,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 300gm x 20pkt,???? ?? 4MM 300gm X 20pkt,0,0,0,1.85,17.02.2020,,0,Yes,FISH,Item Group
1021,FSN002-06,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 300gm x 30pkt,???? ?? 4MM 300gm (TRAY),0,0,0,2.41,10.10.2017,,0,Yes,FISH,Item Group
1022,FSN003,FISH- FRESH TOMAN FILLET,?? ??,1.4,69.2,0,11,17.06.2023,,0,Yes,FISH,Item Group
1023,FSN004,FISH- TOMAN HEAD 2kg x 5pkt,??? ??,0,0,0,5,25.08.2019,,0,Yes,FISH,Item Group
1024,FSN005,FISH- TOMAN HEAD FRESH,???,0,0,0,3,03.10.2022,,0,Yes,FISH,Item Group
1025,FSN006,FISH- TOMAN FISH (CLEAN AND GUTTED) 10kg/ctn,?? ??,0,0,0,9.5,15.11.2021,,0,Yes,FISH,Item Group
1026,FSN007,FISH- FISH BONE,??,0,0,0,1.04,10.10.2017,,0,Yes,FISH,Item Group
1027,FSN008-01,FISH- TOMAN FILLET 300/500 6kg/ctns (PAN ROYAL),??? 300/500,0,0,0,7,25.09.2021,,0,Yes,FISH,Item Group
1028,FSN008-02,FISH- TOMAN FILLET 500/700 6kg/ctns (PAN ROYAL),??? 500/700,0,0,0,5.79,26.08.2019,,0,Yes,FISH,Item Group
1029,FSN008-03,FISH- TOMAN FILLET 300/500 10kg/ctns (TWIN),??? 300/500 10KG,0,0,0,5.78,21.09.2019,,0,Yes,FISH,Item Group
1030,FSN008-04,FISH- TOMAN FILLET 500GM UP 10kg/ctns (TWIN),??? 500GM UP 10KG,0,0,0,5.78,28.01.2019,,0,Yes,FISH,Item Group
1031,FSN009,FISH- TOMAN CHIPS 2X5KG/CTNS,,0,0,0,3.19,28.01.2019,,0,Yes,FISH,Item Group
1032,FSO001,FISH- SONG FISH HEAD 1.0-1.2kg/nos,?????,0,0,0,6.5,16.01.2016,,0,Yes,FISH,Item Group
1033,FSR001,FISH- STING RAY 1000-2000gm 10KG/CTNS,??? 1000-2000GM,460,350,0,9,17.06.2023,,0,Yes,FISH,Item Group
1034,FSR002,FISH- STING RAY 500-1000gm 10kg/ctn,??? 500-1000,0,0,0,9,16.02.2023,,0,Yes,FISH,Item Group
1035,FSR003,FISH- STING RAY 300-500gm 10kg/ctn,??? 300-500,0,0,0,7,26.08.2016,,0,Yes,FISH,Item Group
1036,FSR004,FISH- STING RAY CUT 600-700GM CUT 1.5 INCH 1pcs/pkt,???600-700GM ? 1.5?,0,0,0,6.4,09.08.2020,,0,Yes,FISH,Item Group
1037,FSR005,FRESH STRING RAY,?? ???,0,0,0,6.5,28.12.2020,,0,Yes,FISH,Item Group
1038,FSR006,FISH- STRING RAY A 500GM/PKT,??? A 500GM/PKT,0,0,0,7.62,09.11.2020,,0,Yes,FISH,Item Group
1039,FSR007,FISH- STING RAY BLUE SPOT 200-300gm 10kg/ctn,??? 200-300gm ??,0,0,0,8.8,15.10.2021,,0,Yes,FISH,Item Group
1040,FSR008,FISH- STING RAY BLUE SPOT 500-1000gm 15kg/ctn,??? 500-1000gm ??,75,30,0,6.7,25.05.2023,,0,Yes,FISH,Item Group
1041,FSS001,FISH- SLIVER SILLAGO,???,0,0,0,4,12.07.2021,,0,Yes,FISH,Item Group
1042,FSS002,FISH- SILVER FISH 10-12cm 10X1KG/CTNS,??/??? 10-12CM,0,0,0,8.5,23.01.2021,,0,Yes,FISH,Item Group
1043,FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,??/??? 8-10CM,39,2,0,9.5,15.05.2023,,0,Yes,FISH,Item Group
1044,FSS004,FISH- SLIVER SILLAGO 15/25 10kg,??? 15/25 10kg,0,0,0,4,27.03.2023,,0,Yes,FISH,Item Group
1045,FSS005,FISH- SLIVER SILLAGO 25/40 10kg,??? 25/40 10kg,0,0,0,4,20.01.2022,,0,Yes,FISH,Item Group
1046,FSS006,FISH- ANCHOVY FILLET IN OIL (FILETTI DI ALICI),1KG/PKT,0,0,0,30,31.03.2021,,0,Yes,FISH,Item Group
1047,FSW001,FISH- SWORDFISH LOIN SKIN ON,???,0,0,0,18,10.02.2020,,0,Yes,FISH,Item Group
1048,FSW002,FISH- SASHIMI MEKAJIKI CUT 230-250GM,????,0,0,0,43.5,29.05.2020,,0,Yes,FISH,Item Group
1049,FTI001,FISH- TILAPIA LOIN 400GM X 10PKT /CTNS,?????,0,0,0,7,12.06.2020,,0,Yes,FISH,Item Group
1050,FTI002,FISH- FRESH RED TILAPIA,?? ???,0,0,0,6.5,15.06.2023,,0,Yes,FISH,Item Group
1051,FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,????? 3-5OZ,"4,991.82",0,0,3.85,09.06.2023,,0,Yes,FISH,Item Group
1052,FTI003-02,FISH- RED TILAPIA FILLET 500GM/PKT,????? 500GM/PKT,0,0,0,5,29.07.2020,,0,Yes,FISH,Item Group
1053,FTI003-03,FISH- TILAPIA SLICED 50PKT X 200GM/PKT,???? 200gm,0,0,0,2.3,14.06.2021,,0,Yes,FISH,Item Group
