No,Document Number,Document Type,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
322,5818,I,19.10.2022,PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,85,3.7,314.5
323,5818,I,19.10.2022,PRIB04,PORK RIBLETS CUT PCS,20,4.8,96
324,5818,I,19.10.2022,MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,252,6.4,"1,612.80"
325,5818,I,19.10.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,845,2.7,"2,281.50"
326,5818,I,19.10.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,150,2.7,405
327,5818,I,19.10.2022,PCOS04-02,PORK COLLAR CUT PCS,95,4.3,408.5
328,5818,I,19.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,350.00",3.4,"4,590.00"
329,5818,I,19.10.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,190,4.5,855
330,5818,I,19.10.2022,PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,140,5.5,770
331,5818,I,19.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,85,2.5,212.5
332,5818,I,19.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,842,3.2,"2,694.40"
333,5818,I,19.10.2022,BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,140,10.9,"1,526.00"
334,5818,I,19.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,670,4.5,"3,015.00"
335,5818,I,19.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,154,5.3,816.2
336,5818,I,19.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,25,3,75
337,5818,I,19.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,200,3.3,660
338,5818,I,19.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,886,3.3,"2,923.80"
339,5818,I,19.10.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,200,3.8,760
340,5832,I,19.10.2022,PRIB01-13,PORK MEALTY RIBLETS (AURORA) 10kg/ctn,20,3.77,75.4
341,5821,I,20.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,830,3.9,"3,237.00"
342,5821,I,20.10.2022,PCOS04-02,PORK COLLAR CUT PCS,70,4.3,301
343,5821,I,20.10.2022,BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,"1,302.00",8.5,"11,067.00"
344,5821,I,20.10.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,130,4.5,585
345,5821,I,20.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,200,3.3,660
346,5821,I,20.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,10,3.3,33
347,5821,I,20.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,945,2.4,"2,268.00"
348,5821,I,20.10.2022,PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,410,3.7,"1,517.00"
349,5821,I,20.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,130,2.5,325
350,5821,I,20.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,440,4.3,"1,892.00"
351,5821,I,20.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,194,4.5,873
352,5821,I,20.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,10,3,30
353,5821,I,20.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,58,5.3,307.4
354,5821,I,20.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,116,4.5,522
355,5821,I,20.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,5,3,15
356,5821,I,20.10.2022,PBEL19-03,S/LESS PORK BELLY SLICED 3mm,56,7,392
357,5821,I,20.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,415,5.3,"2,199.50"
358,5821,I,20.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,30,5.3,159
359,5821,I,20.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,95,3.9,370.5
360,5821,I,20.10.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,156,4.4,686.4
361,5821,I,20.10.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,800,4.4,"3,520.00"
362,5815,I,21.10.2022,FSB002-01,FISH- FRESH SEABASS 600-700GM,100,6.8,680
363,5816,I,21.10.2022,FSB002-03,FISH- FRESH SEABASS 500-600GM,200,6.9,"1,380.00"
364,5822,I,21.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,750,2.8,"2,100.00"
365,5822,I,21.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,385,2.8,"1,078.00"
366,5822,I,21.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,098.00",3.4,"3,733.20"
367,5822,I,21.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,60,3.4,204
368,5822,I,21.10.2022,PS-04,PORK LEG SLICED 8mm 2kgX5pkt,132,3.2,422.4
369,5822,I,21.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,140,3.3,462
370,5822,I,21.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,4,3.3,13.2
371,5822,I,21.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,505,2.4,"1,212.00"
372,5822,I,21.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,225,2.6,585
373,5822,I,21.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,100,2.6,260
374,5822,I,21.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,205,2.6,533
375,5822,I,21.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
376,5822,I,21.10.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),145,5.3,768.5
377,5822,I,21.10.2022,PCOS04-078,PORK COLLAR CUT 1.2CM,120,4.4,528
378,5822,I,21.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
379,5822,I,21.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,192,4.6,883.2
380,5822,I,21.10.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,600,8.6,"5,160.00"
381,5822,I,21.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,228,8.6,"1,960.80"
382,5822,I,21.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,20,4.5,90
383,5822,I,21.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,225,5.3,"1,192.50"
384,5822,I,21.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,55,5.3,291.5
385,5822,I,21.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,50,3.9,195
386,5822,I,21.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,630,4.4,"2,772.00"
387,5823,I,22.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,286.00",3.4,"4,372.40"
388,5823,I,22.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,136,3.3,448.8
389,5823,I,22.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,955,2.8,"2,674.00"
390,5823,I,22.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
391,5823,I,22.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,408,3.2,"1,305.60"
392,5823,I,22.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,58,4.5,261
393,5823,I,22.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,442,4.5,"1,989.00"
394,5823,I,22.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
395,5823,I,22.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,112,5.3,593.6
396,5823,I,22.10.2022,PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,480,3.7,"1,776.00"
397,5823,I,22.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,95,2.5,237.5
398,5823,I,22.10.2022,PCOS04,PORK COLLAR CUT 100-120GM,100,4.1,410
399,5824,I,23.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,462,3.3,"1,524.60"
400,5824,I,23.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,62,3.3,204.6
401,5824,I,23.10.2022,PM-05,PORK MINCED CHILL FRESH,40,3.3,132
402,5824,I,23.10.2022,PM-05,PORK MINCED CHILL FRESH,44,3.3,145.2
403,5824,I,23.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,252,8.6,"2,167.20"
404,5825,I,24.10.2022,PFER03,PORK FERMURBONE CUT 5kgX2pkt,310,1.2,372
405,5825,I,24.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,420,3.3,"1,386.00"
406,5825,I,24.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,120,3.3,396
407,5825,I,24.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,"1,906.00",3.3,"6,289.80"
408,5825,I,24.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,730,2.5,"1,825.00"
409,5825,I,24.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,90,2.5,225
410,5825,I,24.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,240,2.4,576
411,5825,I,24.10.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,150,2.6,390
412,5825,I,24.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,200,2.6,520
413,5825,I,24.10.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,3,35.5,106.5
414,5831,I,24.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,120,3.3,396
415,5819,I,25.10.2022,PHEA02,PORK HEARTS SLICED,200,2.5,500
416,5826,I,25.10.2022,BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,224,2.8,627.2
417,5826,I,25.10.2022,BSF001,BEEF STIR FRY (TFP) 200gmX20pkt,206,2.4,494.4
418,5826,I,25.10.2022,OPO006-01,OTHER- CHICKEN POPCORN BITE (HOT&SPICY) 400gmX20pkt,13,3.95,51.35
419,5826,I,25.10.2022,BPA003,BEEF BURGER PATTIES (SADIA) 20X320gm,3,2.9,8.7
420,5826,I,25.10.2022,BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 15X420gm,25,3.5,87.5
421,5826,I,25.10.2022,CWHO08-03,CHICKEN- WHOLE CHICKEN 1200gm (PERDIGAO) 12kg/ctn,2,4.1,8.2
422,5826,I,25.10.2022,RAB001,RABBIT WHOLE WITHOUT HEAD 1.2-1.3KG/PCS,7.26,17,123.42
423,5826,I,25.10.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,"2,000.00",2.7,"5,400.00"
424,5826,I,25.10.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,796,3.2,"2,547.20"
425,5826,I,25.10.2022,PLES09,PORK LEG CUT EXTRA SMALL CUBE (SIEW MAI) 2kg/pkt,500,2.6,"1,300.00"
426,5826,I,25.10.2022,PFAT03-02,PORK FAT CUT EXTRA SMALL CUBE 2kg/pkt,500,2.3,"1,150.00"
427,5826,I,25.10.2022,CCUB01,CHICKEN BONELESS CUBE SKIN ON 2KG/PKT,306,2.7,826.2
428,5826,I,25.10.2022,CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,268,4.2,"1,125.60"
429,5826,I,25.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,255,3.3,841.5
430,5826,I,25.10.2022,CSLI02-05,CHICKEN SLICED W/O SKIN 1CM 2kgX5pkt,254,6.2,"1,574.80"
431,5826,I,25.10.2022,CQUL03,CHICKEN QUARTER LEG (KEYSTONE) 15kg/ctn,210,1.48,310.8
432,5826,I,25.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,170,2.6,442
433,5826,I,25.10.2022,PMIN06,PORK MINCED SULINA 500gmX20pkt,150,2.8,420
434,5826,I,25.10.2022,PBEL15-02,P.BELLY SLICED SKINLESS 2CM,142.84,6.5,928.46
435,5826,I,25.10.2022,PBEL21-09,PORK BELLY CUT 2' X 1',142.26,5.3,753.98
436,5826,I,25.10.2022,PLOI10,PORK LOIN MINCED / TRIMMING,127.82,2.5,319.55
437,5826,I,25.10.2022,FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,150,5.5,825
438,5826,I,25.10.2022,PCOS04-02,PORK COLLAR CUT PCS,125,4.3,537.5
439,5826,I,25.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,124,3.3,409.2
440,5826,I,25.10.2022,SLB006,SEAFOOD- CRAY PRAWN 150-200,119.94,8.75,"1,049.48"
441,5826,I,25.10.2022,PBEL22-05,PORK BELLY SLICED 2cm THICK,119.31,5.3,632.34
442,5826,I,25.10.2022,MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,114,6.4,729.6
443,5826,I,25.10.2022,PCOS04,PORK COLLAR CUT 100-120GM,110,4.1,451
444,5826,I,25.10.2022,PBEL19-05,PORK SKINLESS PORK BELLY 1CM 5KG/PKT,105,6.5,682.5
445,5826,I,25.10.2022,CSLI02-03,CHICKEN SLICED W/O SKIN 2.5CM 2kgX6pkt,102,6.2,632.4
446,5826,I,25.10.2022,BMS003-02,BEEF MEAT SLICED 2MM 1KG/PKT,100,8.6,860
447,5826,I,25.10.2022,PBEL22-04,PORK BELLY SLICED 1cm 5kg/pkt,100,5.3,530
448,5826,I,25.10.2022,PS-05,PORK LEG SLICED 1kg/pkt,100,4.1,410
449,5826,I,25.10.2022,PBEL26,PORK BELLY VALUE PACK 500gmX20pkt,94,4.35,408.9
450,5826,I,25.10.2022,PCHO02,PORK CHOP 8MM  5kgX2pkt,84.8,4.5,381.6
451,5826,I,25.10.2022,PSPA10,PORK- SPARERIB 500gmX20pkt (SULINA),71,4,284
452,5826,I,25.10.2022,PM-05,PORK MINCED CHILL FRESH,100,3.3,330
453,5826,I,25.10.2022,FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,60,6.35,381
454,5826,I,25.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,55,3.9,214.5
455,5826,I,25.10.2022,SVA006,SEAFOOD- VANNAMEI HOSO 31-40pcs A&O 10x1pkt/ctn,55,8.14,447.7
456,5826,I,25.10.2022,PCOS04-03,PORK COLLAR 7-8mm,54.09,4.4,238
457,5826,I,25.10.2022,PSTC01,PORK STOMACH SLICED 2KG/PKT,46,6.85,315.1
458,5826,I,25.10.2022,BRE002,BEEF RIBEYE STEAK 190-220gm,45.32,11,498.52
459,5826,I,25.10.2022,SCA007-03,SEAFOOD- BOILED SEA SCALLOP MEAT 120/150 10X1KG/CTNS,44,5.91,260.04
460,5826,I,25.10.2022,PREC05,PORK RECTUMS 10kg/ctns (DAT SCHAUB DENMARK),40,7.1,284
461,5826,I,25.10.2022,SWC003-02,SEAFOOD- WHITE CLAM - BUTTER 500gm x 20pkt/ctns,40,1,40
462,5826,I,25.10.2022,FCH001,FISH CHIP GREEN 500gmX20pkt,37,2.95,109.15
463,5826,I,25.10.2022,CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,36,3.45,124.2
464,5826,I,25.10.2022,PBEL22,PORK BELLY SLICED 2 inch X 6mm 2kg/pkt,36,6.4,230.4
465,5826,I,25.10.2022,PLEG09-02,PORK LEG CUT 1.5INCH  X 1.5INCH,36,3.2,115.2
466,5826,I,25.10.2022,PRIB05-02,"PORK RIBLETS CUT 3"" 5KGX2PKT/CTNS",35,4,140
467,5826,I,25.10.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,33,4.4,145.2
468,5826,I,25.10.2022,BOM001,BEEF OMASUM 17KG/CTNS,31.6,7.2,227.52
469,5826,I,25.10.2022,PCHI07,PORK CHITTELING / CAPS (DK-DAT SCHAUB) 15kg/ctn,30,5.4,162
470,5826,I,25.10.2022,PHEA03,PORK HEARTS (AUST) 15KG/CTNS,30,2.5,75
471,5826,I,25.10.2022,SOYS03,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN 288PCS/CTNS,30,1.38,41.4
472,5826,I,25.10.2022,OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,40,3.85,154
473,5826,I,25.10.2022,SLB007,SEAFOOD- CRAY PRAWN 100-150,28,12,336
474,5826,I,25.10.2022,PSOF03,PORK SOFTBONE CUBE 500GM/PKT,27.5,2,55
475,5826,I,25.10.2022,PBEL21-06,PORK BELLY SLICED 6MM,25.2,5.3,133.56
476,5826,I,25.10.2022,BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 15X420gm,25,3.5,87.5
477,5826,I,25.10.2022,PRIB05-01,PORK RIBLETS 3 INCH,23,3.6,82.8
478,5826,I,25.10.2022,MTR001,MUTTON TRIPE,22,3.5,77
479,5826,I,25.10.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,22,4.5,99
480,5826,I,25.10.2022,BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,20.12,46,925.52
481,5826,I,25.10.2022,CWIN14,CHICKEN WING (FRESH),20,2,40
482,5826,I,25.10.2022,MECHICKEN05,CAJUN SPICE CHICKEN BONELESS LEG 1PCS/PKT,20,1.2,24
483,5826,I,25.10.2022,PBEL10-03,PORK BELLY CUBE 5kg/pkt,20,5.3,106
484,5826,I,25.10.2022,BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,18,6.8,122.4
485,5826,I,25.10.2022,PCOS04-05,PORK COLLAR 4mm,18,5.2,93.6
486,5826,I,25.10.2022,MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),14.96,7.95,118.93
487,5826,I,25.10.2022,OHB002,OTHER- HASH BROWN TRI TATERS (SIMLOT) 2.27kgX6pkt,14,8.5,119
488,5826,I,25.10.2022,PM-10,PORK MINCED + PORK FAT,14,4.2,58.8
489,5826,I,25.10.2022,OPO006-01,OTHER- CHICKEN POPCORN BITE (HOT&SPICY) 400gmX20pkt,13,3.95,51.35
490,5826,I,25.10.2022,SOYS11,SEAFOOD- OYSTER 10g-12g (U CATCH) 250GM/PKT,13,1.8,23.4
491,5826,I,25.10.2022,CFEE04,HOUSE BRAND:FRIED CHICKEN FEET (UF) 400GMX10PKT,12,2,24
492,5826,I,25.10.2022,CSLI02,CHICKEN SLICED W/O SKIN 6MM 2kgX6pkt,12,4.2,50.4
493,5826,I,25.10.2022,PCHO04,PORK CHOP 6MM,11.2,1.7,19.04
494,5826,I,25.10.2022,FGR001,FISH- GROUPER 200/300gm 15kg/ctn,10,5,50
495,5826,I,25.10.2022,FGR003,FISH- FLOWER GROUPER 200/300 12KG/CTNS,10,4.2,42
496,5826,I,25.10.2022,ODU014,OTHER- GOLDEN CRISPY PRAWN CAKE 200GM X 15PKT,10,4.2,42
497,5826,I,25.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
498,5826,I,25.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,10,5.3,53
499,5826,I,25.10.2022,BTR001-01,BEEF TRIPE HONEYCOMB (SCAN) 17KG/CTNS,9.37,8.5,79.65
500,5826,I,25.10.2022,OFF009,OTHER- TWISTER FRIES / CURLY FRIES 1KG/PKT,9,5.83,52.47
501,5826,I,25.10.2022,PCOL10-05,IBERICO PORK COLLAR SHABU SHABU 2MM 200GM/PKT,9,4.2,37.8
502,5826,I,25.10.2022,PREC01,PORK RECTUMS 18KG/CTNS (SAUDALI-BRAZIL),9,6.6,59.4
503,5826,I,25.10.2022,FCS006-01,FISH- SALMON IQF PORTION (50g 2x2kg) 4kg/ctn,8,4.7,37.6
504,5826,I,25.10.2022,SBN002,SEAFOOD- BLACK TIGER PND 21/25 1kgX10pkt,6,12,72
505,5826,I,25.10.2022,DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,3.1,3.2,9.92
506,5826,I,25.10.2022,BPA003,BEEF BURGER PATTIES (SADIA) 20X320gm,3,2.9,8.7
507,5826,I,25.10.2022,CWHO08-03,CHICKEN- WHOLE CHICKEN 1200gm (PERDIGAO) 12kg/ctn,2,4.1,8.2
508,5826,I,25.10.2022,FBP009,FISH- GOLDEN POMFRET 200/300GM 10KG/CTNS,2,5,10
509,5826,I,25.10.2022,PBEL21-02,PORK BELLY SLICED 2.5' X 4mm 2kg,2,5.3,10.6
510,5826,I,25.10.2022,PCOS04-06,PORK COLLAR 6mm,2,4.6,9.2
511,5826,I,25.10.2022,PS-01,PORK LEG SLICED A 2kgX5pkt,20,3.4,68
512,5826,I,25.10.2022,SOYS13,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN 100PCS/CTNS,2,160,320
513,5826,I,25.10.2022,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,1.12,9,10.08
514,5826,I,25.10.2022,PCHB02,PORK CHOP BONE IN 1.3CM 1KG/PKT,1,3.9,3.9
515,5826,I,25.10.2022,PCOS03,PORK COLLAR SHABU SHABU (TENDERFRESH) 400gmX10pkt,1,3.8,3.8
516,5826,I,25.10.2022,SAUCE-02,SUSHI & SASHIMI SHOYU 3MLX10PC/PKT,1,0.4,0.4
517,5826,I,25.10.2022,SAUCE-03,SAUCE LIGHT SOYA 5L/TIN KCT GRADE 1,1,3,3
518,5826,I,25.10.2022,BOM001-02,BEEF OMASUM AUST 20KG/CTNS,0.36,8.3,2.99
519,5827,I,25.10.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),170,5.3,901
520,5827,I,25.10.2022,PCHB03,PORK CHOP BONE IN 1cm 20kg/ctn,400,3.4,"1,360.00"
521,5827,I,25.10.2022,PCHB01,PORK CHOP BONE IN 1.5cm 2X5KG/CTNS,480,3.8,"1,824.00"
522,5827,I,25.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,84,4.6,386.4
523,5827,I,25.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,200,4.5,900
524,5827,I,25.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,120,4.5,540
525,5827,I,25.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,140,2.5,350
526,5827,I,25.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,410,2.4,984
527,5827,I,25.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,265,2.6,689
528,5827,I,25.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,60,2.6,156
529,5827,I,25.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,110,2.6,286
530,5827,I,25.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,70,2.6,182
531,5827,I,25.10.2022,PHOC07,PORK HOCK C2 10KG/CTNS,80,2.6,208
532,5827,I,25.10.2022,PCOS04-02,PORK COLLAR CUT PCS,95,4.3,408.5
533,5827,I,25.10.2022,PCUB02,PORK CUBE 2KGX6PKT/CTNS,"1,632.00",3.2,"5,222.40"
534,5827,I,25.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,690,8.6,"5,934.00"
535,5827,I,25.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,75,4.5,337.5
536,5827,I,25.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,20,2.5,50
537,5827,I,25.10.2022,PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,470,5.1,"2,397.00"
538,5827,I,25.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,20,5.3,106
539,5827,I,25.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,85,3.9,331.5
540,5827,I,25.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,676,4.5,"3,042.00"
541,5827,I,25.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,40,5.3,212
542,5827,I,25.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,35,3,105
543,5834,I,25.10.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,170,5.3,901
544,5834,I,25.10.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,875,3.13,"2,738.75"
545,5844,I,25.10.2022,PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,170,5.7,969
546,5820,I,26.10.2022,PHCU04,PORK HOCK CUBE 1.5' x 1.5' 5KG/PKT,60,2.8,168
547,5828,I,26.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,860,3.9,"3,354.00"
548,5828,I,26.10.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,190,4.5,855
549,5828,I,26.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,235,3.3,775.5
550,5828,I,26.10.2022,PM-05,PORK MINCED CHILL FRESH,146,3.3,481.8
551,5828,I,26.10.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,160,3.2,512
552,5828,I,26.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,126.00",3.4,"3,828.40"
553,5828,I,26.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,132,3.3,435.6
554,5828,I,26.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,390,4.5,"1,755.00"
555,5828,I,26.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,125,2.5,312.5
556,5828,I,26.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,810,2.4,"1,944.00"
557,5828,I,26.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
558,5828,I,26.10.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,200,4.4,880
559,5828,I,26.10.2022,PBEL21-03,2KG PORK BELLY SLICED 2.5' X 4MM,206,5.3,"1,091.80"
560,5828,I,26.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,20,5.3,106
561,5828,I,26.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,10,3,30
562,5828,I,26.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,302,4.3,"1,298.60"
563,5828,I,26.10.2022,PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,124,4.3,533.2
564,5828,I,26.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,430,4.5,"1,935.00"
565,5828,I,26.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,80,2.5,200
