pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,summary_purchases_date_range,summary_purchases_latest_date,summary_purchases_latest_price,summary_purchases_min_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price,summary_sales_median_price,summary_sales_min_price,summary_purchases_total_qty,summary_sales_total_qty,summary_sales_avg_qty_per_month,total_profit
OPO021-10,OTHER- BLACK PEPPER GRILLED BL C/THIGH FARMPRIDE,6.0,0.29,1.7,2023-08-01 - 2023-09-04,2023-08-31,4.2,4.2,2023-08-01 - 2023-09-04,2023-08-31,5.9,5.9,5.9,5.9,48.0,102.0,102.0,173.4
OPO021-11,OTHER- BLACK PEPPER GRILLED BL C/THIGH FARMPRIDE,50.0,0.25,3.3,2023-08-01 - 2023-09-04,2023-08-29,9.7,9.7,2023-08-01 - 2023-09-04,2023-08-19,13.0,13.0,13.0,13.0,70.0,40.0,40.0,132.0
OPO024,OTHER- CHICKEN CHUNKS MALA 12X300GM,71.0,0.31,1.62,2023-06-01 - 2023-09-04,2023-07-25,3.5,3.5,2023-08-01 - 2023-09-04,2023-09-03,4.2,10.5,4.0,3.8,240.0,415.0,415.0,7160.18
OPO024-01,OTHER- CHICKEN CHUNKS MALA 10X1KG,77.0,0.15,1.25,2023-06-01 - 2023-09-04,2023-07-18,7.2,7.2,2023-08-01 - 2023-09-04,2023-09-01,8.5,11.94,7.4,7.4,150.0,437.0,437.0,1141.97
OPO024-02,OTHER- GARLIC PARMESAN CHICKEN CHUNKS 400GM X 20PKT/CTNS,0.0,0.14,0.7,2023-06-01 - 2023-09-04,2023-07-04,4.3,4.3,2023-08-01 - 2023-09-04,2023-08-02,5.0,5.0,5.0,5.0,20.0,10.0,10.0,21.0
OPO025-01,OTHER- CRISPY SHOYU CHIX (TATSUTAAGE-FARMPRIDE),48.0,0.31,1.7,2023-08-01 - 2023-09-04,2023-08-31,3.8,3.8,2023-08-01 - 2023-09-04,2023-09-02,5.5,5.5,5.5,5.5,120.0,270.0,270.0,459.0
OPR007,OTHER- PIZZA MARGHERITA 12X210GM,0.0,0.32,1.2,2023-08-01 - 2023-09-04,2023-08-28,2.6,2.6,2023-08-01 - 2023-09-04,2023-08-29,3.8,3.8,3.8,3.8,12.0,12.0,12.0,86.4
OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,0.0,0.32,1.2,2023-06-01 - 2023-09-04,2023-06-08,2.6,2.6,2023-06-01 - 2023-09-04,2023-06-09,3.8,3.8,3.8,3.8,24.0,48.0,48.0,57.6
OPR009,OTHER- PIZZA TRUFFLE 12X215GM,0.0,0.32,1.2,2023-06-01 - 2023-09-04,2023-07-10,2.8,2.6,2023-06-01 - 2023-09-04,2023-07-11,3.8,3.8,3.8,3.8,60.0,96.0,96.0,115.2
OPR011,OTHER- PIZZA 4 CHEESE 12X220GM,0.0,0.32,1.2,2023-08-01 - 2023-09-04,2023-08-18,2.6,2.6,2023-08-01 - 2023-09-04,2023-08-28,3.8,4.0,3.8,3.8,12.0,108.0,108.0,163.2
ORM008,OTHER- INSTANT NOODLES - E ZEE,16.0,0.08,1.4,2023-08-01 - 2023-09-04,2023-08-23,16.6,16.6,2023-08-01 - 2023-09-04,2023-09-02,18.0,20.0,18.0,18.0,35.0,400.0,400.0,1525.0
ORV003,OTHER- KOREAN CABBAGE KIMCHI 1KG/PKT,23.0,0.61,5.81,2023-08-01 - 2023-09-04,2023-08-14,3.7,3.7,2023-08-01 - 2023-09-04,2023-08-29,3.99,10.0,4.0,3.9,25.0,215.0,215.0,8248.67
ORV005,OTHER- KOREAN CABBAGE KIMCHI 10KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-07,30.0,30.0,30.0,30.0,,2.0,2.0,0.0
OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,2577.0,0.29,1.6,2023-08-01 - 2023-09-04,2023-08-31,4.0,4.0,2023-08-01 - 2023-09-04,2023-09-03,5.66,6.0,5.8,4.6,4280.0,22688.0,22688.0,110330.32
OSA003,OTHER- PORK TAIWAN SAUSAGE 250gm/pkt,395.0,0.17,0.4,2023-08-01 - 2023-09-04,2023-09-02,2.0,2.0,2023-08-01 - 2023-09-04,2023-09-03,2.4,2.5,2.5,2.3,1250.0,7186.0,7186.0,6900.06
OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,217.0,0.2,1.15,2023-08-01 - 2023-09-04,2023-08-30,4.65,4.65,2023-08-01 - 2023-09-04,2023-09-03,5.8,5.8,5.8,5.2,440.0,2469.0,2469.0,5966.75
OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,80.0,0.12,0.65,2023-08-01 - 2023-09-04,2023-08-21,4.65,4.65,2023-08-01 - 2023-09-04,2023-09-02,4.8,5.8,5.3,4.8,200.0,2462.0,2462.0,4826.1
OSBS02-01,OTHER- STKY BACON SLICED (USA-ASC) 5x2kg/ctn,331.0,0.34,3.7,2023-08-01 - 2023-09-04,2023-08-23,7.3,7.3,2023-08-01 - 2023-09-04,2023-09-03,11.0,12.5,11.0,7.5,900.0,6434.0,6434.0,51120.0
OSC001,OTHER- SEAWEED CHICKEN 1kgX10pkt,404.0,0.23,3.13,2023-08-01 - 2023-09-04,2023-08-22,10.35,9.7,2023-08-01 - 2023-09-04,2023-09-03,10.32,15.28,10.5,0.01,400.0,4194.0,4194.0,26351.04
OSC002,OTHER- SEAWEED CHICKEN PREMIUM FIRST 12X1KG/CTNS,409.0,0.16,1.7,2023-08-01 - 2023-09-04,2023-08-23,8.8,8.8,2023-08-01 - 2023-09-04,2023-09-01,10.5,14.5,10.5,9.0,444.0,782.0,782.0,11838.33
OSG001,OTHER- SPAGHETTI ROYAL MILLER 24X500GM/CTNS,0.0,0.2,0.31,2023-06-01 - 2023-09-04,2023-06-26,1.25,1.25,2023-06-01 - 2023-09-04,2023-06-24,1.56,1.56,1.56,1.56,48.0,48.0,48.0,14.88
OSM001,OTHER- CURRY SAMOSA 20gmX96pcsX8box,65.0,0.1,1.0,2023-08-01 - 2023-09-04,2023-08-19,9.0,9.0,2023-08-01 - 2023-09-04,2023-08-23,10.0,10.0,10.0,10.0,208.0,1329.0,1329.0,4035.6
OSO004,OTHER- SOUP CLAM 500GM/PKT,212.0,0.4,2.69,2023-08-01 - 2023-09-04,2023-08-22,4.0,4.0,2023-08-01 - 2023-09-04,2023-09-01,5.3,8.24,6.87,4.2,210.0,1475.0,1475.0,23893.82
OSO004-02,OTHER- SPECIAL SAUCE CLAMS LALA 500GM/PKT,335.0,0.33,2.03,2023-08-01 - 2023-09-04,2023-08-02,4.15,4.15,2023-08-01 - 2023-09-04,2023-08-29,4.5,7.31,4.5,4.5,70.0,368.0,368.0,5361.03
OSO008,OTHER- GINSENG CHICKEN,4.0,0.41,5.53,2023-08-01 - 2023-09-04,2023-08-28,8.1,8.1,2023-08-01 - 2023-09-04,2023-09-02,14.63,14.63,8.5,8.5,15.0,222.0,222.0,8531.06
OSO009,OTHER- COOKED SALTED KAMPONG CHICKEN,11.0,0.3,4.94,2023-08-01 - 2023-09-04,2023-08-28,11.5,11.5,2023-08-01 - 2023-09-04,2023-08-28,16.44,22.96,13.0,13.0,5.0,143.0,143.0,3763.38
OSP002,OTHER- SPINACH LEAF BALL (CHINA ) 2.5KG X 4PKT/CTNS,49.0,0.16,0.4,2023-08-01 - 2023-09-04,2023-09-02,2.1,2.1,2023-08-01 - 2023-09-04,2023-08-31,2.5,2.5,2.5,2.5,30.0,187.0,187.0,168.8
OSR002,OTHER- VEGETABLE MINI ROLL 96pcs 8pkt/ctn,73.0,0.24,2.52,2023-08-01 - 2023-09-04,2023-09-04,8.0,8.0,2023-08-01 - 2023-09-04,2023-09-03,9.0,15.65,9.4,0.01,280.0,1517.0,1517.0,11857.27
OSR002-04,OTHER- VEGETABLE MINI ROLL 20gX20pcX20pkt/ctns,181.0,0.51,2.15,2023-06-01 - 2023-09-04,2023-07-06,2.1,2.1,2023-08-01 - 2023-09-04,2023-08-29,4.26,4.44,4.0,2.3,300.0,234.0,234.0,6969.53
OSR006,OTHER- SQUID ROLL FIGO  500GMX20PKT/CTNS,34.0,0.23,0.74,2023-08-01 - 2023-09-04,2023-08-23,2.46,2.46,2023-08-01 - 2023-09-04,2023-09-03,3.2,4.63,3.2,3.0,100.0,1740.0,1740.0,3481.44
OST006,OTHER- THAI STYLE GRILLED PORK SKEWERS,295.0,0.46,3.37,2023-06-01 - 2023-09-04,2023-07-06,4.0,4.0,2023-08-01 - 2023-09-04,2023-09-02,7.87,7.87,7.87,0.01,600.0,734.0,734.0,33881.57
OTO001,OTHER- CHEESE TOFU FIGO (500gm x 20pkt),979.0,0.26,1.0,2023-08-01 - 2023-09-04,2023-08-28,2.8,2.8,2023-08-01 - 2023-09-04,2023-09-03,3.87,5.0,3.8,2.9,4084.0,26239.0,26239.0,71555.1
OTO001-02,OTHER-  LAYERED BEANCURD 400GMx30PKT/CTNS,50.0,0.18,0.33,2023-08-01 - 2023-09-04,2023-08-28,1.55,1.55,2023-06-01 - 2023-09-04,2023-06-13,2.2,4.6,1.88,1.5,40.0,530.0,530.0,228.5
OTO001-04,OTHER-  FROZEN TOFU TU ZAO TOU 30PKT/CTNS,743.0,0.57,1.3,2023-08-01 - 2023-09-04,2023-08-28,1.0,1.0,2023-08-01 - 2023-09-04,2023-09-02,1.6,2.8,1.6,1.6,1200.0,2002.0,2002.0,4564.23
OTO004,OTHER- SEAFOOD TOFU FIGO (500gm x 20pkt),831.0,0.26,1.0,2023-08-01 - 2023-09-04,2023-08-31,2.8,2.8,2023-08-01 - 2023-09-04,2023-09-03,3.79,6.02,3.8,3.0,1400.0,19117.0,19117.0,49003.13
OTO004-02,OTHER- EN CHEESE SHRIMP FIGO (500gm x 20pkt),109.0,0.1,0.35,2023-08-01 - 2023-09-04,2023-08-31,3.15,3.15,2023-08-01 - 2023-09-04,2023-09-03,3.5,3.8,3.5,3.5,200.0,2741.0,2741.0,2629.0
OTO004-03,OTHER- EN CHILI PASTE FISH BALL FIGO 500GMX20PKT/CTNS,20.0,0.23,0.81,2023-08-01 - 2023-09-04,2023-08-15,2.69,2.69,2023-08-01 - 2023-09-04,2023-09-03,3.5,3.5,3.5,3.5,100.0,1779.0,1779.0,3399.57
OTO004-04,OTHER- FISH BALL TARO FIGO 500GMX20PKT/CTNS,70.0,0.23,0.74,2023-08-01 - 2023-09-04,2023-08-23,2.46,2.46,2023-08-01 - 2023-09-04,2023-09-03,3.21,3.3,3.2,3.2,200.0,1978.0,1978.0,3444.24
OTO006,OTHER- OTAK SOTONG 180GM (100pkt/ctn),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-05,1.0,1.0,1.0,1.0,,270.0,270.0,0.0
OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),487.0,0.45,1.89,2023-08-01 - 2023-09-04,2023-08-31,2.3,2.3,2023-08-01 - 2023-09-04,2023-09-03,3.0,8.3,3.2,2.4,660.0,4117.0,4117.0,37630.92
OTO008-02,OTHER- OTAK BUN 6pc/pkt X 12pkt/ctns,438.0,0.39,1.49,2023-06-01 - 2023-09-04,2023-07-06,2.33,2.33,2023-08-01 - 2023-09-04,2023-08-31,3.58,5.09,4.16,3.0,1848.0,866.0,866.0,88015.14
OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),162.0,0.14,1.5,2023-08-01 - 2023-09-04,2023-08-26,9.0,9.0,2023-08-01 - 2023-09-04,2023-09-03,10.26,11.1,10.5,9.2,420.0,6538.0,6538.0,21224.58
OTU001,OTHER- WHOLE TURKEY  4-5KG/BIRD SEARA-BRAZIL,0.0,0.07,0.5,2023-08-01 - 2023-09-04,2023-08-29,6.6,6.6,2023-08-01 - 2023-09-04,2023-08-29,7.1,7.1,7.1,7.1,642.7,642.7,642.7,1317.14
OTU005-02,OTHER- TURKEY BACON STRIPS 10x1lb,0.0,0.19,1.69,2023-06-01 - 2023-09-04,2023-06-15,7.31,7.31,2023-06-01 - 2023-09-04,2023-06-15,9.0,9.0,9.0,9.0,5.0,10.0,10.0,16.9
OWC001,OTHER- WHIPPING CREAM WEST GOLD 12X1L/ctns,9.0,0.21,1.5,2023-08-01 - 2023-09-04,2023-08-30,5.5,5.5,2023-08-01 - 2023-09-04,2023-08-31,7.0,7.0,7.0,7.0,15.0,20.0,20.0,78.0
OYKD02,OTHER- YAKIDORI CHICKEN LEG MEAT 50pcs,10.0,0.05,1.0,2023-06-01 - 2023-09-04,2023-07-27,19.0,19.0,2023-08-01 - 2023-09-04,2023-08-17,0.01,0.01,0.01,0.01,278.0,10.0,10.0,20609.1
OYR001,OTHER- FRIED YAM RING 230gm,1.0,0.2,1.0,2023-08-01 - 2023-09-04,2023-08-31,4.0,4.0,2023-08-01 - 2023-09-04,2023-08-20,4.5,5.0,5.0,4.5,40.0,42.0,42.0,127.5
PBAK01,TRADITIONAL BBQ BAK GUA 500gm/pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-06,16.0,20.0,16.0,12.0,,10.0,10.0,0.0
PBAL01,PORK MEAT BALL 100pcs 1kg/pkt,354.0,0.04,0.3,2023-08-01 - 2023-09-04,2023-08-29,7.0,7.0,2023-08-01 - 2023-09-04,2023-09-03,8.36,10.0,8.0,7.2,500.0,2078.0,2078.0,6971.5
PBAL01-01,PORK MEAT BALL 1KG **JESS**,141.0,0.06,0.4,2023-08-01 - 2023-09-04,2023-09-02,6.6,6.6,2023-08-01 - 2023-09-04,2023-09-03,7.52,9.0,7.5,6.7,400.0,3706.0,3706.0,8113.0
PBAL02,PORK BALL 125pcs 1kg/pkt,88.0,0.11,0.9,2023-08-01 - 2023-09-04,2023-08-28,7.1,7.1,2023-08-01 - 2023-09-04,2023-09-03,8.0,8.0,8.0,8.0,100.0,289.0,289.0,1069.7
PBAL03,PORK BALL (LION DANCE) 100'S/KG,120.0,0.1,1.0,2023-08-01 - 2023-09-04,2023-08-21,9.0,9.0,2023-08-01 - 2023-09-04,2023-09-03,10.0,10.0,10.0,9.2,150.0,1085.0,1085.0,2524.9
PBAL06,PORK BALL 65'S/KG,32.0,-0.13,-1.0,2023-06-01 - 2023-09-04,2023-07-18,9.0,7.0,2023-08-01 - 2023-09-04,2023-08-30,10.0,10.0,10.0,10.0,130.0,195.0,195.0,35.0
PBEL01,PORK BELLY (SULINA 3975) 18kg/ctn,0.0,0.06,0.35,2023-08-01 - 2023-09-04,2023-08-18,5.35,5.35,2023-08-01 - 2023-09-04,2023-08-18,5.7,5.7,5.7,5.7,864.0,864.0,864.0,302.4
PBEL05-03,PORK BELLY SHEET RIBBED PAMALI,43705.32,0.22,1.27,2023-06-01 - 2023-09-04,2023-06-13,4.53,4.53,2023-08-01 - 2023-09-04,2023-09-04,5.2,8.0,5.8,5.0,27996.55,9893.41,9893.41,12421.94
PBEL05-04,PORK BELLY 189 A - PINK BOX,24206.53,0.28,2.11,2023-06-01 - 2023-09-04,2023-07-13,5.39,5.39,2023-08-01 - 2023-09-04,2023-09-03,8.3,8.3,7.8,5.9,26530.01,3250.93,3250.93,4980.82
PBEL05-05,PORK BELLY DELI (PALI P189 - SQUARE CUT),6205.1,,,,,,,2023-08-01 - 2023-09-04,2023-09-04,6.0,8.5,6.4,5.7,,13342.82,13342.82,0.0
PBEL05-06,PORK BELLY SHEET RIBBED - ALIBEM,0.0,0.16,0.95,2023-06-01 - 2023-09-04,2023-07-31,5.0,5.0,2023-08-01 - 2023-09-04,2023-08-31,5.8,7.0,6.0,5.6,399.85,726.73,726.73,2584.07
PBEL05-10,PORK BELLY (505 A-HOLLAND) 20 X 50,12505.98,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.5,8.0,7.5,6.5,,3693.34,3693.34,0.0
PBEL05-11,PORK BELLY SHEET RIBBED SKIN-ON (ALIBEM-BRAZIL),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-05,5.2,5.2,5.2,5.2,,1443.66,1443.66,0.0
PBEL05-12,PORK BELLY SINGLE RIBBED (WESTFORD),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-24,7.3,8.3,7.0,5.2,,31459.29,31459.29,0.0
PBEL05-17,PORK BELLY SEARA,0.0,0.17,1.0,2023-08-01 - 2023-09-04,2023-08-07,4.9,4.9,2023-08-01 - 2023-09-04,2023-08-30,5.8,6.0,6.0,5.6,371.66,3074.8,3074.8,4158.31
PBEL05-20,PORK BELLY (COOPAVEL-BRAZIL),2976.39,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,6.0,8.5,6.0,4.8,,26385.65,26385.65,0.0
PBEL05-21,PORK BELLY PAMPLONA (SHEET RIBBED-BRAZIL),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-24,6.5,6.5,6.5,6.5,,394.91,394.91,0.0
PBEL05-22,PORK BELLY (BOSELER-GERMANY),2040.85,0.15,1.02,2023-08-01 - 2023-09-04,2023-09-02,5.98,5.98,2023-08-01 - 2023-09-04,2023-09-03,7.02,9.5,7.0,6.1,6172.4,17594.5,17594.5,38904.12
PBEL05-28,PORK BELLY SHEET RIBBED ZAKRZEWCKY,0.0,0.16,1.0,2023-06-01 - 2023-09-04,2023-07-28,5.3,5.3,2023-08-01 - 2023-09-04,2023-08-01,6.3,6.3,6.3,6.3,54.14,219.14,219.14,219.14
PBEL05-30,SKINLESS PORK BELLY SHEET RIBBED (OYLMEL),0.0,0.23,1.5,2023-06-01 - 2023-09-04,2023-07-17,5.0,5.0,2023-06-01 - 2023-09-04,2023-07-23,6.5,6.5,6.5,6.5,59.94,120.98,120.98,181.47
PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,13439.16,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.73,10.0,7.5,6.2,,16331.76,16331.76,0.0
PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,1811.62,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,7.5,8.5,7.0,5.3,,10840.0,10840.0,0.0
PBEL10-01,PORK BELLY CUBE 1CM X 1CM 5KG/PKT,170.5,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.5,8.0,7.5,6.3,,838.5,838.5,0.0
PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,108.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.5,7.5,7.0,6.5,,2284.0,2284.0,0.0
PBEL10-03,PORK BELLY CUBE 5kg/pkt,54.2,,,,,,,2023-06-01 - 2023-09-04,2023-07-24,5.3,5.5,5.5,5.3,,3070.8,3070.8,0.0
PBEL10-04,HOUSE BRAND:PORK BELLY CUBE (UF) 500GMX20PKT,878.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.0,6.02,4.0,3.7,,6602.0,6602.0,0.0
PBEL10-05,PORK BELLY CUBE (UF) 1KG,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,7.0,7.0,7.0,7.0,,1024.0,1024.0,0.0
PBEL10-06,PORK BELLY CUBE 2.5CM X 2.5CM (COOPAVEL),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,6.8,6.8,6.8,6.5,,369.06,369.06,0.0
PBEL12,PORK BELLY CUBE (UF) 500GM/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-04,5.76,5.79,5.79,5.71,,31.0,31.0,0.0
PBEL14,PORK BELLY CUBE 8CM X 8CM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,5.5,5.5,5.5,5.5,,3254.24,3254.24,0.0
PBEL16,PORK BELLY SLICED 1' 3kg/pkt,141.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,8.5,8.5,8.5,7.5,,165.0,165.0,0.0
PBEL17,PORK BELLY SLICED B 1.5CM 5KG X 4PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,4.53,4.63,4.19,4.03,,825.0,825.0,0.0
PBEL17-03,PORK BELLY CUT STRIPES 2.5CM THICK (COOPAVEL),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-06,6.0,6.0,6.0,6.0,,297.6,297.6,0.0
PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,2390.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,6.5,8.5,7.5,6.5,,1688.0,1688.0,0.0
PBEL19-01,S/LESS PORK BELLY SLICED 2mm 1kg/pkt,8.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,9.0,10.5,9.0,7.2,,287.0,287.0,0.0
PBEL19-02,"S/LESS PORK BELLY SLICED LONG CUT , 4cm WIDTH",151.02,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,6.6,6.6,6.6,6.6,,1269.32,1269.32,0.0
PBEL19-03,S/LESS PORK BELLY SLICED 3mm,698.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,8.0,8.5,6.8,6.8,,722.0,722.0,0.0
PBEL19-05,S/LESS PORK BELLY SLICED 1CM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-09,8.0,8.0,8.0,8.0,,416.6,416.6,0.0
PBEL19-07,S/LESS PORK BELLY SLICED 1.5MM (500GM),46.5,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,9.8,9.8,9.8,9.8,,390.0,390.0,0.0
PBEL19-08,S/LESS PORK BELLY SLICED 1.2mm cut half 110gm/pkt,19.8,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,9.8,9.8,9.8,9.8,,92.4,92.4,0.0
PBEL19-10,S/LESS PORK BELLY SLICED 1.5cm,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-28,7.2,8.0,7.2,7.2,,161.8,161.8,0.0
PBEL20,S/LESS PORK BELLY SLICED 5mm,6.2,,,,,,,2023-08-01 - 2023-09-04,2023-08-23,9.5,9.5,9.5,9.5,,100.8,100.8,0.0
PBEL21-03,2KG PORK BELLY SLICED 2.5' X 4MM,144.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.53,7.8,7.15,0.01,,844.0,844.0,0.0
PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,7.8,7.8,7.8,7.8,,450.0,450.0,0.0
PBEL21-05,PORK BELLY SLICED CUT 3 4MM 1KG/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,8.3,8.3,8.3,8.3,,64.0,64.0,0.0
PBEL21-06,PORK BELLY SLICED 6MM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-26,8.5,8.5,8.5,8.5,,64.8,64.8,0.0
PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,7.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,7.6,7.6,7.6,7.6,,1048.0,1048.0,0.0
PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,1676.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,6.65,8.2,6.5,5.2,,45472.0,45472.0,0.0
PBEL21-09,PORK BELLY CUT 2' X 1',0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-26,6.5,6.5,6.5,6.5,,20476.08,20476.08,0.0
PBEL22,PORK BELLY SLICED 2 inch X 6mm 2kg/pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-10,5.9,5.9,5.9,5.9,,971.7,971.7,0.0
PBEL22-04,PORK BELLY SLICED 1cm 5kg/pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-17,8.5,8.5,8.5,8.5,,30.0,30.0,0.0
PBEL22-05,PORK BELLY SLICED 2cm THICK,18.64,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,7.5,7.5,7.5,6.0,,628.6,628.6,0.0
PBEL22-06,PORK BELLY SLICED 1.5CM 4X5KG/CTNS (FENG ZHEN),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,7.5,7.8,7.5,7.5,,1455.0,1455.0,0.0
PBEL22-07,PORK BELLY SLICED 1.2CM (COOPAVEL),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-14,6.0,6.94,6.94,6.0,,57.6,57.6,0.0
PBEL23,PORK BELLY SUKIYAKI SULINA 400gmX10pkt,16.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-04,6.2,6.2,6.2,6.2,,10.0,10.0,0.0
PBEL26,HOUSE BRAND:PORK BELLY VALUE PACK (UF) 500GMX20PKT,511.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.6,6.94,5.0,4.0,,3840.0,3840.0,0.0
PBEL26-02,PORK BELLY VALUE PACK (KURO) 500gmX20pkt,177.0,0.17,1.0,2023-08-01 - 2023-09-04,2023-08-29,4.9,4.9,2023-08-01 - 2023-09-04,2023-08-29,5.9,5.9,5.9,5.9,200.0,2440.0,2440.0,6251.52
PBEL27,HOUSE BRAND:PORK BELLY SUKIYAKI (UF) 400GMX10PKT,598.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,5.8,6.5,6.2,4.0,,4961.0,4961.0,0.0
PBEL30,PORK BELLY IBERICO SECRETO,0.0,0.04,1.01,2023-08-01 - 2023-09-04,2023-08-02,24.99,24.99,2023-08-01 - 2023-09-04,2023-08-02,26.0,26.0,26.0,26.0,11.78,11.78,11.78,25.82
PBEL33-01,IBERICO PORK BELLY SKINLESS SHABU SHABU 2MM 300GM/PKT,8.0,0.03,0.2,2023-06-01 - 2023-09-04,2023-06-22,7.8,7.8,2023-08-01 - 2023-09-04,2023-08-30,8.4,13.19,8.0,8.0,20.0,152.0,152.0,165.62
PBEL33-02,IBERICO PORK BELLY SKINLESS SHABU SHABU 1.5MM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-17,7.5,7.5,7.5,7.5,,47.0,47.0,0.0
PBEL34,CHESTNUT SR BELLY BL RIND ON-SD000073,21.22,0.07,0.8,2023-08-01 - 2023-09-04,2023-08-27,11.0,11.0,2023-08-01 - 2023-09-04,2023-09-03,11.8,11.8,11.8,11.8,293.7,662.66,662.66,1443.65
PBEL39,PORK BELLY SPICY,5.0,0.38,3.08,2023-06-01 - 2023-09-04,2023-07-24,5.0,5.0,2023-08-01 - 2023-09-04,2023-08-29,8.8,8.8,6.0,6.0,35.0,204.0,204.0,3830.8
PBEL40-01,PORK BELLY WESTFORD CUT 5,1.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-25,7.0,7.0,7.0,7.0,,88.6,88.6,0.0
PBEL40-02,PORK BELLY WESTFORD CUT 4,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-25,6.9,7.0,6.9,6.5,,78.7,78.7,0.0
PBEL40-03,PORK BELLY BOSELER CUT 3,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-05,7.17,8.0,8.0,7.0,,411.84,411.84,0.0
PBEL40-04,PORK BELLY COOPAVEL CROSS CUT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-20,6.0,6.0,6.0,6.0,,512.07,512.07,0.0
PBEL40-05,PORK BELLY BOSELER CROSS CUT,6.76,,,,,,,2023-06-01 - 2023-09-04,2023-06-28,7.2,7.2,7.0,6.9,,1710.98,1710.98,0.0
PBEL40-06,PORK BELLY BOSELER CUT 4,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-26,8.0,8.0,8.0,8.0,,17.6,17.6,0.0
PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,256.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,48.32,49.0,49.0,47.64,,534.0,534.0,0.0
