pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,summary_purchases_date_range,summary_purchases_latest_date,summary_purchases_latest_price,summary_purchases_min_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price,summary_sales_median_price,summary_sales_min_price,summary_purchases_total_qty,summary_sales_total_qty,summary_sales_avg_qty_per_month,total_profit
PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,594.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.84,5.5,4.5,4.0,,4374.0,4374.0,0.0
PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,492.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.25,4.8,4.2,4.2,,11374.0,11374.0,0.0
PM-05,PORK MINCED CHILL FRESH,613.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.63,5.0,4.7,4.0,,5072.0,5072.0,0.0
PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,503.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,4.79,5.0,5.0,4.4,,1940.0,1940.0,0.0
PM-09,PORK MINCED GRIND TWICE 5KG/PKT,1070.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-22,3.5,3.55,3.5,3.5,,218595.0,218595.0,0.0
PM-10,PORK MINCED + PORK FAT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-10,4.5,4.5,4.5,4.5,,20.0,20.0,0.0
PMIN02,HOUSE BRAND:PORK MINCED (UF) 500GMX20PKT,266.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,2.8,7.0,3.0,2.0,,1325.0,1325.0,0.0
PMIN07,PORK MINCED (KURO) 500gmX20pkt,203.0,0.27,1.2,2023-08-01 - 2023-09-04,2023-08-04,3.3,3.3,2023-08-01 - 2023-09-04,2023-08-30,4.5,4.5,4.5,4.5,200.0,1380.0,1380.0,7279.2
PNBO03,PORK NECK BONE FRESH,922.04,0.43,1.5,2023-06-01 - 2023-09-04,2023-07-28,2.0,2.0,2023-08-01 - 2023-09-04,2023-09-03,3.0,3.5,3.0,3.0,2173.4,3510.1,3510.1,11895.29
POCU01,PORK OIL CUBE 5kg/pkt,670.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,3.8,4.0,3.8,3.1,,37100.0,37100.0,0.0
POCU03,PORK **BACK FAT** CUBE 5KG/PKT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-18,4.5,4.5,4.5,4.5,,800.0,800.0,0.0
PORO01,PORK- ROASTED MEAT **RAY**,0.26,-0.22,-4.0,2023-08-01 - 2023-09-04,2023-08-31,22.0,22.0,2023-08-01 - 2023-09-04,2023-08-16,23.0,23.0,23.0,18.0,8.45,6.8,6.8,-58.9
PREC01,PORK RECTUMS CUT,16.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,7.3,7.3,7.3,7.3,,160.0,160.0,0.0
PREC03,PORK COOKED RECTUMS 4X4KG/CTNS (BROWN BOX),360.7,0.21,1.7,2023-08-01 - 2023-09-04,2023-08-10,6.3,6.3,2023-08-01 - 2023-09-04,2023-08-20,7.3,10.0,7.8,7.3,1280.0,4020.5,4020.5,22882.5
PREC04,PORK RECTUMS TICAN 10kg/ctns,8660.0,0.08,0.62,2023-06-01 - 2023-09-04,2023-07-20,7.43,7.43,2023-08-01 - 2023-09-04,2023-09-03,9.0,10.0,9.0,8.3,12000.0,10170.0,10170.0,93769.5
PREC06,PORK COOKED RECTUMS (LA POMPEYA) 10KG/CTNS,0.0,0.23,1.7,2023-06-01 - 2023-09-04,2023-06-26,5.8,5.8,2023-06-01 - 2023-09-04,2023-07-05,7.5,7.5,7.5,6.3,950.0,3600.0,3600.0,4134.0
PREC07,PORK RECTUMS (SB PORK-DENMARK) 10kg/ctns,170.0,0.09,0.8,2023-06-01 - 2023-09-04,2023-07-25,8.2,8.2,2023-08-01 - 2023-09-04,2023-08-17,9.0,10.0,9.0,8.6,3360.0,5910.0,5910.0,7249.0
PRIB01,PORK MEATY RIBLETS (KEKEN-MEXICO) 15KG/CTNS,17577.0,0.19,1.05,2023-08-01 - 2023-09-04,2023-08-10,4.45,4.45,2023-08-01 - 2023-09-04,2023-08-29,5.0,5.0,5.0,4.9,21645.0,315.0,315.0,4989.0
PRIB01-02,PORK MEATY RIBLETS (SULINA) 15kg/ctn,2210.0,0.29,1.7,2023-08-01 - 2023-09-04,2023-09-02,4.1,4.1,2023-08-01 - 2023-09-04,2023-08-22,5.53,5.8,5.8,5.0,7125.0,35.0,35.0,47.5
PRIB01-03,PORK MEATY RIBLETS (SULINA-3975) 15kg/ctn,15.0,0.0,0.0,2023-08-01 - 2023-09-04,2023-08-05,4.7,4.7,2023-08-01 - 2023-09-04,2023-08-11,5.8,5.8,5.3,5.0,2700.0,285.0,285.0,3154.0
PRIB01-14,PORK MEALTY RIBLETS (ALEGRA) 20kg/ctn,4558.0,0.31,1.59,2023-06-01 - 2023-09-04,2023-07-12,3.51,3.51,2023-08-01 - 2023-09-04,2023-09-03,5.2,5.5,5.1,4.0,10000.0,7840.0,7840.0,9648.36
PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,4046.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.07,4.5,4.2,2.8,,16975.0,16975.0,0.0
PRIB05-01,HOUSE BRAND:PORK RIBLETS 2-3INCH (BAK KUT TEH) (UF) 500GMX20PKT,3.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,5.28,6.0,5.0,4.7,,466.0,466.0,0.0
PRIB05-02,"PORK MEATY RIBLETS CUT 3"" 5KGX2PKT/CTNS",0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,5.61,6.0,5.5,5.5,,2205.0,2205.0,0.0
PRIB05-04,PORK- SPARERIB CUT 1 '' X 1.5 '' 5KGX2PKT/CTNS,20.3,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,6.5,6.5,6.5,6.2,,1493.32,1493.32,0.0
PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,355.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-23,6.5,6.5,6.0,6.0,,975.0,975.0,0.0
PRIB07,PORK RIBLETS CUT WITH 2 RIBLETS,110.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.7,5.7,5.7,5.7,,390.0,390.0,0.0
PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,2291.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.96,6.0,5.7,5.3,,53352.0,53352.0,0.0
PRIB16,PORK PRIME RIB (KURO) 500gmX20pkt,32.0,0.24,1.9,2023-08-01 - 2023-09-04,2023-08-08,6.1,6.1,2023-08-01 - 2023-09-04,2023-08-23,8.0,8.0,8.0,8.0,60.0,980.0,980.0,2280.0
PS-01,PORK LEG SLICED A 2kgX5pkt,194.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,5.0,5.6,5.0,5.0,,1894.0,1894.0,0.0
PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,5527.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.24,5.6,5.5,0.01,,46300.0,46300.0,0.0
PS-04,PORK LEG SLICED 8mm 2kgX5pkt,182.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.5,5.5,5.5,5.5,,1576.0,1576.0,0.0
PS-07,四度房PORK LEG SLICED 3mm 1.8KG NET,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.33,5.7,5.0,4.3,,29954.0,29954.0,0.0
PSHO02-02,PORK SHOULDER (AURORA) 18kg/ctn,0.0,0.07,0.28,2023-08-01 - 2023-09-04,2023-08-24,3.4,3.4,2023-08-01 - 2023-09-04,2023-08-24,3.6,3.7,3.7,3.6,720.0,1080.0,1080.0,1003.5
PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,56183.3,0.19,0.89,2023-06-01 - 2023-09-04,2023-07-18,3.34,3.33,2023-08-01 - 2023-09-04,2023-09-03,4.6,4.6,4.6,3.6,137790.0,91756.4,91756.4,214395.55
PSHO04,PORK SHOULDER (SULINA) 18kg/ctn,0.0,0.1,0.37,2023-06-01 - 2023-09-04,2023-07-11,3.33,3.33,2023-06-01 - 2023-09-04,2023-07-20,3.7,3.7,3.7,3.7,900.0,900.0,900.0,333.0
PSHO06,PORK SHOULDER BUTT KURO 500gm X 20pkt,10.0,0.22,1.3,2023-08-01 - 2023-09-04,2023-09-04,4.6,4.6,2023-08-01 - 2023-09-04,2023-08-14,5.9,5.9,5.9,5.9,100.0,720.0,720.0,1521.0
PSHT01,PORK LACONE GERMANY,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-10,3.9,5.5,3.9,3.9,,757.82,757.82,0.0
PSHT03,PORK LACONE / SHANK (BOSELER-GERMANY),4733.25,0.28,1.12,2023-06-01 - 2023-09-04,2023-07-06,2.88,2.88,2023-08-01 - 2023-09-04,2023-08-29,4.0,4.1,4.0,3.3,7906.75,7734.63,7734.63,8188.48
PSHT04,PORK LACONE / SHANK CUT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-17,3.7,3.7,3.7,3.7,,3716.1,3716.1,0.0
PSKI01,PORK SKIN 5kg/pkt,718.46,0.35,0.8,2023-08-01 - 2023-09-04,2023-09-02,1.53,1.0,2023-08-01 - 2023-09-04,2023-09-03,2.91,3.0,2.5,2.3,877.2,1165.0,1165.0,9452.5
PSKI02,PORK BACK SKIN (WILLMS-DENMARK),0.0,0.15,0.5,2023-08-01 - 2023-09-04,2023-08-21,2.8,2.8,2023-08-01 - 2023-09-04,2023-09-01,3.3,3.5,3.3,3.3,863.95,3132.82,3132.82,1598.03
PSKI03,PORK SKIN 10kg/ctn,0.0,0.27,0.63,2023-08-01 - 2023-09-04,2023-08-28,1.67,1.67,2023-08-01 - 2023-09-04,2023-08-29,2.5,2.5,2.5,2.5,265.0,265.0,265.0,887.06
PSOF01,PORK SOFTBONE (ATRIA-FINLAND) 13.61kg/ctns,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-14,68.0,74.85,49.0,49.0,,20.0,20.0,0.0
PSOF010,PORK SOFTBONE (TONNIES-),0.0,0.11,0.5,2023-06-01 - 2023-09-04,2023-07-12,4.0,4.0,2023-06-01 - 2023-09-04,2023-07-12,4.5,4.5,4.5,4.5,100.0,100.0,100.0,50.0
PSOF02,PORK SOFTBONE CUT A 5KG/PKT,709.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.94,5.5,5.1,4.1,,36691.0,36691.0,0.0
PSOF02-02,PORK SOFTBONE CUT 3INCH X 1INCH,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-14,5.2,5.2,5.2,5.2,,90.0,90.0,0.0
PSOF02-03,"PORK SOFTBONE CUT 1""x 2"" _ 02  5kg/pkt",85.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,5.2,5.2,5.1,5.0,,360.0,360.0,0.0
PSOF02-05,PORK SOFTBONE CUT 1' X 1' _ 01,605.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,5.0,5.0,5.0,5.0,,155.0,155.0,0.0
PSOF02-06,PORK SOFTBONE CUT 2.5CM (FINLAND),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-11,5.1,5.1,5.1,5.1,,310.0,310.0,0.0
PSOF03,HOUSE BRAND:PORK SOFTBONE CUBE (UF) 500GMX20PKT,7.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,3.45,4.2,4.01,3.2,,1757.0,1757.0,0.0
PSOF05,PORK SOFTBONE (BOSELER) 15kg/ctns,15.0,0.21,1.4,2023-06-01 - 2023-09-04,2023-07-28,5.3,5.3,2023-08-01 - 2023-09-04,2023-09-03,6.5,68.0,6.8,6.5,600.0,705.0,705.0,6205.5
PSOF09,PORK SOFTBONE ALEGRA-BRAZIL,0.0,0.09,0.4,2023-06-01 - 2023-09-04,2023-07-12,3.9,3.9,2023-06-01 - 2023-09-04,2023-07-14,4.3,4.3,4.3,4.3,10000.0,10000.0,10000.0,4000.0
PSOF17,PORK SOFTBONE (RAATAL-AUST),940.0,0.09,0.4,2023-06-01 - 2023-09-04,2023-07-28,4.1,4.1,2023-08-01 - 2023-09-04,2023-08-28,4.5,4.5,4.5,4.5,3200.0,400.0,400.0,840.0
PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,1720.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,6.2,6.8,6.0,0.01,,6835.0,6835.0,0.0
PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,720.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.9,6.5,6.0,5.5,,2015.0,2015.0,0.0
PSPA03,PORK- SPARERIB CUT 4'',108.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,6.0,6.0,6.0,6.0,,3197.4,3197.4,0.0
PSPA04,PORK- SPARERIB CUT 3'' 18KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-12,7.0,7.0,7.0,7.0,,40.0,40.0,0.0
PSPA05,PORK- SPARERIB CUT 3.5'' 5KGX2PKT/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-03,6.0,6.0,6.0,6.0,,700.0,700.0,0.0
PSPA06,PORK- SPARERIB (ALEGRA),5136.16,0.09,0.5,2023-08-01 - 2023-09-04,2023-08-24,5.0,5.0,2023-08-01 - 2023-09-04,2023-09-03,5.5,6.5,5.5,5.5,2108.64,6323.02,6323.02,4974.25
PSPA07,PORK- SPARERIB (FRIMESA) 20KG,339.46,0.13,0.75,2023-08-01 - 2023-09-04,2023-08-28,5.4,5.1,2023-08-01 - 2023-09-04,2023-08-31,6.0,6.0,6.0,5.7,600.0,1883.24,1883.24,1980.58
PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 716*,1442.02,0.41,2.4,2023-08-01 - 2023-09-04,2023-09-02,4.0,3.5,2023-08-01 - 2023-09-04,2023-09-03,5.8,6.5,6.0,4.1,13500.0,7755.9,7755.9,31597.15
PSPA10,PORK SPARERIB (KURO) 500gmX20pkt,117.0,0.22,1.2,2023-08-01 - 2023-09-04,2023-08-29,4.2,4.2,2023-08-01 - 2023-09-04,2023-08-30,5.4,5.4,5.4,5.4,140.0,1090.0,1090.0,4107.0
PSPA11,HOUSE BRAND:PORK SPARERIB (UF) 500GMX20PKT,40.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,4.6,5.46,4.0,4.0,,1081.0,1081.0,0.0
PSPA12,PORK- SPARERIB 18KG SULINA PLANT 1,720.0,0.11,0.52,2023-08-01 - 2023-09-04,2023-08-30,4.2,4.2,2023-08-01 - 2023-09-04,2023-08-24,4.6,4.6,4.6,4.6,1314.0,594.0,594.0,4449.6
PSTC01,PORK STOMACH SLICED 2KG/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,7.5,9.2,7.0,5.5,,1738.0,1738.0,0.0
PSTC02,PORK STOMACH SLICED 500GM/PKT,3.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,4.56,6.02,4.2,4.2,,140.0,140.0,0.0
PSTO03,PORK STOMACH RAW SPAIN-ICP 10KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,5.0,5.8,5.0,4.5,,1560.0,1560.0,0.0
PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,0.0,0.08,0.3,2023-08-01 - 2023-09-04,2023-08-05,3.5,3.5,2023-08-01 - 2023-09-04,2023-08-02,6.8,6.8,6.8,3.4,29.9,684.0,684.0,28672.2
PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),73.0,0.19,0.9,2023-08-01 - 2023-09-04,2023-08-19,4.5,3.2,2023-08-01 - 2023-09-04,2023-08-22,5.4,6.8,4.8,3.5,7470.1,16332.9,16332.9,12834.24
PSTO13,PORK STOMACH 10kg/ctn (FRIVELSA),0.0,0.45,2.5,2023-08-01 - 2023-09-04,2023-08-21,3.0,3.0,2023-08-01 - 2023-09-04,2023-08-27,5.88,6.8,5.5,4.2,700.0,2839.7,2839.7,7761.15
PSWR02,PORK- PORK SWEET RUNNERS (DV-AUST) 2PKT/CTNS,187.95,0.1,1.0,2023-08-01 - 2023-09-04,2023-08-30,9.5,9.5,2023-08-01 - 2023-09-04,2023-09-02,11.0,13.0,10.5,9.8,413.95,1023.09,1023.09,2964.35
PSWR05,PORK SMALL INTESTINES,1.48,0.48,1.2,2023-06-01 - 2023-09-04,2023-07-28,1.3,1.3,2023-08-01 - 2023-09-04,2023-08-10,2.5,2.5,2.5,2.5,339.52,146.36,146.36,575.65
PTAI01-02,PORK TAIL CUT CUBE A,295.0,0.21,1.6,2023-06-01 - 2023-09-04,2023-06-05,6.2,6.2,2023-08-01 - 2023-09-04,2023-09-03,7.6,9.0,7.8,7.2,100.0,1170.0,1170.0,5734.5
PTAI01-04,PORK TAIL 10KG/CTNS,229.8,0.31,2.3,2023-08-01 - 2023-09-04,2023-08-29,5.2,5.2,2023-08-01 - 2023-09-04,2023-09-03,7.5,7.8,7.5,6.5,600.0,1870.0,1870.0,8534.0
PTAI07,PORK TAIL (L/VALLEY) AUST,0.0,0.1,0.6,2023-08-01 - 2023-09-04,2023-08-04,5.2,5.2,2023-08-01 - 2023-09-04,2023-08-04,5.8,5.8,5.8,5.8,700.0,700.0,700.0,420.0
PTEN01-01,PORK FILLET/TENDERLOIN 12kg/ctn (FRIMESA),0.0,0.04,0.2,2023-08-01 - 2023-09-04,2023-08-15,4.8,4.8,2023-08-01 - 2023-09-04,2023-08-15,5.0,5.0,5.0,5.0,12.0,12.0,12.0,2.4
PTEN05,PORK FILLET/TENDERLOIN 22kg/ctns (PIFPAF),19.4,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,5.0,5.0,5.0,5.0,,98.6,98.6,0.0
PTON03,PORK- PIG TONGUE 10KG/CTNS (TONNIE),189.42,0.28,1.7,2023-08-01 - 2023-09-04,2023-08-29,4.3,4.3,2023-08-01 - 2023-09-04,2023-09-02,6.0,6.5,6.0,4.8,300.0,860.0,860.0,4445.0
PTRI03,PORK TRIMMING FROZEN,8845.87,-244.0,-2.44,2023-08-01 - 2023-09-04,2023-08-16,2.5,2.4,2023-06-01 - 2023-09-04,2023-07-19,0.01,0.01,0.01,0.01,7766.0,8.0,8.0,-19.52
PTRI04,PORK BELLY STRIPES 18KG/CTNS **SULINA**,18.0,0.0,0.0,2023-06-01 - 2023-09-04,2023-07-14,3.5,3.5,2023-08-01 - 2023-09-04,2023-09-03,4.5,5.5,5.0,4.0,1440.0,2556.0,2556.0,4931.9
PTRI05,PORK BELLY STRIPES 1INCH X 1INCH,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-29,5.5,6.0,5.5,5.5,,3473.5,3473.5,0.0
PTRI06,PORK BELLY CUT STRIPES 2INCH X 4MM (PAMALI),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,5.5,5.5,5.5,5.5,,1996.4,1996.4,0.0
PTRI07,PORK BELLY STRIPES 2CM X 2CM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,5.5,5.5,5.5,5.5,,4831.0,4831.0,0.0
PTRI08,PORK SOFTBONE TRIMMING,1908.4,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,2.62,3.8,2.5,0.93,,3400.0,3400.0,0.0
PTRI10,PORK BELLY STRIPES LEVEL 2,5.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,3.0,3.5,3.0,2.6,,2285.0,2285.0,0.0
RAB001,RABBIT WHOLE WITHOUT HEAD 1.2-1.3KG/PCS,56.76,0.23,5.0,2023-08-01 - 2023-09-04,2023-08-26,17.0,17.0,2023-08-01 - 2023-09-04,2023-08-31,22.0,22.0,21.5,20.0,296.35,533.61,533.61,4844.07
RICE07,RICE- RICE 25KG,23.0,0.12,5.4,2023-08-01 - 2023-09-04,2023-09-02,39.6,39.6,2023-08-01 - 2023-09-04,2023-08-31,45.0,45.0,45.0,40.0,50.0,259.0,259.0,4005.2
SAK001,SEAFOOD- ANG KA PRAWN (HOSO) 26/30,135.0,0.39,6.68,2023-08-01 - 2023-09-04,2023-08-14,10.5,10.5,2023-08-01 - 2023-09-04,2023-08-16,14.0,17.18,17.18,14.0,20.0,37.0,37.0,231.26
SAK003,SEAFOOD- FROZEN ANG KA PRAWN (HOSO) 20/30 1KG,94.0,-0.06,-0.8,2023-08-01 - 2023-09-04,2023-08-15,13.5,13.5,2023-08-01 - 2023-09-04,2023-08-25,14.0,14.0,13.0,13.0,100.0,22.0,22.0,-5396.66
SAK006,SEAFOOD- FRESH ANG KA PRAWN (HOSO),2.0,0.08,1.5,2023-08-01 - 2023-09-04,2023-08-18,16.5,16.5,2023-08-01 - 2023-09-04,2023-08-09,19.5,19.5,19.5,19.5,4.0,8.0,8.0,69.0
SAUCE-02,SUSHI & SASHIMI SHOYU 3MLX10PC/PKT,18.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-04,0.93,0.93,0.93,0.93,,10.0,10.0,0.0
SAUCE-07B,KEWPIE MAYONNAISE 6X1L/CTNS,0.0,0.2,1.8,2023-08-01 - 2023-09-04,2023-08-11,7.2,7.2,2023-08-01 - 2023-09-04,2023-08-11,9.0,9.0,9.0,9.0,2.0,6.0,6.0,18.0
SAUCE-08,TRUFFLE AIOLI 360ML/BTL,5.0,0.27,4.0,2023-08-01 - 2023-09-04,2023-08-21,11.0,11.0,2023-08-01 - 2023-09-04,2023-08-29,17.08,19.91,15.0,14.5,9.0,205.0,205.0,1404.51
SAUCE-09,MENTAIKO MAYO 360ML/BTL,2.0,0.15,2.0,2023-08-01 - 2023-09-04,2023-08-21,11.0,11.0,2023-08-01 - 2023-09-04,2023-08-25,17.13,17.13,13.0,10.19,10.0,240.0,240.0,759.77
SAUCE-47,SAUCE - CURRY SAUCE KAM LONG 1KG,21.0,0.1,0.6,2023-06-01 - 2023-09-04,2023-07-27,5.4,5.4,2023-08-01 - 2023-09-04,2023-08-30,6.0,6.0,6.0,6.0,50.0,56.0,56.0,108.0
SBA001-02,SEAFOOD- FRIED BABY SOTONG 1kg/pkt,121.0,0.02,0.5,2023-08-01 - 2023-09-04,2023-08-24,32.5,32.5,2023-08-01 - 2023-09-04,2023-09-03,33.0,43.0,33.0,33.0,100.0,223.0,223.0,1079.5
SBO001,BABY OCTOPUS W/SESAME 8/10 2kgX4pkt,12.0,0.17,1.8,2023-06-01 - 2023-09-04,2023-06-20,9.0,9.0,2023-08-01 - 2023-09-04,2023-08-14,10.8,10.8,10.8,10.8,16.0,4.0,4.0,7.2
SBT002,SEAFOOD- BLACK TIGER PTO 26/30 1kgX10pkt,32.0,0.05,0.7,2023-08-01 - 2023-09-04,2023-08-23,12.8,12.8,2023-08-01 - 2023-09-04,2023-08-24,13.5,13.5,13.5,13.5,300.0,600.0,600.0,640.0
SBT003,SEAFOOD- BLACK TIGER PTO 31/40 1kgX10pkt,52.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-15,21.11,21.11,21.11,6.0,,48.0,48.0,0.0
SCA001-04,SEAFOOD- BREADED SCALLOP (227gm X 60pkt),160.0,0.22,0.4,2023-06-01 - 2023-09-04,2023-07-24,1.4,1.4,2023-08-01 - 2023-09-04,2023-08-25,2.2,2.2,2.2,2.2,540.0,960.0,960.0,13687.8
SCA001-07,SEAFOOD- SCALLOP HOTATE KAIBASHIDA SIZE 3S,7.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-25,53.77,60.65,50.0,40.0,,129.0,129.0,0.0
SCA001-08,SEAFOOD- HOKKAIDO SCALLOP 10/20 10X1KG/CTNS,1171.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,21.82,38.0,22.0,15.0,,1452.0,1452.0,0.0
SCA001-09,SEAFOOD- HOKKAIDO SCALLOP 21/25 10X1KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-08,18.5,30.0,22.0,17.0,,466.0,466.0,0.0
SCA001-10,SEAFOOD- HOKKAIDO SCALLOP 26/30 10X1KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-15,19.0,20.5,20.5,19.0,,324.0,324.0,0.0
SCA001-15,SEAFOOD- SCALLOP MEAT IQF 100/120,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-08,3.0,3.0,3.0,3.0,,70.0,70.0,0.0
SCA003,SEAFOOD- HALF SHELL SCALLOP WITH ROE 7/8 10X1kg/pkt,2019.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,8.0,11.57,7.7,6.0,,1488.0,1488.0,0.0
SCA004,SEAFOOD- HALF SHELL SCALLOP WITH ROE 8/9 10X1kg/pkt,3991.0,0.27,1.99,2023-06-01 - 2023-09-04,2023-07-06,5.51,5.51,2023-08-01 - 2023-09-04,2023-09-03,7.5,8.0,7.5,6.0,5000.0,1694.0,1694.0,4954.96
SCA005-02,SEAFOOD- HALF SHELL SCALLOP WITH ROE 9/10 10X1kg/pkt,4438.0,0.12,1.0,2023-06-01 - 2023-09-04,2023-07-15,7.5,7.5,2023-08-01 - 2023-09-04,2023-09-03,8.73,9.0,8.5,7.25,60.0,5524.0,5524.0,6403.6
SCA005-03,SEAFOOD- WHITE BOX - HALF SHELL SCALLOP 9/10 10X1kg/pkt,0.0,0.12,1.0,2023-06-01 - 2023-09-04,2023-07-15,7.5,7.5,2023-06-01 - 2023-09-04,2023-07-31,8.83,9.0,8.5,7.7,390.0,2654.0,2654.0,2706.9
SCA006,SEAFOOD- HALF SHELL SCALLOP WITH ROE 10/12 10X1kg/pkt,1863.0,0.02,0.1,2023-06-01 - 2023-09-04,2023-07-06,5.5,5.5,2023-08-01 - 2023-09-04,2023-09-03,8.5,9.0,8.5,7.5,3000.0,1581.0,1581.0,15077.7
SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,673.0,-0.21,-1.24,2023-06-01 - 2023-09-04,2023-07-06,5.57,5.57,2023-08-01 - 2023-09-04,2023-09-02,10.0,14.0,9.5,5.8,3232.0,8210.0,8210.0,-17267.27
SCA007-05,SEAFOOD- BOILED SEA SCALLOP MEAT 100/120 10X1KG/CTNS,6785.0,0.11,1.0,2023-06-01 - 2023-09-04,2023-07-06,4.95,4.95,2023-08-01 - 2023-09-04,2023-09-03,9.55,14.0,9.5,8.0,7668.0,3466.0,3466.0,-24918.62
SCB001,SEAFOOD- CRAB BITE 1kgX10pkt,203.0,0.08,0.4,2023-08-01 - 2023-09-04,2023-08-23,4.8,4.8,2023-08-01 - 2023-09-04,2023-09-03,5.66,6.0,5.8,5.2,400.0,2312.0,2312.0,4163.81
SCL001,SEAFOOD- IMITATION SNOW CRAB LEG 250gm X 40pkt,71.0,0.16,0.6,2023-08-01 - 2023-09-04,2023-08-21,3.2,3.2,2023-08-01 - 2023-09-04,2023-09-03,3.8,4.0,3.5,3.4,400.0,1899.0,1899.0,4337.99
SCP001,SEAFOOD- CUTTLEFISH PASTE 1kg x 30pkt,166.0,0.05,0.3,2023-08-01 - 2023-09-04,2023-08-28,5.9,5.9,2023-08-01 - 2023-09-04,2023-09-03,7.0,7.5,7.0,6.0,160.0,550.0,550.0,5945.4
SCP002,SEAFOOD- SOTONG PASTE AA 1kg X 15pkt,0.0,0.24,2.5,2023-06-01 - 2023-09-04,2023-07-21,8.0,8.0,2023-06-01 - 2023-09-04,2023-06-04,10.5,10.5,10.5,10.5,2.0,4.0,4.0,10.0
