item_code,description,purchase_count,avg_price,min_price,median_price,max_price,latest_purchase_price,latest_purchase_date,total_qty,total_pv,num_suppliers
PBRO01,PORK- ROASTED PORK BELLY,2.0,15.835,15.0,15.835,16.67,16.67,2022-12-13,19.0,300.03000000000003,1
PCHI04,PORK LARGE CHITTERING COOKED SE 3X6KG/CTNS,7.0,3.6000000000000005,3.6,3.6,3.6,3.6,2022-12-20,1980.0,7128.0,1
PCHI07,PORK CHITTELING 18KG/CTNS,2.0,3.7,3.7,3.7,3.7,3.7,2022-11-28,72.0,266.40000000000003,1
PCHO03,PORK CHOP 5KG/PKT,1.0,8.3,8.3,8.3,8.3,8.3,2022-10-28,10.0,83.0,1
PCHO05,PORK CHOP (KURO) 250gmX20pkt,1.0,2.5,2.5,2.5,2.5,2.5,2022-12-13,60.0,150.0,1
PCHO08,PORK CHOP 1.5CM 2KG/PKT,1.0,10.6,10.6,10.6,10.6,10.6,2022-12-17,5.0,53.0,1
PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,28.0,3.9285714285714293,3.5,3.9,4.2,3.7,2022-12-22,20724.0,80558.4,5
PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,9.0,3.9033333333333338,3.43,4.0,4.2,3.43,2022-12-16,31900.0,112195.0,4
PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,1.0,3.9,3.9,3.9,3.9,3.9,2022-10-27,650.0,2535.0,1
PCOL10-01,PORK COLLAR IBERICO (JARMONDOR-SPAIN),3.0,19.666666666666668,19.0,19.0,21.0,21.0,2022-12-21,109.89,2171.73,2
PCOL10-02,PORK COLLAR CS IBERICO STEAK CUT 20PK/CTN,2.0,8.6,8.6,8.6,8.6,8.6,2022-12-30,40.0,344.0,1
PCOL10-06,PORK COLLAR IBERICO SLICE 2MM 300GM 20PK/CTN,3.0,8.3,8.3,8.3,8.3,8.3,2022-12-29,60.0,498.0,1
PCUB04,PORK SWEET & SOUR VALUE PACK 500gm X 20pkt,3.0,4.0,4.0,4.0,4.0,4.0,2022-12-22,180.0,720.0,1
PEAR02,PORK EARFLAPS (BURN HAIR-ONLY EARFLAP),11.0,4.5,4.5,4.5,4.5,4.5,2022-12-27,4725.0,21262.5,1
PFAT01-02,PORK FATS 25kg/ctn (PCS PROCESSING),1.0,1.3,1.3,1.3,1.3,1.3,2022-10-21,1760.0,2288.0,1
PFAT04,PORK BACK FAT TONNIES,5.0,2.8,2.8,2.8,2.8,2.8,2022-12-28,8125.0,22750.0,1
PFAT10,PORK CUTTING FAT,1.0,2.29,2.29,2.29,2.29,2.29,2022-12-30,24988.62,57223.9398,1
PFEE01-05,PORK- PORK FRONT TROTTER (EXCCELENCIA-BRAZIL) 20KG/CTNS,7.0,2.0885714285714285,1.42,2.2,2.2,2.2,2022-11-07,14800.0,24760.000000000004,2
PFER06,PORK BONE (COSTA-SPAIN),1.0,0.6,0.6,0.6,0.6,0.6,2022-11-17,390.0,234.0,1
PHEA04,PORK HEARTS (BERNARD) 10kg/ctn,6.0,2.5,2.5,2.5,2.5,2.5,2022-12-31,1250.0,3125.0,1
PHES01,PORK- PIG MASK (OJJ),1.0,1.8,1.8,1.8,1.8,1.8,2022-10-28,77.0,138.6,1
PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,46.0,3.4478260869565216,2.3,3.5,3.5,3.5,2022-12-29,2745.0,9427.5,2
PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,2.0,2.3049999999999997,2.3,2.3049999999999997,2.31,2.3,2022-10-18,54000.0,124470.0,1
PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,1.0,2.36,2.36,2.36,2.36,2.36,2022-10-11,27680.0,65324.799999999996,1
PIGB02,PORK- PIG BRAIN (PCS) 3PCS/BOX,4.0,0.6499999999999999,0.5,0.7,0.7,0.7,2022-11-12,328.0,222.39999999999998,1
PJOW10,PORK JOWL BOSELER 5KG/CTN,4.0,11.5,11.5,11.5,11.5,11.5,2022-12-31,1220.0,14030.0,1
PKID03,PORK KIDNEY  (SCAN HK) 10KG,6.0,1.9083333333333332,1.6,1.8,2.45,2.45,2022-12-28,2400.0,4515.0,3
PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,1.0,3.47,3.47,3.47,3.47,3.47,2022-12-30,27000.0,93690.0,1
PLEG03,PORK LEG (ALEGRA-SA),2.0,3.3,3.3,3.3,3.3,3.3,2022-11-11,55996.57000000001,184788.68099999998,1
PLEG05-03,PORK LEG (SULINA) 18kg/ctns,5.0,3.4299999999999997,3.4,3.4,3.5,3.5,2022-10-31,36900.0,127660.5,1
PLEG05-04,PORK LEG (SPAIN),5.0,2.2,2.2,2.2,2.2,2.2,2022-11-17,98.75,217.25,1
PLEM02,PORK LEG MUSCLE 500gm X 20pkt,5.0,7.5,7.5,7.5,7.5,7.5,2022-12-20,260.0,1950.0,1
PLES06,PORK LEAN VALUE PACK 500gmX20pkt,1.0,3.5,3.5,3.5,3.5,3.5,2022-12-12,60.0,210.0,1
PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,18.0,2.4,2.3,2.4,2.5,2.4,2022-12-30,15460.0,37129.0,4
PLIV05,HEART PROTECTING MEAT (LIVER),1.0,4.7,4.7,4.7,4.7,4.7,2022-12-30,20.0,94.0,1
PLIV07,PORK LIVER (FOOD FAMILY) 10KG/CTNS,6.0,2.35,2.25,2.3,2.5,2.25,2022-12-21,5410.0,12695.0,2
PLIV08,PORK LIVER (SEARA) 15KG/CTNS,1.0,2.2,2.2,2.2,2.2,2.2,2022-12-15,300.0,660.0,1
PLOI01,PORK LOIN (SULINA) 18kg/ctn,1.0,4.0,4.0,4.0,4.0,4.0,2022-12-30,4320.0,17280.0,1
PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,2.0,3.9,3.9,3.9,3.9,3.9,2022-12-23,1620.0,6318.0,1
PLOI07,PORK LOIN BONELESS 500gmX20pkt,3.0,4.066666666666666,3.8,4.2,4.2,4.2,2022-12-13,180.0,732.0,1
PLOI10,PORK LOIN MINCED / TRIMMING,2.0,2.65,2.5,2.65,2.8,2.8,2022-11-16,1500.0,3990.0,1
PLOR01-02,PORK LOIN RIB (AURORA) 10kg/ctn,1.0,7.5,7.5,7.5,7.5,7.5,2022-12-16,30.0,225.0,1
PLOR01-06,PORK LOIN RIB (SEARA) 10KG,21.0,4.857142857142857,2.0,5.0,5.0,5.0,2022-12-27,11430.0,57060.0,2
PLOR03,PORK BABY BACK RIBS MARINATED - HONEY 1PCS/PKT,3.0,7.2,7.2,7.2,7.2,7.2,2022-12-20,90.0,648.0,1
PMIN06,PORK MINCED SULINA 500gmX20pkt,1.0,2.8,2.8,2.8,2.8,2.8,2022-10-07,200.0,560.0,1
PMIN07,PORK MINCED KURO 500gmX20pkt,6.0,3.3000000000000003,3.3,3.3,3.3,3.3,2022-12-22,1100.0,3630.0,1
PORT01,PORK- PORK AORTA 10kg/ctn 121/505,9.0,7.066666666666666,5.6,7.8,7.8,7.8,2022-12-28,199.25,1467.8,2
PORT02,PORK- PORK AORTA,6.0,5.6000000000000005,5.6,5.6,5.6,5.6,2022-12-31,61.55,344.67999999999995,1
POWDER-01,POWDER RED COLOURING (no.284) 450GM/TUB,1.0,18.5,18.5,18.5,18.5,18.5,2022-11-17,2.0,37.0,1
PREC02,PORK RECTUMS (EXCELENCIA-BRAZIL) 16kg/ctn,1.0,4.25,4.25,4.25,4.25,4.25,2022-11-04,7008.0,29784.0,1
PREC03,PORK RECTUMS 10kg/ctns (DAT SCHAUB DENMARK),12.0,7.1166666666666645,7.0,7.1,7.6,7.1,2022-12-16,7030.0,49728.0,3
PRIB01,PORK MEATY RIBLETS (SPAIN-10.03948/L) IWP PACKING,5.0,2.3,2.1,2.1,2.6,2.1,2022-11-05,1730.0,3973.0,2
PRIB01-02,PORK MEATY RIBLETS (SULINA) 15kg/ctn,1.0,3.0,3.0,3.0,3.0,3.0,2022-10-21,75.0,225.0,1
PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,3.0,3.3866666666666667,3.19,3.39,3.58,3.19,2022-12-08,75600.0,256032.0,1
PRIB16,PORK PRIME RIB 500gmX20pkt,1.0,6.1,6.1,6.1,6.1,6.1,2022-12-12,60.0,366.0,1
PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,26.0,3.353846153846154,2.9,3.4,3.6,3.27,2022-12-12,152892.0,508276.8,6
PSHO06,PORK SHOULDER BUTT KURO 500gm X 20pkt,2.0,4.6,4.6,4.6,4.6,4.6,2022-12-17,200.0,919.9999999999999,1
PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,3.0,3.3666666666666667,2.9,3.6,3.6,3.6,2022-12-02,4625.0,14812.5,2
PSHT01,PORK LACONE / SHANK KNIFE CUT (AUST),13.0,3.266923076923077,3.0,3.3,3.57,3.0,2022-12-30,4736.86,15321.838399999999,3
PSHT02,PORK LACONE / SHANK SAW CUT (BEC),1.0,3.4,3.4,3.4,3.4,3.4,2022-11-11,31.56,107.30399999999999,1
PSHT03,PORK LACONE / SHANK (WESTFLEISH-GERMANY),3.0,3.1,3.0,3.0,3.3,3.0,2022-12-22,1222.3600000000001,3722.277,2
PSKI01,PORK SKIN 5kg/pkt,26.0,0.7784615384615385,0.5,0.8,1.0,1.0,2022-12-30,7610.0,5669.9,3
PSOF010,PORK SOFTBONE (COLES-AUST),1.0,2.0,2.0,2.0,2.0,2.0,2022-11-17,60.0,120.0,1
PSPA09,PORK- SPARERIB ALIBEM 22KG,1.0,3.5,3.5,3.5,3.5,3.5,2022-11-26,770.0,2695.0,1
PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn,13.0,4.887692307692307,4.29,4.8,5.4,4.29,2022-12-27,48150.0,218934.36,3
PSPA10,PORK- SPARERIB 500gmX20pkt (SULINA),7.0,4.142857142857142,4.0,4.2,4.2,4.2,2022-12-22,900.0,3740.0,1
PSPA12,PORK- SPARERIB 18KG,1.0,3.4,3.4,3.4,3.4,3.4,2022-12-30,450.0,1530.0,1
PSTO02,PORK STOMACH MAW UNSCALDED (AUST 822) 15KG/CTNS,1.0,4.6,4.6,4.6,4.6,4.6,2022-12-30,390.0,1793.9999999999998,1
PSTO05,PORK STOMACH COOKED (EXCELENCIA-SA) 18KG/CTNS,1.0,1.7,1.7,1.7,1.7,1.7,2022-11-04,10116.0,17197.2,1
PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),4.0,2.95,2.9,2.95,3.0,3.0,2022-12-29,3870.0,11412.0,2
PSWR02,PORK- PORK SWEET RUNNERS (DV-AUST) 2PKT/CTNS,10.0,9.5,9.5,9.5,9.5,9.5,2022-12-29,931.9,8853.05,1
PTAI02,PORK TAIL (COSTA FOOD MEAT) 10KG/CTNS,1.0,2.0,2.0,2.0,2.0,2.0,2022-11-17,10.0,20.0,1
PTON01,PORK- PIG TONGUE (AUST) 15kg/ctn,1.0,3.5,3.5,3.5,3.5,3.5,2022-10-17,600.0,2100.0,1
PTRI02,PORK TRIMMING FRESH,72.0,3.0,3.0,3.0,3.0,3.0,2022-12-31,15536.0,46608.0,1
PTRI03,PORK TRIMMING FROZEN,10.0,1.98,1.3,2.0,2.5,1.3,2022-12-15,14293.8,28159.6,2
PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,2.0,2.9,2.9,2.9,2.9,2.9,2022-12-13,140.0,406.0,1
PTRI08,PORK SOFTBONE TRIMMING,2.0,1.3,1.3,1.3,1.3,1.3,2022-12-15,2520.0,3276.0,1
RAB001,RABBIT WHOLE WITHOUT HEAD 1.2-1.3KG/PCS,5.0,17.0,17.0,17.0,17.0,17.0,2022-12-28,154.94,2633.98,1
RICE07,RICE- RICE 25KG,13.0,39.60000000000001,39.6,39.6,39.6,39.6,2022-12-30,135.0,5346.0,1
SAK003,SEAFOOD- FROZEN ANG KA PRAWN (HOSO) 21/30 10X1KG/CTNS,1.0,10.5,10.5,10.5,10.5,10.5,2022-12-01,100.0,1050.0,1
SAK006-01,SEAFOOD- ANG KA PRAWN FRESH,1.0,14.5,14.5,14.5,14.5,14.5,2022-12-16,10.0,145.0,1
SAUCE-01,SAUCE DARK SOYA 5L/TIN,2.0,11.5,11.5,11.5,11.5,11.5,2022-12-16,10.0,115.0,1
SAUCE-03,SAUCE LIGHT SOYA 5L/TIN KCT GRADE 1,1.0,3.0,3.0,3.0,3.0,3.0,2022-10-14,2.0,6.0,1
SAUCE-08,TRUFFLE AIOLI 360ML/BTL,1.0,14.0,14.0,14.0,14.0,14.0,2022-12-21,10.0,140.0,1
