vendor_code,vendor_name,item_code,description,purchase_count,avg_price,min_price,median_price,max_price,total,total_qty,latest_purchase_date,group_median_price,group_max_price,group_latest_price,num_suppliers,price_diff_from_group
UVG0005,OTS INTERNATIONAL PTE LTD,OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2.0,18.4,18.4,18.4,18.4,1104.0,60.0,2022-12-23,18.4,18.4,18.4,1,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,PLEM02,PORK LEG MUSCLE 500gm X 20pkt,5.0,7.5,7.5,7.5,7.5,1950.0,260.0,2022-12-20,7.5,7.5,7.5,1,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,SEA001,SEAFOOD- SEA CUCUMBER 3-4pcs 1KG,6.0,18.0,18.0,18.0,18.0,4500.0,250.0,2022-12-20,18.0,18.0,18.0,1,0.0
UVG0013,GUANGDONG IMPORT & EXPORT PTE LTD,OFS001,OTHER- CRISPY FISH SKIN 600gm/pkt,3.0,8.12,8.12,8.12,8.12,519.68,64.0,2022-12-31,8.12,8.12,8.12,1,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,BMB002,BEEF MARROW BONE CUT 2 INCH,5.0,2.1,2.1,2.1,2.1,7457.415,3551.15,2022-12-31,2.1,2.2,2.1,4,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,BOM002,BEEF OMASUM (AFFCO),3.0,8.0,8.0,8.0,8.0,10734.080000000002,1341.7600000000002,2022-11-19,8.0,10.5,8.0,2,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,12.0,16.25,15.0,16.5,16.5,27344.985,1681.45,2022-12-27,16.5,16.5,16.5,2,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,MPL001,MUTTON PLUCK / MUTTON LIVER,7.0,4.714285714285714,4.6,4.8,4.8,3204.572,686.1600000000001,2022-12-22,4.8,4.8,4.6,2,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,1.0,3.6,3.6,3.6,3.6,35316.0,9810.0,2022-11-22,3.4,3.6,3.27,6,0.20000000000000018
UVG0016,GOLD HOG SUPPLY PTE LTD,PSHT01,PORK LACONE / SHANK KNIFE CUT (AUST),1.0,3.0,3.0,3.0,3.0,2931.5099999999998,977.17,2022-12-30,3.3,3.57,3.0,3,-0.2999999999999998
UVG0024,GOING BLUE TRADING COMPANY LIMITED,SOYS07,SEAFOOD- OYSTER S 9-11g 10x1kg/ctns,1.0,5.32,5.32,5.32,5.32,42560.0,8000.0,2022-10-05,5.32,5.32,5.32,1,0.0
UVG0024,GOING BLUE TRADING COMPANY LIMITED,SOYS08,SEAFOOD- OYSTER M 11-13g 10x1kg/ctns,1.0,5.53,5.53,5.53,5.53,71890.0,13000.0,2022-10-05,5.53,5.53,5.53,1,0.0
UVG0024,GOING BLUE TRADING COMPANY LIMITED,SOYS09,SEAFOOD- OYSTER SS 7-9g 10x1kg/ctns,1.0,5.22,5.22,5.22,5.22,26100.0,5000.0,2022-10-05,6.5,6.5,6.5,2,-1.2800000000000002
UVG0025,GOURMET CHEFS PTE LTD,OHA002,OTHER- CHICKEN PICNIC HAM SLICED 1kg,2.0,5.8,5.8,5.8,5.8,870.0,150.0,2022-12-06,5.8,5.8,5.8,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OHD022,OTHER- PORK CHORIZO 1KG/PKT,1.0,10.8,10.8,10.8,10.8,10.8,1.0,2022-12-23,10.8,10.8,10.8,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,1.0,10.8,10.8,10.8,10.8,43.2,4.0,2022-12-23,10.8,10.8,10.8,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2.0,6.5,6.5,6.5,6.5,143.0,22.0,2022-12-30,6.5,6.5,6.5,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,4.0,4.4,4.4,4.4,4.4,2200.0,500.0,2022-12-20,4.4,4.4,4.4,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,8.0,4.4125000000000005,4.4,4.4,4.5,3354.0000000000005,760.0,2022-12-30,4.4,4.5,4.4,1,0.0
UVG0025,GOURMET CHEFS PTE LTD,OSA005-03,OTHER- PORK SAUSAGE 6INCH 20X1KG/CTNS,1.0,7.0,7.0,7.0,7.0,140.0,20.0,2022-10-01,7.0,7.0,7.0,1,0.0
UVG009,GENERAL MEAT CORPORATION PTE LTD,SQC003,SEAFOOD- CUTTLEFISH CUT WITH SKIN 2KGX6PKT **RED BAG**,1.0,6.1,6.1,6.1,6.1,73.19999999999999,12.0,2022-10-31,6.1,6.1,6.1,1,0.0
UVH0004,HA LI FA PTE LTD,OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,3.0,9.0,9.0,9.0,9.0,3240.0,360.0,2022-10-18,9.0,9.0,9.0,1,0.0
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,CBON01,CHICKEN BONE,17.0,2.5176470588235293,2.5,2.5,2.75,5244.39,2096.0,2022-12-25,2.5,3.56,2.5,2,0.0
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,COLD01,CHICKEN- OLD FOWL,20.0,4.599999999999999,4.6,4.6,4.6,3120.732,678.4200000000001,2022-12-29,4.6,4.6,4.6,1,0.0
UVH0021,HEINRICH FOOD PTE LTD,BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,1.0,28.0,28.0,28.0,28.0,398.72,14.24,2022-12-07,28.75,29.5,28.0,2,-0.75
UVH0021,HEINRICH FOOD PTE LTD,BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),1.0,19.5,19.5,19.5,19.5,370.11,18.98,2022-11-25,19.5,19.5,19.5,1,0.0
UVH0021,HEINRICH FOOD PTE LTD,BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,2.0,48.0,48.0,48.0,48.0,2738.88,57.06,2022-11-24,46.0,48.0,42.8,2,2.0
UVH0021,HEINRICH FOOD PTE LTD,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2.0,109.13,109.04,109.13,109.22,1205.0738000000001,11.049999999999999,2022-12-08,95.07,109.22,78.0,3,14.060000000000002
UVH0021,HEINRICH FOOD PTE LTD,MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),1.0,8.6,8.6,8.6,8.6,688.0,80.0,2022-12-08,7.95,8.6,8.6,2,0.6499999999999995
UVH0029,SUPER HI DINING,BFC001,BEEF FATS 25KG/CTNS,3.0,4.0,4.0,4.0,4.0,2500.0,625.0,2022-12-22,4.0,4.0,4.0,1,0.0
UVH0029,SUPER HI DINING,BOM002,BEEF OMASUM (AFFCO),1.0,10.5,10.5,10.5,10.5,2442.09,232.58,2022-10-13,8.0,10.5,8.0,2,2.5
UVH0029,SUPER HI DINING,DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2.0,20.75,19.0,20.75,22.5,9960.0,480.0,2022-12-06,20.75,22.5,22.5,1,0.0
UVH0030,HUBER'S PTE LTD,RAB001,RABBIT WHOLE WITHOUT HEAD 1.2-1.3KG/PCS,5.0,17.0,17.0,17.0,17.0,2633.98,154.94,2022-12-28,17.0,17.0,17.0,1,0.0
UVH0094,HUP PENG TRADING (2005) PTE LTD,FSF0021,FISH- SHARK FIN SUPERIOR 250gm/pkt,1.0,220.0,220.0,220.0,220.0,220.0,1.0,2022-12-03,220.0,220.0,220.0,1,0.0
UVH0094,HUP PENG TRADING (2005) PTE LTD,FSF0022,FISH- SHARK FIN 500gm/pkt,1.0,28.0,28.0,28.0,28.0,560.0,20.0,2022-12-03,20.0,28.0,20.0,2,8.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,OCN007,OTHER- CHICKEN NUGGETS 50PCS+/KG (KESKINOGLU-TURKEY) 10X1kg,1.0,2.85,2.85,2.85,2.85,22800.0,8000.0,2022-10-27,2.85,2.85,2.85,1,0.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,OCP009,OTHER- CHICKEN PATTY (KESKINOGLU-TURKEY) 10X1KG/CTNS,1.0,2.9,2.9,2.9,2.9,5510.0,1900.0,2022-10-27,2.9,2.9,2.9,1,0.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,1.0,0.6,0.6,0.6,0.6,23040.0,38400.0,2022-10-27,0.6,0.6,0.6,1,0.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,PLEG03,PORK LEG (ALEGRA-SA),2.0,3.3,3.3,3.3,3.3,184788.68099999998,55996.57000000001,2022-11-11,3.3,3.3,3.3,1,0.0
UVI0005,INTEROCEAN FOODS PTE LTD,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),17.0,7.652941176470588,7.5,7.6,7.8,167739.15899999999,21939.52,2022-12-31,7.75,7.8,7.5,5,-0.15000000000000036
UVI0005,INTEROCEAN FOODS PTE LTD,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,7.0,36.0,36.0,36.0,36.0,38880.0,1080.0,2022-10-20,36.0,37.5,37.5,2,0.0
UVI0005,INTEROCEAN FOODS PTE LTD,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,1.0,3.1,3.1,3.1,3.1,567.3000000000001,183.0,2022-11-14,3.1,3.3,3.1,2,0.0
UVI0005,INTEROCEAN FOODS PTE LTD,CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2.0,3.1,3.1,3.1,3.1,5979.9,1929.0,2022-11-26,3.1,3.1,3.1,1,0.0
UVI0011,ISMY PTE LTD,SQU0010-02,SEAFOOD- TAKO TENTACLES 5-8pcs/kg 10X1KG/CTNS,1.0,3.8,3.8,3.8,3.8,380.0,100.0,2022-10-13,3.5,3.8,2.46,3,0.2999999999999998
UVI0011,ISMY PTE LTD,SQU006-04,SEAFOOD- SOTONG FLOWER 1kgX10pkt,2.0,3.2,3.2,3.2,3.2,2496.0,780.0,2022-10-13,3.0,3.2,3.0,3,0.20000000000000018
UVI0011,ISMY PTE LTD,SSK004,SQUID- SQUID SKEWER 150-200GM 10X1kg/ctns,1.0,8.0,8.0,8.0,8.0,800.0,100.0,2022-10-13,8.0,8.0,8.0,1,0.0
UVJ0001,JCS SHRIMPS PTE LTD,FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,1.0,7.1,7.1,7.1,7.1,898.15,126.5,2022-11-18,6.8,8.2,5.5,3,0.2999999999999998
UVJ0001,JCS SHRIMPS PTE LTD,FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2.0,6.1,6.1,6.1,6.1,1220.0,200.0,2022-10-14,6.5,6.5,6.5,2,-0.40000000000000036
UVJ0001,JCS SHRIMPS PTE LTD,SCR001,SEAFOOD- CRAB MEAT *SPECIAL/LUMP* 454GM/CAN OCEAN CROWN,4.0,13.8,13.8,13.8,13.8,1324.8000000000002,96.0,2022-12-29,13.8,13.8,13.8,1,0.0
UVJ0001,JCS SHRIMPS PTE LTD,SPR004-02,SEAFOOD- PRAWN MEAT PTO 21/25 (OCEAN ON THE ROAD) 10X1kg/pkt,1.0,5.8,5.8,5.8,5.8,870.0,150.0,2022-12-31,5.8,5.8,5.8,1,0.0
UVJ0001,JCS SHRIMPS PTE LTD,SVA0011,SEAFOOD- VANNAMEI HOSO 16-20pcs 6x2pkt/ctn,5.0,10.1,9.8,10.3,10.3,7389.6,732.0,2022-12-29,10.3,11.5,10.3,3,0.0
UVJ0001,JCS SHRIMPS PTE LTD,SVL006-02,SEAFOOD- PRAWN MEAT PND 21/25 (OCEAN ON THE ROAD) 10X1kg/pkt,1.0,7.2,7.2,7.2,7.2,1440.0,200.0,2022-12-27,10.0,10.0,7.2,2,-2.8
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,19.0,4.7,4.7,4.7,4.7,63920.0,13600.0,2022-12-27,4.7,4.7,4.7,1,0.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,PSKI01,PORK SKIN 5kg/pkt,3.0,0.6133333333333333,0.61,0.61,0.62,733.4,1195.0,2022-10-14,0.8,1.0,1.0,3,-0.19000000000000006
UVJ0018,JB FROZEN FOOD PTE LTD,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),1.0,7.7,7.7,7.7,7.7,15229.137,1977.81,2022-11-22,7.75,7.8,7.5,5,-0.04999999999999982
UVJ0018,JB FROZEN FOOD PTE LTD,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,1.0,4.3,4.3,4.3,4.3,1032.0,240.0,2022-12-03,4.3,4.4,4.3,3,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,3.0,0.89,0.89,0.89,0.89,5767.200000000001,6480.0,2022-12-22,0.9,0.9,0.89,2,-0.010000000000000009
UVJ0018,JB FROZEN FOOD PTE LTD,PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),3.0,4.8,4.7,4.7,5.0,16764.294,3507.66,2022-12-05,4.7,5.0,5.0,1,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),3.0,5.0,5.0,5.0,5.0,18750.9,3750.1800000000003,2022-12-02,4.7,5.0,4.18,3,0.2999999999999998
UVJ0018,JB FROZEN FOOD PTE LTD,PFAT04,PORK BACK FAT TONNIES,5.0,2.8,2.8,2.8,2.8,22750.0,8125.0,2022-12-28,2.8,2.8,2.8,1,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,PREC03,PORK RECTUMS 10kg/ctns (DAT SCHAUB DENMARK),1.0,7.6,7.6,7.6,7.6,380.0,50.0,2022-11-25,7.1,7.6,7.1,3,0.5
UVJ0018,JB FROZEN FOOD PTE LTD,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,7.0,3.285714285714286,3.25,3.3,3.3,57672.0,17640.0,2022-11-12,3.4,3.6,3.27,6,-0.10000000000000009
UVJ0018,JB FROZEN FOOD PTE LTD,PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,2.0,3.6,3.6,3.6,3.6,7200.0,2000.0,2022-12-02,3.6,3.6,3.6,2,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),1.0,3.5,3.5,3.5,3.5,3150.0,900.0,2022-12-15,3.55,3.6,3.5,2,-0.04999999999999982
UVK0002,KOH SEE LONG FOOD PTE LTD,BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),1.0,8.0,8.0,8.0,8.0,6417.12,802.14,2022-11-22,7.9,8.5,7.9,3,0.09999999999999964
UVK0002,KOH SEE LONG FOOD PTE LTD,BFT006,BEEF PADDY WACK (QUALITY BEEF),6.0,3.1999999999999997,3.2,3.2,3.2,1118.4,349.5,2022-12-20,3.2,3.2,3.2,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BLI001,BEEF LIVER,1.0,3.2,3.2,3.2,3.2,73.888,23.09,2022-12-09,3.2,3.2,3.2,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BLU001,BEEF LUNG,1.0,3.5,3.5,3.5,3.5,143.15,40.9,2022-11-11,2.65,3.5,2.65,2,0.8500000000000001
UVK0002,KOH SEE LONG FOOD PTE LTD,BMB002,BEEF MARROW BONE CUT 2 INCH,1.0,2.2,2.2,2.2,2.2,128.37,58.35,2022-11-26,2.1,2.2,2.1,4,0.10000000000000009
UVK0002,KOH SEE LONG FOOD PTE LTD,BOM001,BEEF OMASUM 17KG/CTNS,1.0,7.5,7.5,7.5,7.5,731.7,97.56,2022-11-01,7.35,7.5,7.5,2,0.15000000000000036
UVK0002,KOH SEE LONG FOOD PTE LTD,BOM001-03,BEEF OMASUM BRAZIL,4.0,7.5,7.5,7.5,7.5,10522.5,1403.0,2022-12-30,7.5,7.6,7.5,3,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),2.0,10.5,10.5,10.5,10.5,499.38,47.56,2022-12-07,10.5,10.5,10.5,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),2.0,7.8,7.8,7.8,7.8,449.124,57.58,2022-12-21,7.8,7.8,7.8,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BTA004,BEEF TAIL,1.0,7.3,7.3,7.3,7.3,917.391,125.67,2022-12-29,7.3,7.3,7.3,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,BTO001,BEEF TONGUE,1.0,21.0,21.0,21.0,21.0,305.34,14.54,2022-10-22,11.5,21.0,2.0,2,9.5
UVK0002,KOH SEE LONG FOOD PTE LTD,BTO002,BEEF TONGUE SWISS CUT IWP HARVEY,1.0,21.0,21.0,21.0,21.0,352.8,16.8,2022-12-05,21.0,21.0,21.0,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,CGIZ03,CHICKEN GIZZARD PERDIGAO/ALLIZ 12 X 1KG,1.0,2.6,2.6,2.6,2.6,83.2,32.0,2022-11-25,2.6,2.7,2.6,4,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),1.0,12.8,12.8,12.8,12.8,3530.2400000000002,275.8,2022-12-31,11.75,12.8,12.8,4,1.0500000000000007
UVK0002,KOH SEE LONG FOOD PTE LTD,MCA003,RAM CARCASE (WOODWARD-AUST),3.0,9.5,9.5,9.5,9.5,2391.1499999999996,251.7,2022-12-14,9.5,9.5,9.5,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,4.0,6.8,6.8,6.8,6.8,2142.0,315.0,2022-11-29,6.8,6.8,6.8,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MSV002,SHEEP FEET,4.0,6.4,6.4,6.4,6.4,320.96000000000004,50.15,2022-12-14,6.4,6.4,6.4,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MTR001,MUTTON TRIPE,4.0,4.0,4.0,4.0,4.0,780.0,195.0,2022-12-24,4.0,4.0,4.0,1,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MTU005,LAMB NECK PIECES FREW (MIDFIELD),5.0,5.840000000000001,5.8,5.8,6.0,9428.402,1624.8899999999999,2022-12-09,5.8,6.0,4.1,2,0.0
UVK0002,KOH SEE LONG FOOD PTE LTD,MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),4.0,8.8,8.8,8.8,8.8,215.60000000000002,24.5,2022-11-22,8.8,8.8,8.8,1,0.0
UVK0007,KENDO TRADING PTE LTD,CSOF01,CHICKEN- CHICKEN SOFTBONE,1.0,10.0,10.0,10.0,10.0,21.0,2.1,2022-11-18,10.0,10.0,10.0,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),18.0,5.542222222222222,5.11,5.42,6.0,10223.9912,1851.38,2022-12-20,5.33,6.0,5.21,2,0.08999999999999986
UVK0007,KENDO TRADING PTE LTD,DUCK03-01,DUCK- 2JOINT DUCK WING,1.0,2.8,2.8,2.8,2.8,82.6,29.5,2022-11-26,2.8,2.8,2.8,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,5.0,3.2,3.2,3.2,3.2,420.8,131.5,2022-12-10,3.2,3.2,3.2,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK04,DUCK BREAST 10KG/CTNS,1.0,11.0,11.0,11.0,11.0,13.2,1.2,2022-11-18,11.0,11.0,11.0,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK05-02,DUCK TONGUE,3.0,19.0,19.0,19.0,19.0,408.5,21.5,2022-11-08,15.0,19.0,15.0,2,4.0
UVK0007,KENDO TRADING PTE LTD,DUCK06,DUCK HEAD 5KG/PKT,35.0,2.0,2.0,2.0,2.0,1285.4,642.7,2022-12-31,2.0,3.5,2.0,3,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK07,DUCK FEET,2.0,3.2,3.2,3.2,3.2,192.64000000000001,60.2,2022-12-17,3.2,3.2,3.2,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK08,DUCK NECKS SKINLESS  10kg/ctn,16.0,2.6,2.6,2.6,2.6,849.94,326.9,2022-12-31,2.6,2.6,2.6,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK13,DUCK GIZZARD,21.0,3.2000000000000006,3.2,3.2,3.2,2380.48,743.9,2022-12-31,3.2,3.2,3.2,1,0.0
UVK0007,KENDO TRADING PTE LTD,DUCK20,DUCK BONE,4.0,0.9,0.9,0.9,0.9,36.09,40.1,2022-12-20,0.9,0.9,0.9,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CBON01,CHICKEN BONE,5.0,3.536,3.51,3.53,3.56,1872.0,530.0,2022-10-29,2.5,3.56,2.5,2,1.0299999999999998
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,3.0,2.8333333333333335,2.5,3.0,3.0,65.0,22.0,2022-12-09,3.0,3.0,2.5,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CLIV01,CHICKEN HEART,1.0,8.0,8.0,8.0,8.0,49.6,6.2,2022-11-23,8.0,8.0,8.0,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,14.0,5.5,5.5,5.5,5.5,588.5,107.0,2022-12-24,5.5,5.5,5.5,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,9.0,9.0,9.0,9.0,9.0,646.2,71.8,2022-12-03,9.0,9.0,9.0,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CSBL01-03,CHICKEN- KAMPONG CHICKEN WHOLE LEG,9.0,10.5,10.5,10.5,10.5,759.15,72.3,2022-10-26,10.5,10.5,10.5,1,0.0
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),32.0,9.5,9.5,9.5,9.5,3898.8,410.4,2022-12-31,9.5,9.5,9.5,1,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,OEG001,OTHER- SALTED YELLOW YOLK 50PCS/TRAY,4.0,0.45,0.45,0.45,0.45,1800.0,4000.0,2022-12-09,0.45,0.45,0.45,1,0.0
UVK0014,KINGSUN FOODS CO LIMITED,SQU0010-02,SEAFOOD- TAKO TENTACLES 5-8pcs/kg 10X1KG/CTNS,1.0,2.46,2.46,2.46,2.46,14760.0,6000.0,2022-10-15,3.5,3.8,2.46,3,-1.04
UVK0014,KINGSUN FOODS CO LIMITED,SQU006-04,SEAFOOD- SOTONG FLOWER 1kgX10pkt,1.0,1.89,1.89,1.89,1.89,7711.2,4080.0,2022-10-15,3.0,3.2,3.0,3,-1.11
UVK0014,KINGSUN FOODS CO LIMITED,SSK003,SQUID- SQUID SKEWER 150-200GM 11pcs/pkt 6x2kg/ctns,1.0,16.78,16.78,16.78,16.78,35842.08,2136.0,2022-10-15,16.78,16.78,16.78,1,0.0
UVK0014,KINGSUN FOODS CO LIMITED,SSR004,SEAFOOD- SOTONG RING 1kgX10pkt,1.0,2.17,2.17,2.17,2.17,4340.0,2000.0,2022-10-15,2.17,2.17,2.17,1,0.0
UVK0018,KIDA FOOD TRADING PTE LTD,FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),20.0,22.0,22.0,22.0,22.0,4623.3,210.15,2022-12-30,22.0,22.0,22.0,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,32.0,4.0,4.0,4.0,4.0,4220.0,1055.0,2022-12-31,4.0,4.0,4.0,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,OFC002,OTHER- FISH CAKE (LARGE) 10pcs/pkt,1.0,4.95,4.95,4.95,4.95,24.75,5.0,2022-11-08,4.95,4.95,4.95,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,24.0,5.0,5.0,5.0,5.0,2075.0,415.0,2022-12-24,5.0,5.0,5.0,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,OPA002,OTHER- FISH PASTE 1KG/PKT,3.0,3.85,3.85,3.85,3.85,88.55,23.0,2022-12-28,3.85,3.85,3.85,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,SCS004,SEAFOOD- KANIMI CHUNK 180GM X 20PKT,2.0,2.4,2.4,2.4,2.4,192.0,80.0,2022-12-09,2.4,2.4,2.4,1,0.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,SCS005,SEAFOOD- CRAB STICK LI CHUA KANIMI 250gmX40pkt,2.0,1.43,1.43,1.43,1.43,114.39999999999999,80.0,2022-12-17,1.43,1.43,1.43,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),1.0,8.3,8.3,8.3,8.3,1376.9700000000003,165.9,2022-11-24,7.550000000000001,8.3,8.3,2,0.75
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,4.0,5.0,5.0,5.0,5.0,1750.0,350.0,2022-12-13,5.0,5.0,5.0,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,10.0,5.0,5.0,5.0,5.0,3525.0,705.0,2022-12-29,5.0,5.0,5.0,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,1.0,9.0,9.0,9.0,9.0,1800.0,200.0,2022-10-26,9.0,9.0,9.0,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FSR002,FISH- STING RAY 1000-2000gm 10kg/ctn,9.0,9.0,9.0,9.0,9.0,8550.0,950.0,2022-12-31,9.0,9.0,9.0,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,FYT001,FISH- YELLOW TAIL FILLET BONELESS,2.0,5.0,5.0,5.0,5.0,585.0,117.0,2022-12-02,5.0,5.0,5.0,1,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,SBA001-02,SEAFOOD- FRIED BABY SOTONG 1kgX 6 pkt,1.0,32.5,32.5,32.5,32.5,1625.0,50.0,2022-12-13,32.5,32.5,32.5,1,0.0
