vendor_code,vendor_name,item_code,description,purchase_count,avg_price,min_price,median_price,max_price,total,total_qty,latest_purchase_date,group_median_price,group_max_price,group_latest_price,num_suppliers,price_diff_from_group
UVA0018,AJC INTERNATIONAL,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,1.0,4.18,4.18,4.18,4.18,112859.99999999999,27000.0,2022-10-14,3.0,4.18,2.47,5,1.1799999999999997
UVA0018,AJC INTERNATIONAL,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,2.0,31.675,31.67,31.675,31.68,118717.9,3748.0,2022-12-02,31.675,31.68,31.68,1,0.0
UVA0018,AJC INTERNATIONAL,OFF002-02,OTHER- F.FRIES SHOESTRING (GARDEN MAID) 10X1KG/CTNS,1.0,2.2,2.2,2.2,2.2,26136.000000000004,11880.0,2022-11-11,2.5,2.5,2.2,2,-0.2999999999999998
UVA0018,AJC INTERNATIONAL,OFF003-03,OTHER- F.FRIES CRINKLE CUT (GARDEN MAID) 10X1KG/CTNS,1.0,2.2,2.2,2.2,2.2,7920.000000000001,3600.0,2022-11-11,2.2,2.2,2.2,1,0.0
UVA0018,AJC INTERNATIONAL,OHB001-03,OTHER- HASH BROWN (DEL CAMPO) 20pcs 12pkt/ctn,1.0,4.01,4.01,4.01,4.01,20210.399999999998,5040.0,2022-11-11,4.01,4.01,4.01,1,0.0
UVA0018,AJC INTERNATIONAL,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),2.0,4.175,4.17,4.175,4.18,225450.0,54000.0,2022-12-27,4.7,5.0,4.18,3,-0.5250000000000004
UVA0018,AJC INTERNATIONAL,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,2.0,2.3049999999999997,2.3,2.3049999999999997,2.31,124470.0,54000.0,2022-10-18,2.3049999999999997,2.31,2.3,1,0.0
UVA0018,AJC INTERNATIONAL,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,1.0,3.47,3.47,3.47,3.47,93690.0,27000.0,2022-12-30,3.47,3.47,3.47,1,0.0
UVA0019,AMAX FOODS PTE LTD,BCR001,BEEF CHUCK BRAZIL,6.0,7.2,7.2,7.2,7.2,5310.936,737.63,2022-12-31,7.2,7.2,7.2,1,0.0
UVA0019,AMAX FOODS PTE LTD,BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,1.0,4.2,4.2,4.2,4.2,63.0,15.0,2022-11-29,4.2,4.2,4.2,1,0.0
UVA0019,AMAX FOODS PTE LTD,BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),6.0,7.866666666666666,7.8,7.9,7.9,44851.342000000004,5698.21,2022-12-24,7.9,8.5,7.9,3,0.0
UVA0019,AMAX FOODS PTE LTD,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),8.0,7.8,7.8,7.8,7.8,95237.766,12209.97,2022-10-29,7.75,7.8,7.5,5,0.04999999999999982
UVA0019,AMAX FOODS PTE LTD,BLO001,BEEF- LEG OF BEEF,1.0,6.4,6.4,6.4,6.4,4653.12,727.05,2022-10-03,6.4,6.4,6.4,1,0.0
UVA0019,AMAX FOODS PTE LTD,BLU001,BEEF LUNG,1.0,1.8,1.8,1.8,1.8,34.56,19.2,2022-11-11,2.65,3.5,2.65,2,-0.8499999999999999
UVA0019,AMAX FOODS PTE LTD,BMB002,BEEF MARROW BONE CUT 2 INCH,1.0,1.9,1.9,1.9,1.9,1629.915,857.85,2022-10-15,2.1,2.2,2.1,4,-0.20000000000000018
UVA0019,AMAX FOODS PTE LTD,BOM001,BEEF OMASUM 17KG/CTNS,1.0,7.2,7.2,7.2,7.2,2448.0,340.0,2022-10-08,7.35,7.5,7.5,2,-0.14999999999999947
UVA0019,AMAX FOODS PTE LTD,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),2.0,10.4,10.4,10.4,10.4,16408.392,1577.73,2022-12-24,10.4,10.4,10.4,1,0.0
UVA0019,AMAX FOODS PTE LTD,BRF002,BEEF RIB FINGER (BRAZIL-MINERVA/MONDELI/QUALITY BEEF),4.0,7.4,7.4,7.4,7.4,21531.04,2909.6,2022-12-31,7.4,7.4,7.4,1,0.0
UVA0019,AMAX FOODS PTE LTD,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),1.0,5.7,5.7,5.7,5.7,2533.65,444.5,2022-12-15,5.6,6.0,5.5,5,0.10000000000000053
UVA0019,AMAX FOODS PTE LTD,BTL002,BEEF TENDERLOIN (QUALITY BEEF-BRAZIL),1.0,17.5,17.5,17.5,17.5,2341.5,133.8,2022-12-28,17.5,17.5,17.5,1,0.0
UVA0019,AMAX FOODS PTE LTD,BTR003-02,BEEF TRIPE HONEYCOMB (QUALITY/MINERVA),2.0,6.5,6.5,6.5,6.5,3956.745,608.73,2022-10-29,6.75,9.3,6.5,3,-0.25
UVA0019,AMAX FOODS PTE LTD,CFIL04,CHICKEN FILLET (ALLIZ) 6X2kg,1.0,4.4,4.4,4.4,4.4,105.60000000000001,24.0,2022-11-12,4.4,4.4,4.4,1,0.0
UVA0019,AMAX FOODS PTE LTD,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),3.0,11.566666666666668,11.2,11.3,12.2,27871.772,2393.0,2022-12-24,11.75,12.8,12.8,4,-0.4499999999999993
UVA0019,AMAX FOODS PTE LTD,MFL001,MUTTON- LAMB FLAP BONE IN (ALLIANCE-AUST),3.0,7.8,7.8,7.8,7.8,8424.0,1080.0,2022-12-31,7.8,7.8,7.8,1,0.0
UVA0019,AMAX FOODS PTE LTD,MSS002,MUTTON- LAMB SHORT LOIN,1.0,10.0,10.0,10.0,10.0,946.0,94.6,2022-11-18,10.0,10.0,10.0,1,0.0
UVA0019,AMAX FOODS PTE LTD,MTU001,MUTTON TRUNK 27.20kg/ctn,3.0,10.23,10.19,10.2,10.3,5561.718,544.2,2022-11-30,10.195,10.3,8.5,2,0.004999999999999005
UVA0019,AMAX FOODS PTE LTD,PBEL05-21,PORK BELLY PAMPLONA (BRAZIL),2.0,4.7,4.7,4.7,4.7,13441.436000000002,2859.88,2022-11-15,4.95,4.95,4.95,2,-0.25
UVA0019,AMAX FOODS PTE LTD,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),2.0,4.7,4.7,4.7,4.7,17900.89,3808.7,2022-11-01,4.7,5.0,4.18,3,0.0
UVA0019,AMAX FOODS PTE LTD,PKID03,PORK KIDNEY  (SCAN HK) 10KG,4.0,1.7,1.6,1.7000000000000002,1.8,3120.0,1800.0,2022-11-29,1.8,2.45,2.45,3,-0.09999999999999987
UVA0019,AMAX FOODS PTE LTD,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,12.0,3.4,3.4,3.4,3.4,75949.2,22338.0,2022-11-18,3.4,3.6,3.27,6,0.0
UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,13.0,0.31,0.31,0.31,0.31,2015.0,6500.0,2022-12-31,0.31,0.31,0.31,1,0.0
UVA0030,AH TECK (TNL),FBA001-05,FISH- FRESH SPANISH MACKEREL,15.0,9.167333333333334,7.5,9.0,10.5,913.007,99.3,2022-12-30,9.0,10.5,9.5,1,0.0
UVA0030,AH TECK (TNL),FSN003,FISH- FRESH TOMAN FILLET,20.0,10.199999999999998,10.2,10.2,10.2,1673.82,164.1,2022-12-25,11.2,11.2,10.35,4,-1.0
UVA0030,AH TECK (TNL),FTI002,FISH- FRESH RED TILAPIA,1.0,5.5,5.5,5.5,5.5,30.25,5.5,2022-11-26,6.5,6.5,5.0,4,-1.0
UVA0036,AGROMAX FOOD DMCC,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,1.0,2.47,2.47,2.47,2.47,66690.0,27000.0,2022-12-29,3.0,4.18,2.47,5,-0.5299999999999998
UVB0006,BEN FOODS (S) PTE LTD,BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,4.0,13.5,13.5,13.5,13.5,5166.719999999999,382.72,2022-10-13,13.5,13.5,13.5,1,0.0
UVB0006,BEN FOODS (S) PTE LTD,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),1.0,29.5,29.5,29.5,29.5,694.725,23.55,2022-12-02,26.0,29.5,26.0,2,3.5
UVB0006,BEN FOODS (S) PTE LTD,BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,1.0,29.5,29.5,29.5,29.5,3937.07,133.46,2022-10-14,28.75,29.5,28.0,2,0.75
UVB0006,BEN FOODS (S) PTE LTD,OBC001,OTHER- CARROT DICED 2.5KGX4PKT/CTNS,1.0,1.55,1.55,1.55,1.55,15.5,10.0,2022-11-24,1.55,1.55,1.55,1,0.0
UVB0006,BEN FOODS (S) PTE LTD,OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,2.0,2.05,2.05,2.05,2.05,819.9999999999999,400.0,2022-11-04,1.9,2.05,1.9,2,0.1499999999999999
