item_code,description,week_start,selling_price
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-14,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-21,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-28,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-05,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-12,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-19,4.5
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-26,4.5
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-10-24,1.2
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-10-31,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-11-07,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-11-14,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-11-21,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-11-28,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-12-05,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-12-12,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-12-19,1.3
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-12-26,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-09-26,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-03,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-10,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-17,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-24,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-31,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-07,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-14,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-21,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-28,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-12-05,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-12-12,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-12-19,1.3
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-12-26,1.3
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-03,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-10,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-17,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-24,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-31,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-11-07,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-11-14,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-11-21,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-11-28,2.5
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-12-05,2.0
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-10-03,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-10-17,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-10-24,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-10-31,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-11-07,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-11-14,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-11-21,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-11-28,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-12-12,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-12-19,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-12-26,2.5
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-09-26,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-10-10,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-10-17,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-10-24,2.95
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-10-31,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-11-07,2.75
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-11-14,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-11-21,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-11-28,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-12-05,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-12-12,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-12-19,2.7
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-12-26,2.7
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-10-03,3.8
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-10-24,4.25
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-10-31,4.25
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-12-12,3.05
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,2022-10-24,4.85
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,2022-10-31,4.85
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-03,0.9
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-10,0.9
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-24,0.95
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-31,0.95
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-11-07,0.95
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-11-28,0.95
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-12-12,0.95
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-12-19,0.95
OHD012-05,OTHER- PORK SAUSAGE,2022-10-03,2.2
OHD012-05,OTHER- PORK SAUSAGE,2022-10-24,2.55
OHD012-05,OTHER- PORK SAUSAGE,2022-10-31,2.55
OHD013-03,OTHER- CHICKEN SAUSAGE WITH CORN,2022-10-31,4.25
OHD014,OTHER- CHICKEN SAUSAGE JUMBO 20X1pkt/ctn,2022-10-10,3.0
OHD014,OTHER- CHICKEN SAUSAGE JUMBO 20X1pkt/ctn,2022-10-17,3.0
OHD014,OTHER- CHICKEN SAUSAGE JUMBO 20X1pkt/ctn,2022-10-24,3.0
OHD022,OTHER- PORK CHORIZO 1KG/PKT,2022-12-19,11.9
OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,2022-12-19,11.9
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2022-12-19,7.5
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2022-12-26,8.8
OKA001,OTHER- CHICKEN KARAAGE 1kgX10pkt,2022-11-28,9.5
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-10-03,4.8
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-10-17,4.8
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-10-24,4.95
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-07,4.95
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-14,4.875
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-21,4.8
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-28,4.95
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-05,4.8
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-12,4.95
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-19,4.95
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-26,4.8
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-09-26,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-10-03,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-10-10,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-10-17,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-10-24,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-10-31,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-11-07,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-11-14,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-11-21,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-11-28,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-12-05,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-12-12,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-12-19,21.0
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,2022-12-26,21.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-09-26,23.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-10-03,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-10-10,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-10-17,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-10-24,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-10-31,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-11-07,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-11-14,24.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,2022-11-21,23.5
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-09-26,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-03,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-10,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-17,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-24,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-31,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-07,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-14,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-21,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-28,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-12-05,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-12-12,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-12-19,3.3
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-12-26,3.3
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-10-31,3.15
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-11-07,3.3
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-11-14,3.3
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-11-21,3.3
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-11-28,3.15
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-12-05,3.15
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-12-12,3.0
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-12-19,3.0
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-12-26,3.15
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-09-26,11.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-03,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-10,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-24,11.3
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-31,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-11-07,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-11-14,11.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-11-21,9.5
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-11-28,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-12-05,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-12-12,10.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-12-19,11.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-12-26,11.0
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-09-26,5.3
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-03,6.5
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-10,5.5
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-17,5.8
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-24,5.65
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-11-07,4.8
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-11-14,5.99
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-11-28,6.5
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-12-05,5.55
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-12-12,6.23
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-12-19,5.55
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-12-26,6.5
OMO006,OTHER- MOZZARELLA STICK BREADED ORGINAL 10X1KG,2022-12-26,16.5
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-09-26,0.38
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-03,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-10,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-17,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-24,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-31,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-07,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-14,0.38
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-21,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-28,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-05,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-12,0.35
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-19,0.365
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-26,0.35
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-09-26,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-03,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-10,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-17,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-24,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-31,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-07,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-14,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-21,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-28,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-05,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-12,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-19,5.8
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-26,5.8
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-03,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-10,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-17,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-24,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-31,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-11-07,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-11-14,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-11-21,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-11-28,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-12-05,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-12-19,7.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-12-26,7.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-09-26,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-03,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-10,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-17,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-24,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-31,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-11-07,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-11-14,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-11-21,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-11-28,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-12-05,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-12-12,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-12-19,1.5
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-12-26,1.5
OMT002,OTHER- MAN TOU 9s 180GM/PKT X 24PKT/CTNS (LEEFOOD),2022-11-28,1.8
OMT002,OTHER- MAN TOU 9s 180GM/PKT X 24PKT/CTNS (LEEFOOD),2022-12-12,1.8
OOI002,OTHER- OYSTER SAUCE 5L,2022-11-21,4.7
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-09-26,31.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-03,33.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-10,33.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-17,32.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-24,31.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-31,31.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-11-07,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-11-14,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-11-21,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-11-28,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-12-05,29.25
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-12-12,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-12-19,30.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-12-26,28.5
OOI004-01,OTHER- COOKING CHINESE WINE FINE COOK,2022-12-19,1.8
OOI004-03,OTHER- FISH SAUCE CHU ZHEN 750GM/BOT,2022-11-21,1.9
OOI006-01,OTHER- WHITE ROCK SUGAR 3KG/PKT,2022-09-26,5.7
OOI006-01,OTHER- WHITE ROCK SUGAR 3KG/PKT,2022-11-07,5.7
OOI006-02,OTHER- MAPLE SYRUP MACDONALD 12X12.5oz USA,2022-11-21,18.22
OOI012-03,OTHER- SALT 3KG CAP MENARAH,2022-10-24,0.4
OOI013B,OTHER- BLACK TRUFFLE OIL,2022-11-14,18.5
OOI013C,OTHER- BLACK TRUFFLE PASTE (TARTUFI JIMMY) 500GM/JAR,2022-11-28,22.0
OOI019,OTHER- HONEY 1KG/TUB,2022-10-03,4.3
OOI019,OTHER- HONEY 1KG/TUB,2022-10-10,4.3
OOI019,OTHER- HONEY 1KG/TUB,2022-10-24,4.3
OOI029,OTHER- VINEGAR (WHITE) 5L/TUB,2022-12-05,3.55
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-09-26,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-03,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-10,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-17,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-24,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-31,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-07,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-14,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-21,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-28,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-05,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-12,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-19,5.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-26,5.8
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-10-17,10.0
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-10-24,8.5
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-10-31,8.5
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-11-07,10.0
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-11-21,10.8
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-12-05,8.5
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-12-12,8.7
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-12-19,10.5
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-09-26,20.25
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-03,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-10,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-17,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-24,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-31,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-11-07,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-11-14,21.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-11-21,19.75
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-11-28,21.0
