item_code,description,date,sales_price,purchase_price
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-06,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-13,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-20,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-27,5.4,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-04,5.3,
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-11,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-18,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-25,5.3,4.25
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2023-01-01,5.3,4.25
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-02,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-09,9.5,7.5
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-16,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-23,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-30,9.5,7.5
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-06,9.0,8.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-13,9.5,8.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-20,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-27,9.5,8.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-12-04,9.5,8.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-12-11,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-12-18,9.5,8.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-12-25,9.5,
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2023-01-01,9.5,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-09,4.6,3.6
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-16,4.6,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-23,4.6,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-30,,3.6
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-11-06,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-11-13,4.8,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-11-20,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-11-27,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-12-04,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-12-11,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-12-18,,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-12-25,4.6,
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2023-01-01,4.6,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-10-09,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-10-16,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-10-23,9.455,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-10-30,11.11,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-11-06,10.61,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-11-13,11.11,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-11-20,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-11-27,11.0,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-12-04,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-12-11,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-12-18,11.0,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2022-12-25,12.06,
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,2023-01-01,11.530000000000001,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-10-02,4.25,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-10-09,4.1,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-10-16,4.1,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-10-23,4.25,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-10-30,4.1,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-11-06,4.175,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-11-13,4.175,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-11-20,,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-11-27,4.25,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-12-04,,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-12-11,4.25,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-12-18,4.25,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2022-12-25,4.1,
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,2023-01-01,4.175,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-10-09,4.8,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-10-16,4.6,4.0
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-10-23,4.8,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-10-30,,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-11-06,4.95,3.95
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-11-13,,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-11-20,,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-11-27,4.875,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-12-04,,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-12-11,4.8,3.95
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-12-18,,
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-12-25,4.8,
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-10-02,7.4,
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-10-09,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-10-16,7.45,
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-10-23,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-10-30,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-11-06,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-11-13,7.4,
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-11-20,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-11-27,7.45,
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-12-04,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-12-11,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-12-18,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2022-12-25,7.4,5.85
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,2023-01-01,7.5,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-10-16,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-10-23,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-10-30,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-11-06,,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-11-13,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-11-20,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-11-27,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-12-04,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-12-11,4.0,3.1
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-12-18,,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2022-12-25,4.0,
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,2023-01-01,4.1,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-10-02,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-10-09,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-10-16,7.2,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-10-23,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-10-30,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-11-06,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-11-13,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-11-20,7.300000000000001,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-11-27,7.2,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-12-04,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-12-11,7.2,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-12-18,7.4,5.2
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2022-12-25,7.4,
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,2023-01-01,7.4,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-10-02,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-10-09,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-10-16,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-10-23,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-10-30,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-11-06,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-11-13,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-11-20,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-11-27,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-12-04,6.300000000000001,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-12-11,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-12-18,6.2,
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2022-12-25,6.2,4.65
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,2023-01-01,6.2,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-10-02,6.2,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-10-09,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-10-16,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-10-23,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-10-30,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-11-06,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-11-13,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-11-20,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-11-27,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-12-04,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-12-11,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-12-18,6.0,3.9
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2022-12-25,6.0,
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,2023-01-01,6.0,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-10-02,10.75,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-10-09,9.5,7.0
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-10-16,9.5,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-10-23,9.55,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-10-30,9.5,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-11-06,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-11-13,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-11-20,9.5,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-11-27,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-12-04,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-12-11,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-12-18,,
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2022-12-25,9.5,7.8
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,2023-01-01,9.5,7.8
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-10-09,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-10-16,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-10-23,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-10-30,4.5,3.5
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-11-06,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-11-13,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-11-20,4.5,3.8
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-11-27,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-12-04,4.5,3.8
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-12-11,4.5,3.8
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-12-18,4.5,
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2022-12-25,4.5,3.8
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,2023-01-01,4.5,
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-10-02,4.5,
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-10-09,4.5,3.7
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-10-16,4.5,
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-10-23,4.5,3.7
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-10-30,4.5,3.7
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-11-06,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-11-13,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-11-20,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-11-27,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-12-04,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-12-11,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-12-18,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2022-12-25,4.5,4.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,2023-01-01,4.5,4.0
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-10-02,11.0,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-10-09,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-10-16,10.25,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-10-23,11.0,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-10-30,,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-11-06,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-11-13,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-11-20,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-11-27,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-12-04,,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-12-11,9.5,8.0
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-12-18,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2022-12-25,9.5,
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2023-01-01,9.5,8.0
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-10-02,7.45,
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-10-09,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-10-16,7.5,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-10-23,7.45,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-10-30,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-11-06,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-11-13,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-11-20,7.45,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-11-27,7.4,
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-12-04,7.5,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-12-11,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-12-18,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2022-12-25,7.4,5.85
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,2023-01-01,7.4,5.85
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-10-09,11.0,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-10-16,10.75,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-10-23,11.0,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-10-30,11.25,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-11-06,10.75,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-11-13,11.0,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-11-20,11.0,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-11-27,11.0,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-12-04,11.0,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-12-11,11.0,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-12-18,10.75,
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2022-12-25,11.0,8.5
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,2023-01-01,11.0,
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-10-02,8.5,
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-10-09,8.6,7.0
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-10-16,8.5,7.0
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-10-23,8.5,
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-10-30,9.0,7.0
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-11-06,8.5,
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-11-13,8.5,
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,2022-11-20,9.0,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-10-02,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-10-09,,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-10-16,,2.2
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-10-23,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-10-30,,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-11-06,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-11-13,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-11-20,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-11-27,4.2,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-12-04,,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-12-11,4.35,3.0
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-12-18,,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2022-12-25,,
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2023-01-01,4.5,
OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,2022-10-16,5.98,
OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,2022-10-23,4.5,3.2
