pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_min_price,summary_sales_max_price
PFEE01-01,,,2021-09-01 - 2023-09-08,2.1,2.1,2023-03-01 - 2023-09-08,2023-06-24,2.8,2.6,2.8
PFEE01-02,,,2021-09-01 - 2023-09-08,0.85,0.85,2023-03-01 - 2023-09-08,2023-07-15,2.6,0.01,3.5
PFEE01-03,,,,,,2023-03-01 - 2023-09-08,2023-06-23,2.6,2.5,2.9
PFEE01-04,,,2021-09-01 - 2023-09-08,2.5,2.5,2023-03-01 - 2023-09-08,2023-06-30,2.6,2.4,3.0
PFEE01-05,,,2021-09-01 - 2023-09-08,1.42,2.6,2023-03-01 - 2023-09-08,2023-08-24,2.9,2.4,3.4
PFEE01-06,,,2021-09-01 - 2023-09-08,1.1,1.5,2023-03-01 - 2023-09-08,2023-06-27,2.76,2.4,3.0
PFEE01-07,,,,,,2023-03-01 - 2023-09-08,2023-06-27,2.9,2.5,2.9
PFEE02,,,,,,2023-03-01 - 2023-09-08,2023-06-27,3.11,2.5,3.3
PFEE03,,,,,,2023-03-01 - 2023-09-08,2023-07-29,2.5,2.5,3.0
PFEE05,,,2023-03-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2022-06-13,3.3,3.2,4.6
PFEE06,,,2023-03-01 - 2023-09-08,1.7,1.7,2023-03-01 - 2023-09-08,2023-09-03,3.0,2.1,3.2
PFEE07,,,2023-03-01 - 2023-09-08,1.67,2.14,2023-03-01 - 2023-09-08,2023-09-07,2.82,1.5,3.5
PFER01,,,2021-09-01 - 2023-09-08,0.5,0.5,2021-09-01 - 2023-09-08,2022-07-24,1.5,1.5,1.5
PFER02,,,2023-03-01 - 2023-09-08,0.98,1.5,2023-03-01 - 2023-09-08,2023-07-27,1.6,1.2,2.3
PFER03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,2.07,1.3,5.0
PFER04,,,2023-03-01 - 2023-09-08,1.13,1.4,2023-03-01 - 2023-09-08,2023-09-07,1.51,1.3,2.2
PFER05,,,,,,2021-09-01 - 2023-09-08,2022-05-20,2.5,1.5,2.5
PFER06,,,2021-09-01 - 2023-09-08,0.6,0.6,2021-09-01 - 2023-09-08,2022-11-16,1.0,1.0,1.0
PFER08,,,2021-09-01 - 2023-09-08,3.0,3.0,2021-09-01 - 2023-09-08,2021-10-29,3.5,3.5,3.5
PFLO01,,,,,,2023-03-01 - 2023-09-08,2023-08-15,5.23,5.21,5.6
PFLO02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.16,4.0,5.8
PHCU01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.54,0.01,4.5
PHCU02,,,,,,2023-03-01 - 2023-09-08,2023-08-31,3.9,3.4,3.9
PHCU04,,,,,,2023-03-01 - 2023-09-08,2023-08-30,3.6,0.01,4.2
PHEA01,,,2021-09-01 - 2023-09-08,1.0,1.0,2021-09-01 - 2023-09-08,2022-10-17,3.0,1.5,3.5
PHEA02,,,2021-09-01 - 2023-09-08,1.3,1.3,2023-03-01 - 2023-09-08,2023-05-17,3.0,3.0,3.0
PHEA03,,,2023-03-01 - 2023-09-08,2.7,3.0,2023-03-01 - 2023-09-08,2023-09-06,3.2,3.0,3.6
PHEA04,,,2023-03-01 - 2023-09-08,2.5,2.5,2023-03-01 - 2023-09-08,2023-06-17,3.0,3.0,3.5
PHES01,,,2021-09-01 - 2023-09-08,1.8,2.0,2021-09-01 - 2023-09-08,2022-11-07,4.0,2.0,4.5
PHES02,,,2023-03-01 - 2023-09-08,3.8,3.8,2023-03-01 - 2023-09-08,2023-06-17,5.0,4.0,5.5
PHES03,,,2023-03-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-03-23,5.5,5.5,5.5
PHES06,,,2023-03-01 - 2023-09-08,9.0,9.0,2023-03-01 - 2023-09-08,2023-07-25,11.0,11.0,11.0
PHOC01,,,2023-03-01 - 2023-09-08,2.45,2.94,2023-03-01 - 2023-09-08,2023-07-16,4.2,0.01,5.5
PHOC02,,,2023-03-01 - 2023-09-08,3.4,3.4,2023-03-01 - 2023-09-08,2023-06-09,4.14,3.7,4.2
PHOC03,,,2021-09-01 - 2023-09-08,1.9,2.5,2021-09-01 - 2023-09-08,2022-07-28,3.27,2.15,3.8
PHOC05,,,2023-03-01 - 2023-09-08,3.03,3.04,2023-03-01 - 2023-09-08,2023-09-06,3.7,2.6,4.2
PHOC05-01,,,2023-03-01 - 2023-09-08,2.09,3.9,2023-03-01 - 2023-09-08,2023-09-07,3.88,2.6,4.8
PHOC05-02,,,2021-09-01 - 2023-09-08,1.75,1.95,2021-09-01 - 2023-09-08,2022-04-25,2.0,0.01,3.6
PHOC05-03,,,,,,2021-09-01 - 2023-09-08,2021-12-30,2.7,2.7,2.7
PHOC05-04,,,2023-03-01 - 2023-09-08,3.5,4.0,2023-03-01 - 2023-09-08,2023-08-05,4.3,4.1,5.0
PHOC05-08,,,2021-09-01 - 2023-09-08,1.84,2.6,2021-09-01 - 2023-09-08,2021-12-19,2.9,0.01,3.8
PHOC05-09,,,2023-03-01 - 2023-09-08,3.0,3.0,2023-03-01 - 2023-09-08,2023-04-20,3.3,3.3,3.9
PHOC05-11,,,2023-03-01 - 2023-09-08,3.3,3.5,2023-03-01 - 2023-09-08,2023-08-06,4.0,3.6,5.5
PHOC05-12,,,2021-09-01 - 2023-09-08,25.86,25.86,2021-09-01 - 2023-09-08,2021-10-01,43.6,30.0,51.72
PHOC05-13,,,2023-03-01 - 2023-09-08,3.4,3.4,2023-03-01 - 2023-09-08,2023-09-05,3.7,3.7,3.7
PHOC06,,,,,,2023-03-01 - 2023-09-08,2023-09-07,51.72,51.72,51.72
PHOC07,,,,,,2023-03-01 - 2023-09-08,2023-09-05,4.8,3.8,4.8
PHOC09,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.82,0.01,5.0
PHOC10,,,,,,2023-03-01 - 2023-09-08,2023-08-31,4.8,3.4,4.8
PHOC11,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.6,3.8,4.8
PHOC12,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.35,0.01,4.8
PHOC13,,,,,,2023-03-01 - 2023-09-08,2023-05-30,4.4,4.4,4.4
PHOC14,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.47,3.3,4.8
PHOC17,,,,,,2021-09-01 - 2023-09-08,2021-10-29,2.7,2.7,2.7
PIGB02,,,2023-03-01 - 2023-09-08,1.0,1.0,2023-03-01 - 2023-09-08,2023-03-05,1.8,1.8,1.8
PIGS04,,,,,,2021-09-01 - 2023-09-08,2021-12-31,4.5,4.5,6.5
PJOW01,,,2021-09-01 - 2023-09-08,15.0,16.0,2021-09-01 - 2023-09-08,2022-02-21,16.0,16.0,18.75
PJOW02,,,2021-09-01 - 2023-09-08,11.0,11.5,2021-09-01 - 2023-09-08,2022-01-08,13.5,11.3,15.0
PJOW03,,,2021-09-01 - 2023-09-08,2.5,2.8,2021-09-01 - 2023-09-08,2022-05-12,3.3,2.9,5.0
PJOW04,,,,,,2021-09-01 - 2023-09-08,2021-11-25,5.0,5.0,5.0
PJOW06,,,2021-09-01 - 2023-09-08,2.6,3.2,2021-09-01 - 2023-09-08,2023-01-06,3.7,3.3,5.0
PJOW08,,,2023-03-01 - 2023-09-08,4.7,4.7,2023-03-01 - 2023-09-08,2023-06-17,5.5,5.5,5.5
PJOW10,,,2023-03-01 - 2023-09-08,11.5,11.5,2023-03-01 - 2023-09-08,2023-09-07,14.8,11.7,15.5
PJOW11,,,2021-09-01 - 2023-09-08,12.0,12.0,2021-09-01 - 2023-09-08,2022-02-26,14.5,13.5,18.0
PKID01,,,2023-03-01 - 2023-09-08,1.9,2.2,2023-03-01 - 2023-09-08,2023-09-06,2.38,2.1,3.3
PKID03,,,2023-03-01 - 2023-09-08,1.7,2.2,2023-03-01 - 2023-09-08,2023-05-25,3.0,2.3,3.3
PLEG01,,,2023-03-01 - 2023-09-08,3.5,3.5,2023-03-01 - 2023-09-08,2023-08-12,3.7,3.7,5.0
PLEG02,,,2023-03-01 - 2023-09-08,3.15,3.15,2023-03-01 - 2023-09-08,2023-04-18,4.3,4.3,4.3
PLEG03,,,2023-03-01 - 2023-09-08,3.73,3.73,2023-03-01 - 2023-09-08,2023-09-06,4.5,0.01,5.5
PLEG04,,,2021-09-01 - 2023-09-08,2.0,2.4,2021-09-01 - 2023-09-08,2022-07-16,4.6,3.75,5.0
PLEG05-03,,,2023-03-01 - 2023-09-08,3.24,4.5,2023-03-01 - 2023-09-08,2023-08-26,3.6,3.6,5.0
PLEG09-02,,,,,,2023-03-01 - 2023-09-08,2023-08-30,5.3,5.3,5.3
PLEG12,,,2023-03-01 - 2023-09-08,3.27,3.27,2023-03-01 - 2023-09-08,2023-08-15,3.7,3.7,3.7
PLEM02,,,2023-03-01 - 2023-09-08,7.5,8.0,2023-03-01 - 2023-09-08,2023-09-05,9.5,8.0,10.0
PLES06,,,2023-03-01 - 2023-09-08,3.5,3.7,2023-03-01 - 2023-09-08,2023-08-29,6.39,4.11,6.39
PLES09,,,,,,2023-03-01 - 2023-09-08,2023-07-22,4.2,4.2,4.2
PLES09-01,,,,,,2023-03-01 - 2023-09-08,2023-09-01,6.3,6.3,6.3
PLIV02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.42,2.5,4.0
PLIV02-01,,,,,,2021-09-01 - 2023-09-08,2022-05-26,3.0,2.3,3.0
PLIV03,,,2023-03-01 - 2023-09-08,1.95,2.3,2023-03-01 - 2023-09-08,2023-09-07,3.0,2.3,3.5
PLIV04,,,2021-09-01 - 2023-09-08,1.4,2.7,2021-09-01 - 2023-09-08,2022-07-20,3.3,1.8,3.3
PLIV05,,,2023-03-01 - 2023-09-08,4.7,5.0,2023-03-01 - 2023-09-08,2023-07-15,5.9,5.9,7.0
PLIV06,,,2021-09-01 - 2023-09-08,5.0,5.0,2021-09-01 - 2023-09-08,2023-01-18,6.0,6.0,6.0
PLIV07,,,2021-09-01 - 2023-09-08,2.25,2.5,2021-09-01 - 2023-09-08,2022-12-21,2.4,2.4,3.0
PLOB01,,,2021-09-01 - 2023-09-08,3.4,3.4,2021-09-01 - 2023-09-08,2022-03-09,4.0,4.0,4.0
PLOB03,,,2021-09-01 - 2023-09-08,3.7,3.7,2021-09-01 - 2023-09-08,2022-03-04,4.0,4.0,4.0
PLOB05,,,2023-03-01 - 2023-09-08,3.3,3.35,2023-03-01 - 2023-09-08,2023-06-19,3.5,3.5,3.5
PLOB08,,,2023-03-01 - 2023-09-08,3.26,3.5,2023-03-01 - 2023-09-08,2023-08-22,3.6,3.4,3.7
PLOI01,,,2023-03-01 - 2023-09-08,3.84,4.8,2023-03-01 - 2023-09-08,2023-06-02,5.42,4.3,6.0
PLOI02,,,2023-03-01 - 2023-09-08,4.03,4.7,2023-03-01 - 2023-09-08,2023-08-04,4.9,0.01,6.0
PLOI04,,,2023-03-01 - 2023-09-08,3.6,4.7,2023-03-01 - 2023-09-08,2023-09-07,5.27,0.01,6.5
PLOI05-01,,,2021-09-01 - 2023-09-08,4.0,4.2,2021-09-01 - 2023-09-08,2022-09-05,5.34,4.2,6.5
PLOI07,,,2023-03-01 - 2023-09-08,4.2,4.2,2023-03-01 - 2023-09-08,2023-05-14,5.2,5.2,5.9
PLOI08,,,,,,2021-09-01 - 2023-09-08,2021-09-30,1.8,1.8,1.8
PLOI08-01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.0,0.01,6.5
PLOI08-02,,,,,,2021-09-01 - 2023-09-08,2022-05-30,5.7,5.7,5.7
PLOI08-03,,,,,,2023-03-01 - 2023-09-08,2023-04-19,6.0,6.0,6.0
PLOI08-04,,,,,,2023-03-01 - 2023-09-08,2023-07-25,4.7,4.7,4.7
PLOI10,,,2023-03-01 - 2023-09-08,3.0,3.0,2023-03-01 - 2023-09-08,2023-08-14,4.0,3.5,4.0
PLOR01-02,,,2023-03-01 - 2023-09-08,7.0,7.2,2023-03-01 - 2023-09-08,2023-09-06,7.5,7.3,9.0
PLOR01-04,,,2023-03-01 - 2023-09-08,6.75,7.05,2023-03-01 - 2023-09-08,2023-09-06,7.5,7.0,9.0
PLOR01-06,,,2023-03-01 - 2023-09-08,5.5,5.5,2023-03-01 - 2023-09-08,2023-08-05,6.2,5.7,8.5
PLOR03,,,2023-03-01 - 2023-09-08,7.2,10.29,2023-03-01 - 2023-09-08,2023-09-02,11.57,7.4,14.72
PM-01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.16,0.01,5.0
PM-02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.47,3.5,6.76
PM-03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.81,4.0,5.52
PM-04,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.2,3.8,4.8
PM-05,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.89,0.01,5.0
PM-06,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.86,4.4,5.0
PM-09,,,,,,2023-03-01 - 2023-09-08,2023-06-22,3.5,3.5,3.55
PM-10,,,,,,2023-03-01 - 2023-09-08,2023-08-10,4.5,4.5,4.5
PMIN01,,,,,,2023-03-01 - 2023-09-08,2023-03-08,4.6,4.6,4.6
PMIN02,,,,,,2023-03-01 - 2023-09-08,2023-08-30,2.8,2.0,7.0
PMIN06,,,2021-09-01 - 2023-09-08,2.8,2.9,2021-09-01 - 2023-09-08,2022-11-01,3.53,3.0,5.14
PMIN07,,,2023-03-01 - 2023-09-08,3.3,3.3,2023-03-01 - 2023-09-08,2023-08-30,4.5,3.7,5.9
PMPD01,,,,,,2021-09-01 - 2023-09-08,2022-12-29,0.45,0.45,0.45
PNBO01,,,2021-09-01 - 2023-09-08,7.5,7.5,2021-09-01 - 2023-09-08,2021-11-16,7.7,7.7,7.7
PNBO03,,,2023-03-01 - 2023-09-08,1.7,2.0,2023-03-01 - 2023-09-08,2023-09-06,3.0,2.2,4.0
POCU01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.65,2.7,4.0
POCU02,,,2021-09-01 - 2023-09-08,3.0,3.0,2021-09-01 - 2023-09-08,2022-03-22,3.5,3.5,4.0
POCU03,,,,,,2023-03-01 - 2023-09-08,2023-06-18,4.5,4.5,4.5
POCU04,,,,,,2021-09-01 - 2023-09-08,2022-06-28,2.7,2.7,3.8
PORO01,,,2023-03-01 - 2023-09-08,16.0,22.0,2023-03-01 - 2023-09-08,2023-08-16,23.0,18.0,23.0
PORT01,,,2021-09-01 - 2023-09-08,3.0,7.8,2023-03-01 - 2023-09-08,2023-03-03,8.5,8.5,8.5
PORT02,,,2021-09-01 - 2023-09-08,5.6,5.6,2021-09-01 - 2023-09-08,2023-02-18,7.0,7.0,7.5
PRAY-01,,,2021-09-01 - 2023-09-08,20.0,388.0,2021-09-01 - 2023-09-08,2022-09-03,33.0,28.0,438.0
PRB001,,,2021-09-01 - 2023-09-08,6.8,6.8,2021-09-01 - 2023-09-08,2022-11-15,7.0,7.0,8.5
PRB002,,,,,,2021-09-01 - 2023-09-08,2022-11-21,1.0,1.0,1.0
PREC01,,,2021-09-01 - 2023-09-08,6.6,6.6,2023-03-01 - 2023-09-08,2023-09-01,7.3,7.3,7.3
PREC02,,,2023-03-01 - 2023-09-08,3.62,3.62,2023-03-01 - 2023-09-08,2023-05-16,7.0,5.8,9.2
PREC03,,,2023-03-01 - 2023-09-08,6.3,7.8,2023-03-01 - 2023-09-08,2023-08-20,7.3,7.0,10.0
PREC04,,,2023-03-01 - 2023-09-08,7.43,7.8,2023-03-01 - 2023-09-08,2023-09-07,9.37,8.05,10.0
PREC05,,,2023-03-01 - 2023-09-08,8.0,8.0,2023-03-01 - 2023-09-08,2023-04-22,9.0,8.2,10.0
PREC06,,,2023-03-01 - 2023-09-08,5.8,5.8,2023-03-01 - 2023-09-08,2023-07-05,7.5,6.3,7.5
PREC07,,,2023-03-01 - 2023-09-08,8.2,8.2,2023-03-01 - 2023-09-08,2023-08-17,9.0,8.05,10.0
PRIB01,,,2023-03-01 - 2023-09-08,3.95,4.45,2023-03-01 - 2023-09-08,2023-09-05,4.9,4.4,5.7
PRIB01-02,,,2023-03-01 - 2023-09-08,2.7,4.1,2023-03-01 - 2023-09-08,2023-08-22,5.53,2.9,5.8
PRIB01-03,,,2023-03-01 - 2023-09-08,4.2,4.7,2023-03-01 - 2023-09-08,2023-08-11,5.8,4.5,5.8
PRIB01-04,,,2023-03-01 - 2023-09-08,4.5,4.5,2023-03-01 - 2023-09-08,2023-05-02,5.0,5.0,5.0
PRIB01-06,,,2021-09-01 - 2023-09-08,1.9,2.6,2021-09-01 - 2023-09-08,2022-08-10,2.1,2.1,3.6
PRIB01-09,,,2023-03-01 - 2023-09-08,4.2,4.75,2023-03-01 - 2023-09-08,2023-05-05,5.8,0.01,5.8
PRIB01-11,,,,,,2021-09-01 - 2023-09-08,2021-12-30,5.55,5.3,5.8
PRIB01-13,,,2021-09-01 - 2023-09-08,3.72,4.6,2021-09-01 - 2023-09-08,2022-11-11,4.8,3.9,5.2
PRIB01-14,,,2023-03-01 - 2023-09-08,3.51,3.51,2023-03-01 - 2023-09-08,2023-09-07,5.0,3.8,5.5
PRIB05,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.8,2.8,4.5
PRIB05-01,,,,,,2023-03-01 - 2023-09-08,2023-09-02,5.23,4.68,6.94
PRIB05-02,,,,,,2023-03-01 - 2023-09-08,2023-08-29,5.61,5.0,6.0
PRIB05-03,,,,,,2021-09-01 - 2023-09-08,2023-02-18,7.0,7.0,7.0
PRIB05-04,,,,,,2023-03-01 - 2023-09-08,2023-09-06,6.5,6.0,7.2
PRIB06,,,,,,2023-03-01 - 2023-09-08,2023-08-23,6.5,5.5,6.5
PRIB07,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.7,5.7,5.7
PRIB07-02,,,,,,2021-09-01 - 2023-09-08,2022-05-28,5.5,4.0,5.5
PRIB08,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.77,0.01,7.0
PRIB09,,,,,,2023-03-01 - 2023-09-08,2023-05-09,5.5,5.5,5.5
PRIB11,,,,,,2023-03-01 - 2023-09-08,2023-03-21,4.7,4.7,4.7
PRIB12,,,,,,2021-09-01 - 2023-09-08,2022-04-28,6.0,6.0,6.5
PRIB16,,,2023-03-01 - 2023-09-08,6.1,6.2,2023-03-01 - 2023-09-08,2023-08-23,8.0,8.0,8.2
PS-01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.0,5.0,5.6
PS-02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.28,0.01,5.7
PS-03,,,,,,2021-09-01 - 2023-09-08,2022-12-12,6.0,0.01,6.0
PS-04,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.5,5.3,5.5
PS-05,,,,,,2023-03-01 - 2023-09-08,2023-05-05,4.8,4.8,4.8
PS-07,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.9,0.01,5.7
PSHO01,,,,,,2021-09-01 - 2023-09-08,2022-05-18,4.8,3.5,4.8
PSHO02-02,,,2023-03-01 - 2023-09-08,3.4,4.2,2023-03-01 - 2023-09-08,2023-08-24,3.6,3.6,4.8
PSHO03,,,2023-03-01 - 2023-09-08,3.05,4.3,2023-03-01 - 2023-09-08,2023-09-07,4.6,3.6,4.8
PSHO04,,,2023-03-01 - 2023-09-08,3.33,3.33,2023-03-01 - 2023-09-08,2023-07-20,3.7,3.7,3.7
PSHO06,,,2023-03-01 - 2023-09-08,4.6,4.8,2023-03-01 - 2023-09-08,2023-09-01,5.9,5.9,5.9
PSHO07,,,2021-09-01 - 2023-09-08,2.9,3.6,2021-09-01 - 2023-09-08,2022-12-02,3.65,3.4,3.65
PSHO11,,,,,,2021-09-01 - 2023-09-08,2021-09-01,5.5,5.5,5.5
PSHO12,,,,,,2021-09-01 - 2023-09-08,2021-09-26,5.1,5.1,5.1
PSHT01,,,2023-03-01 - 2023-09-08,3.2,3.5,2023-03-01 - 2023-09-08,2023-07-10,3.9,3.3,5.5
PSHT02,,,2021-09-01 - 2023-09-08,3.4,3.4,2021-09-01 - 2023-09-08,2022-11-16,4.0,4.0,4.0
PSHT03,,,2023-03-01 - 2023-09-08,2.88,2.88,2023-03-01 - 2023-09-08,2023-09-04,3.6,3.3,4.1
PSHT04,,,,,,2023-03-01 - 2023-09-08,2023-07-17,3.7,3.7,3.7
PSKI01,,,2023-03-01 - 2023-09-08,0.82,1.9,2023-03-01 - 2023-09-08,2023-09-07,2.5,1.1,3.5
PSKI02,,,2023-03-01 - 2023-09-08,2.8,2.8,2023-03-01 - 2023-09-08,2023-09-01,3.3,3.3,3.5
PSKI03,,,2023-03-01 - 2023-09-08,1.67,1.7,2023-03-01 - 2023-09-08,2023-08-29,2.5,2.3,2.5
PSKI05,,,2023-03-01 - 2023-09-08,57.0,57.0,2023-03-01 - 2023-09-08,2023-09-04,65.0,65.0,65.0
PSOF01,,,2023-03-01 - 2023-09-08,62.6,62.6,2023-03-01 - 2023-09-08,2023-06-14,68.0,49.0,88.4
PSOF010,,,2023-03-01 - 2023-09-08,2.0,4.0,2023-03-01 - 2023-09-08,2023-07-12,4.5,4.5,6.5
PSOF02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.08,0.01,5.5
PSOF02-01,,,,,,2021-09-01 - 2023-09-08,2022-02-18,4.8,4.8,4.8
PSOF02-02,,,,,,2023-03-01 - 2023-09-08,2023-06-14,5.2,5.2,5.2
PSOF02-03,,,,,,2023-03-01 - 2023-09-08,2023-08-30,5.2,5.0,5.2
PSOF02-05,,,,,,2023-03-01 - 2023-09-08,2023-09-01,5.0,5.0,5.1
PSOF02-06,,,,,,2023-03-01 - 2023-09-08,2023-08-11,5.1,5.1,5.1
PSOF03,,,,,,2023-03-01 - 2023-09-08,2023-09-02,3.75,2.2,9.44
PSOF05,,,2023-03-01 - 2023-09-08,5.3,5.5,2023-03-01 - 2023-09-08,2023-09-03,6.5,6.0,68.0
PSOF07,,,2021-09-01 - 2023-09-08,4.21,4.37,2023-03-01 - 2023-09-08,2023-05-18,6.0,5.4,6.5
PSOF09,,,2023-03-01 - 2023-09-08,3.9,3.9,2023-03-01 - 2023-09-08,2023-07-14,4.3,4.3,4.3
PSOF17,,,2023-03-01 - 2023-09-08,4.1,4.1,2023-03-01 - 2023-09-08,2023-09-07,6.5,4.5,6.5
PSPA01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.96,0.01,7.0
PSPA02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.2,5.5,6.5
PSPA03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.0,0.01,6.0
PSPA04,,,,,,2023-03-01 - 2023-09-08,2023-07-12,7.0,7.0,7.0
PSPA05,,,,,,2023-03-01 - 2023-09-08,2023-08-03,6.0,6.0,6.0
PSPA06,,,2023-03-01 - 2023-09-08,4.5,5.0,2023-03-01 - 2023-09-08,2023-09-05,5.5,5.1,6.5
PSPA07,,,2023-03-01 - 2023-09-08,5.1,5.6,2023-03-01 - 2023-09-08,2023-09-07,5.8,5.55,6.0
PSPA08,,,2021-09-01 - 2023-09-08,4.5,4.7,2021-09-01 - 2023-09-08,2022-06-23,6.5,4.9,6.5
PSPA09,,,2023-03-01 - 2023-09-08,4.1,4.1,2023-03-01 - 2023-09-08,2023-05-11,5.6,5.6,5.6
PSPA09-02,,,2023-03-01 - 2023-09-08,3.0,5.3,2023-03-01 - 2023-09-08,2023-09-07,5.81,4.0,7.8
PSPA10,,,2023-03-01 - 2023-09-08,4.2,4.3,2023-03-01 - 2023-09-08,2023-08-30,5.4,4.5,6.39
PSPA11,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.8,3.5,8.19
PSPA12,,,2023-03-01 - 2023-09-08,4.2,4.65,2023-03-01 - 2023-09-08,2023-08-24,4.6,4.6,4.85
PSPA16,,,2023-03-01 - 2023-09-08,4.4,4.4,2023-03-01 - 2023-09-08,2023-05-15,5.6,5.6,5.6
PSPA19,,,2021-09-01 - 2023-09-08,14.5,14.5,2021-09-01 - 2023-09-08,2021-11-03,15.5,15.5,15.5
PSPA20,,,2021-09-01 - 2023-09-08,5.95,16.0,2021-09-01 - 2023-09-08,2021-12-23,16.5,16.5,16.5
PSTC01,,,,,,2023-03-01 - 2023-09-08,2023-08-29,7.5,5.5,9.2
PSTC02,,,,,,2023-03-01 - 2023-09-08,2023-09-02,5.35,4.2,6.02
PSTO02,,,2021-09-01 - 2023-09-08,4.6,4.6,2021-09-01 - 2023-09-08,2023-01-09,6.5,5.8,6.5
PSTO03,,,2021-09-01 - 2023-09-08,2.62,4.8,2023-03-01 - 2023-09-08,2023-09-01,5.0,3.8,5.8
PSTO05,,,2023-03-01 - 2023-09-08,1.34,3.5,2023-03-01 - 2023-09-08,2023-08-02,6.8,2.0,6.8
PSTO12,,,2023-03-01 - 2023-09-08,3.0,4.5,2023-03-01 - 2023-09-08,2023-08-22,5.4,3.3,6.8
PSTO13,,,2023-03-01 - 2023-09-08,3.0,3.0,2023-03-01 - 2023-09-08,2023-08-27,5.88,4.2,6.8
PSWR01,,,2021-09-01 - 2023-09-08,9.5,9.5,2021-09-01 - 2023-09-08,2022-06-20,13.0,8.5,13.0
PSWR02,,,2023-03-01 - 2023-09-08,9.5,9.5,2023-03-01 - 2023-09-08,2023-09-05,10.5,9.8,13.0
PSWR03,,,,,,2021-09-01 - 2023-09-08,2022-04-02,1.3,0.5,3.0
PSWR05,,,2023-03-01 - 2023-09-08,1.3,1.3,2023-03-01 - 2023-09-08,2023-08-10,2.5,2.0,2.5
PTAI01-02,,,2023-03-01 - 2023-09-08,6.2,6.2,2023-03-01 - 2023-09-08,2023-09-07,9.0,6.8,9.0
PTAI01-03,,,,,,2023-03-01 - 2023-09-08,2023-04-07,5.0,5.0,5.0
PTAI01-04,,,2023-03-01 - 2023-09-08,5.2,6.2,2023-03-01 - 2023-09-08,2023-09-07,5.6,5.6,7.8
PTAI03,,,2021-09-01 - 2023-09-08,1.5,1.5,2021-09-01 - 2023-09-08,2023-02-22,5.7,0.01,8.5
PTAI07,,,2023-03-01 - 2023-09-08,5.2,5.2,2023-03-01 - 2023-09-08,2023-08-04,5.8,5.8,5.8
PTAI08,,,2021-09-01 - 2023-09-08,4.3,4.3,2023-03-01 - 2023-09-08,2023-04-06,5.0,5.0,7.0
PTAI09,,,,,,2021-09-01 - 2023-09-08,2022-06-13,7.5,5.5,8.0
PTAI11,,,2021-09-01 - 2023-09-08,5.5,5.6,2021-09-01 - 2023-09-08,2023-02-25,7.3,7.3,7.5
PTEN01,,,2023-03-01 - 2023-09-08,4.8,4.8,2023-03-01 - 2023-09-08,2023-04-04,6.5,6.5,6.5
PTEN01-01,,,2023-03-01 - 2023-09-08,4.3,4.8,2023-03-01 - 2023-09-08,2023-08-15,5.0,4.5,5.0
PTEN05,,,,,,2023-03-01 - 2023-09-08,2023-09-02,5.0,5.0,8.5
PTK001,,,2021-09-01 - 2023-09-08,4.8,4.8,2021-09-01 - 2023-09-08,2022-12-10,7.38,5.3,7.38
PTON01,,,2021-09-01 - 2023-09-08,3.5,3.6,2021-09-01 - 2023-09-08,2023-02-27,4.92,3.8,6.8
PTON02,,,2023-03-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-03-02,4.8,4.8,4.8
PTON03,,,2023-03-01 - 2023-09-08,4.3,5.0,2023-03-01 - 2023-09-08,2023-09-07,5.75,4.8,6.5
