pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,0.0,2021-08-01 - 2023-08-30,1.75,3.6,2023-02-01 - 2023-08-30,2023-08-14,0.56,0.56
OHD007,OTHER- HOT DOG 300gm (CHEESE-AYAMAS) 32pkt/ctn,1462.0,2023-02-01 - 2023-08-30,1.5,1.5,2023-02-01 - 2023-08-30,2023-08-29,2.5,2.5
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2144.0,2023-02-01 - 2023-08-30,1.5,1.5,2023-02-01 - 2023-08-30,2023-08-28,2.5,2.6
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,0.0,2023-02-01 - 2023-08-30,2.35,2.35,2023-02-01 - 2023-08-30,2023-04-04,2.75,2.95
OHD009,OTHER- HOT DOG 340gm (MINUANO) 32pkt/ctn,0.0,,,,2021-08-01 - 2023-08-30,2021-09-06,1.05,2.0
OHD011,OTHER- PORK BREAKFAST SAUSAGE,0.0,2023-02-01 - 2023-08-30,1.8,1.8,2023-02-01 - 2023-08-30,2023-02-17,2.95,2.95
OHD012,OTHER- PORK SAUSAGE WITH CORN,0.0,2023-02-01 - 2023-08-30,3.0,3.0,2023-02-01 - 2023-08-30,2023-02-05,4.25,4.25
OHD012-02,OTHER- ARABIKI SAUSAGE 200GM/PKT,0.0,2021-08-01 - 2023-08-30,2.5,2.7,2021-08-01 - 2023-08-30,2022-01-02,2.7,3.3
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,0.0,2023-02-01 - 2023-08-30,3.5,4.38,2023-02-01 - 2023-08-30,2023-03-09,4.85,4.85
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,0.0,2023-02-01 - 2023-08-30,0.6,0.8,2023-02-01 - 2023-08-30,2023-03-14,1.05,1.05
OHD012-05,OTHER- PORK SAUSAGE,0.0,2023-02-01 - 2023-08-30,1.5,1.5,2023-02-01 - 2023-08-30,2023-03-14,2.55,2.55
OHD013,OTHER- PORK BOCKWURST SAUSAGE 80GM X 3PCS/PKT),0.0,2023-02-01 - 2023-08-30,10.0,10.0,2023-02-01 - 2023-08-30,2023-06-17,12.0,12.0
OHD013-02,OTHER- CHICKEN SAUSAGE HERB 5.5KG,0.0,2021-08-01 - 2023-08-30,19.0,21.0,2021-08-01 - 2023-08-30,2021-12-01,19.5,23.3
OHD013-03,OTHER- CHICKEN SAUSAGE WITH CORN,0.0,2021-08-01 - 2023-08-30,2.0,2.0,2021-08-01 - 2023-08-30,2022-11-05,4.25,4.25
OHD014,OTHER- CHICKEN SAUSAGE JUMBO 20X1pkt/ctn,2.0,,,,2021-08-01 - 2023-08-30,2022-10-27,3.0,3.0
OHD015,OTHER- SMOKED MOZZ CHICKEN SAUSAGE,0.0,2021-08-01 - 2023-08-30,2.0,2.0,2021-08-01 - 2023-08-30,2021-12-21,3.8,4.0
OHD017,OTHER- VEAL CHIPOLATA 30GM (5KG/PKT) 20KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2021-10-24,4.5,4.5
OHD018,"OTHER- CHICKEN CHIPOLATA 3"" 8X1KG/CTNS",0.0,2023-02-01 - 2023-08-30,9.0,9.0,2023-02-01 - 2023-08-30,2023-04-27,9.2,9.2
OHD021,OTHER- CHICKEN SAUSAGE 6''1kg/pkt (MASTER BUTCHERY),0.0,2023-02-01 - 2023-08-30,6.2,6.2,2023-02-01 - 2023-08-30,2023-04-16,8.5,8.5
OHD021-02,OTHER- CHICKEN SAUSAGE 8''1kg/pkt,0.0,2023-02-01 - 2023-08-30,9.5,9.5,2023-02-01 - 2023-08-30,2023-08-04,10.5,10.5
OHD022,OTHER- PORK CHORIZO 1KG/PKT,0.0,2021-08-01 - 2023-08-30,10.8,10.8,2021-08-01 - 2023-08-30,2022-12-23,11.9,11.9
OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,0.0,2023-02-01 - 2023-08-30,9.0,10.0,2023-02-01 - 2023-08-30,2023-07-19,11.0,12.0
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,60.0,2023-02-01 - 2023-08-30,6.5,6.8,2023-02-01 - 2023-08-30,2023-08-23,7.5,8.8
OHT001,"OTHER- HOG CASING , TUBED 28/30",0.0,2021-08-01 - 2023-08-30,38.0,45.0,2021-08-01 - 2023-08-30,2022-07-15,55.0,55.0
OJB001,OTHER- JAPAN BEAN CURD 180pcs/ctn,0.0,2021-08-01 - 2023-08-30,0.16,0.16,2021-08-01 - 2023-08-30,2022-02-23,0.2,0.3
OKA001,OTHER- CHICKEN GOLDEN CRISPY KARAAGE 6X1KG/CTNS,52.0,2023-02-01 - 2023-08-30,8.5,8.6,2023-02-01 - 2023-08-30,2023-08-29,9.5,17.41
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,9.0,2023-02-01 - 2023-08-30,4.2,4.3,2023-02-01 - 2023-08-30,2023-08-24,4.95,5.3
OKA003,OTHER- CHICKEN KARAAGE 1kgX10pkt,434.0,2023-02-01 - 2023-08-30,7.85,8.0,2023-02-01 - 2023-08-30,2023-08-25,10.5,15.83
OKA004,OTHER- SMOKED CORN CHICKEN KARAAGE 1kgX10pkt,0.0,2023-02-01 - 2023-08-30,10.6,10.6,2023-02-01 - 2023-08-30,2023-02-24,13.8,13.8
OKA005,OTHER- CHICKEN KARAAGE FARMPRIDE,34.0,2023-02-01 - 2023-08-30,8.2,8.2,2023-02-01 - 2023-08-30,2023-08-29,11.5,11.5
OKA006,OTHER- CHICKEN KARAAGE FARMPRIDE,0.0,2023-02-01 - 2023-08-30,3.8,3.8,2023-02-01 - 2023-08-30,2023-08-25,5.5,5.5
OKJ001,OTHER- KONJAC NOODLES 2KG/PKT,0.0,2023-02-01 - 2023-08-30,3.15,3.15,2023-02-01 - 2023-08-30,2023-08-28,4.0,4.0
OKO001,OTHER- KOMBU SHEET 8X1KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2021-08-31,26.4,26.4
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,315.0,2023-02-01 - 2023-08-30,14.77,14.77,2023-02-01 - 2023-08-30,2023-08-29,21.0,35.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,849.0,2023-02-01 - 2023-08-30,17.27,42.25,2023-02-01 - 2023-08-30,2023-08-29,24.0,35.0
OKO003,OTHER- KOMBU/KELP KNOT 8KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2021-08-06,24.0,24.0
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,0.0,2023-02-01 - 2023-08-30,2.6,2.6,2023-02-01 - 2023-08-30,2023-08-16,3.3,3.6
OKR002,OTHER- 3 COLOUR RICE CAKE 500GM/PKT,514.0,2023-02-01 - 2023-08-30,1.5,2.0,2023-02-01 - 2023-08-30,2023-08-28,2.8,3.8
OKR003,OTHER- GLUTINOUS RICE CAKE (260g) 20PKT/CTNS,27.0,2023-02-01 - 2023-08-30,2.1,2.1,2023-02-01 - 2023-08-30,2023-08-27,3.0,3.8
OKR004,OTHER- GLUTINOUS RICE CAKE YELLOW RICE BROWN,0.0,2023-02-01 - 2023-08-30,3.5,3.5,2023-02-01 - 2023-08-30,2023-03-03,4.5,4.5
OMC001,OTHER- MOCHI DURIAN 4x30g*40boxes/ctns,0.0,2021-08-01 - 2023-08-30,3.3,3.3,2021-08-01 - 2023-08-30,2022-05-05,3.5,3.8
OME001,OTHER- MENTAIKO TUBE 500GMX10PKT/CTNS,0.0,2023-02-01 - 2023-08-30,16.5,16.5,2023-02-01 - 2023-08-30,2023-06-23,18.0,18.0
OME002,OTHER- MENTAIKO SAUCE 100GM/PKT,0.0,2021-08-01 - 2023-08-30,2.5,2.5,2021-08-01 - 2023-08-30,2022-04-07,7.38,9.25
OME003,OTHER- MENTAIKO TUBE 500GMX10PKT/CTNS,9.0,2023-02-01 - 2023-08-30,15.0,17.0,2023-02-01 - 2023-08-30,2023-08-11,20.0,20.0
OMI002,COW HEAD MILK 12X1L/CTNS,64.0,2021-08-01 - 2023-08-30,1.25,1.25,2021-08-01 - 2023-08-30,2022-05-21,1.5,1.5
OMI003,EVAPORATED CREAMER (F&N) 400GMX48CANS,36.0,2021-08-01 - 2023-08-30,0.94,0.94,2021-08-01 - 2023-08-30,2022-01-10,1.1,1.1
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,56.0,2023-02-01 - 2023-08-30,9.0,9.0,2023-02-01 - 2023-08-30,2023-08-27,10.0,13.5
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,70.0,2023-02-01 - 2023-08-30,4.5,4.5,2023-02-01 - 2023-08-30,2023-07-20,5.8,6.5
OMO006,OTHER- MOZZARELLA STICK BREADED ORGINAL 9X1KG,28.0,2023-02-01 - 2023-08-30,13.0,15.0,2023-02-01 - 2023-08-30,2023-08-22,16.5,17.5
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,1009.0,2023-02-01 - 2023-08-30,0.31,0.31,2023-02-01 - 2023-08-30,2023-08-28,0.38,0.5
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,40.0,2023-02-01 - 2023-08-30,5.0,5.0,2023-02-01 - 2023-08-30,2023-08-29,5.8,7.0
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,38.0,2023-02-01 - 2023-08-30,6.2,7.75,2023-02-01 - 2023-08-30,2023-08-19,8.5,8.5
OMR004,OTHER- SMALL NGOH HIANG,15.0,2023-02-01 - 2023-08-30,4.8,4.8,2023-02-01 - 2023-08-30,2023-08-14,6.0,6.8
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2205.0,2023-02-01 - 2023-08-30,1.0,1.0,2023-02-01 - 2023-08-30,2023-08-29,1.47,2.0
OMT002,OTHER- MAN TOU 9s 180GM/PKT X 24PKT/CTNS,200.0,2023-02-01 - 2023-08-30,1.0,1.0,2023-02-01 - 2023-08-30,2023-05-03,1.3,1.3
OMT003,OTHER- MAN TOU 12pcs FIGO  180gm X 24pkt,0.0,2021-08-01 - 2023-08-30,0.84,0.84,2021-08-01 - 2023-08-30,2022-07-09,0.95,1.2
OMT005,OTHER- WOWO TOU CHESTNUT RED DATE 1KG,2.0,2023-02-01 - 2023-08-30,7.0,8.1,2023-02-01 - 2023-08-30,2023-08-28,11.0,11.0
OOI001,OTHER- COOKING OIL GROSS 17kg / NET 16kg,1.0,2023-02-01 - 2023-08-30,32.0,32.0,2023-02-01 - 2023-08-30,2023-06-09,33.5,33.5
OOI002,OTHER- OYSTER SAUCE 5L,0.0,2021-08-01 - 2023-08-30,4.5,4.5,2021-08-01 - 2023-08-30,2022-11-22,4.7,4.8
OOI003-01,OTHER- CORN OIL (NEW MOON) 2L/BOT,1.0,2021-08-01 - 2023-08-30,7.0,7.5,2021-08-01 - 2023-08-30,2022-02-20,8.0,8.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG/NT15KG,186.0,2023-02-01 - 2023-08-30,20.95,28.5,2023-02-01 - 2023-08-30,2023-08-29,28.89,44.0
OOI004-01,OTHER- COOKING CHINESE WINE FINE COOK,3.0,2021-08-01 - 2023-08-30,1.1,1.1,2021-08-01 - 2023-08-30,2022-12-25,1.8,2.0
OOI004-03,OTHER- FISH SAUCE CHU ZHEN 750GM/BOT,0.0,,,,2021-08-01 - 2023-08-30,2022-11-22,1.9,1.9
OOI004-04,OTHER- COOKING OIL WHITE TIN NET 17KG,0.0,2021-08-01 - 2023-08-30,30.25,34.25,2021-08-01 - 2023-08-30,2022-03-12,37.0,38.03
OOI006,OTHER- PURE REFINED SUGAR 1KG/PKT,1.0,2021-08-01 - 2023-08-30,1.0,1.0,2021-08-01 - 2023-08-30,2022-02-10,1.4,1.4
OOI006-01,OTHER- WHITE ROCK SUGAR 3KG/PKT,4.0,2021-08-01 - 2023-08-30,5.5,5.5,2021-08-01 - 2023-08-30,2022-11-12,5.7,5.7
OOI006-02,OTHER- MAPLE SYRUP MACDONALD 12X12.5oz USA,0.0,,,,2021-08-01 - 2023-08-30,2022-11-25,18.22,18.6
OOI007,OTHER- BABA CURRY MEAT POWDER 1KG/PKT,0.0,2021-08-01 - 2023-08-30,6.2,6.2,2021-08-01 - 2023-08-30,2022-02-16,6.8,6.8
OOI008,OTHER- GARLIC POWDER 500GM,3.0,2021-08-01 - 2023-08-30,5.5,5.5,2021-08-01 - 2023-08-30,2022-02-16,7.0,7.0
OOI009,OTHER- CHILLI POWDER 500GM,5.0,,,,2021-08-01 - 2023-08-30,2021-10-09,3.5,3.5
OOI010,OTHER- POTATO STARCH 2KG/CTNS,0.0,2021-08-01 - 2023-08-30,4.4,4.4,2021-08-01 - 2023-08-30,2022-02-10,4.8,4.8
OOI011,OTHER- POWDER PEPPER 400GM/PKT,0.0,2021-08-01 - 2023-08-30,2.5,2.5,2023-02-01 - 2023-08-30,2023-02-22,2.6,2.6
OOI011-02,OTHER- BLACK PEPPER POWDER 500GM/PKT,2.0,,,,2021-08-01 - 2023-08-30,2021-12-04,6.2,6.2
OOI012,OTHER- TABLE SALT 500GM/PKT,3.0,2021-08-01 - 2023-08-30,0.45,0.45,2021-08-01 - 2023-08-30,2022-02-13,0.5,0.6
OOI012-02,OTHER- BLACK TRUFFLE SALT 100GM/BOT,1.0,2021-08-01 - 2023-08-30,12.0,12.0,2021-08-01 - 2023-08-30,2021-12-06,36.45,36.45
OOI012-03,OTHER- SALT 3KG CAP MENARAH,9.0,,,,2021-08-01 - 2023-08-30,2022-10-28,0.4,1.05
OOI012-04,OTHER- COARSE SEA SALT 3KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-07-08,1.5,1.5
OOI013,OTHER- WHITE TRUFFLE OIL,0.0,2021-08-01 - 2023-08-30,18.0,18.0,2021-08-01 - 2023-08-30,2021-10-18,22.0,22.0
OOI013B,OTHER- BLACK TRUFFLE OIL,1.0,2021-08-01 - 2023-08-30,18.0,18.0,2023-02-01 - 2023-08-30,2023-04-05,22.0,22.0
OOI013C,OTHER- BLACK TRUFFLE PASTE (TARTUFI JIMMY) 500GM/JAR,0.0,2023-02-01 - 2023-08-30,15.5,15.5,2023-02-01 - 2023-08-30,2023-05-16,20.0,20.0
OOI014,OTHER- SALTED EGG POWDER 6X800GM/CTNS,0.0,2021-08-01 - 2023-08-30,20.17,20.17,2021-08-01 - 2023-08-30,2022-01-13,23.5,23.5
OOI015,OTHER- SPICE CAJUN BLEND 18X1KG/CTNS,13.0,2021-08-01 - 2023-08-30,13.75,13.75,2021-08-01 - 2023-08-30,2022-01-21,16.0,16.0
OOI015B,OTHER- HELA GARLIC POWDER 700GM 9CANS/CTN,2.0,,,,2021-08-01 - 2023-08-30,2021-08-04,21.1,21.1
OOI015C,OTHER- ONION POWDER 700GM 9CANS/CTN,0.0,2021-08-01 - 2023-08-30,15.5,15.5,2021-08-01 - 2023-08-30,2021-10-20,17.3,17.3
OOI015E,OTHER- CHICKEN FLAVOURED SEASONING-KNORR 6X1KG,0.0,2021-08-01 - 2023-08-30,6.1,6.1,2021-08-01 - 2023-08-30,2022-09-19,7.0,8.4
OOI015F,OTHER- CUMIN GROUND 12X1KG/CTNS,0.0,2021-08-01 - 2023-08-30,12.25,12.25,2021-08-01 - 2023-08-30,2021-08-05,13.6,13.6
OOI015G,OTHER- CONCENTRATED CHICKEN BOUILLION 6X1L/CTNS,6.0,2021-08-01 - 2023-08-30,7.05,7.05,2021-08-01 - 2023-08-30,2021-12-25,9.9,9.9
OOI016,OTHER- PEPPER BLACK GRIND NO 12 12X1KG/CTNS,1.0,2021-08-01 - 2023-08-30,16.5,16.5,2021-08-01 - 2023-08-30,2022-01-15,17.2,17.2
OOI017-02,OTHER- LIME SEASONING POWDER (KNORR) 400GM/PKT,1.0,,,,2021-08-01 - 2023-08-30,2021-10-25,5.1,5.1
OOI017-03,OTHER- LIME JUICE (THAI) 6X1L/CTNS,3.0,2021-08-01 - 2023-08-30,1.5,1.5,2021-08-01 - 2023-08-30,2022-01-13,2.2,2.2
OOI019,OTHER- HONEY 1KG/TUB,0.0,2021-08-01 - 2023-08-30,4.0,4.3,2021-08-01 - 2023-08-30,2022-10-28,4.3,6.0
OOI020,OTHER- PAPRIKA POWDER 1KG/PKT,0.0,2021-08-01 - 2023-08-30,14.5,14.5,2021-08-01 - 2023-08-30,2022-01-24,15.0,15.0
OOI021,OTHER- CHILI PASTE 3KG/PKT,0.0,,,,2021-08-01 - 2023-08-30,2021-10-27,6.7,6.7
OOI021-02,OTHER- TOMATO PASTE MAGGIE 3.3KG/TIN,0.0,2021-08-01 - 2023-08-30,7.0,7.0,2021-08-01 - 2023-08-30,2021-10-27,8.9,8.9
OOI022-04,OTHER- HELA ROSEMARY CUT 500GM/PKT,0.0,2021-08-01 - 2023-08-30,9.0,9.0,2021-08-01 - 2023-08-30,2021-10-14,10.0,10.0
OOI022-05,OTHER- HELA MIXED HERBS PROVENCALE 500GM/PKT,0.0,2021-08-01 - 2023-08-30,12.0,12.0,2021-08-01 - 2023-08-30,2021-08-06,13.4,13.4
OOI024,OTHER- AJINOMTO 1KG,2.0,,,,2023-02-01 - 2023-08-30,2023-04-12,3.5,3.5
OOI027,OTHER- FIVE SPICEPOWDER 500GM/PKT,3.0,,,,2021-08-01 - 2023-08-30,2021-11-01,3.5,3.5
OOI029,OTHER- VINEGAR (WHITE) 5L/TUB,0.0,,,,2021-08-01 - 2023-08-30,2022-12-11,3.55,3.55
OOI030-02,OTHER- BALSAMIC VINEGAR SAUCE,4.0,2021-08-01 - 2023-08-30,4.0,4.0,2021-08-01 - 2023-08-30,2021-08-26,5.0,5.0
OOI031-02,OTHER- BAKED BEAN IN CANS 425GM X 24CANS AYAM BRAND,0.0,,,,2021-08-01 - 2023-08-30,2022-09-01,2.34,2.62
OOI033,OTHER- BI-CARBONATE SODA KING 48 BOT X100GM,5.0,2021-08-01 - 2023-08-30,0.7,0.7,2021-08-01 - 2023-08-30,2021-11-30,0.9,0.9
OOI034,OTHER- CORN FLOUR 400GM/PKT,6.0,2021-08-01 - 2023-08-30,0.8,0.8,2021-08-01 - 2023-08-30,2022-02-15,1.0,1.0
OOI035,OTHER- DASHI NOMODO 10X1KG/PKT,0.0,2021-08-01 - 2023-08-30,9.0,9.0,2021-08-01 - 2023-08-30,2022-02-12,10.0,10.0
OOI036,OTHER- RICE FLOUR 600GM/PKT,0.0,2021-08-01 - 2023-08-30,1.15,1.2,2021-08-01 - 2023-08-30,2022-02-03,1.3,1.5
OOP001,OTHER- PLASTIC-TAKE AWAY LUNCH BOX 50'S,0.0,2021-08-01 - 2023-08-30,70.5,70.5,2021-08-01 - 2023-08-30,2022-02-23,78.0,78.0
OOP002,OTHER- PLASTIC-TAKE AWAY PAPER LUNCH (PLAIN) 50s,1.0,2021-08-01 - 2023-08-30,40.5,40.5,2021-08-01 - 2023-08-30,2021-11-22,45.5,45.5
OOP002-02,OTHER- PLASTIC-TAKE AWAY PAPER LUNCH (PLAIN) 50s,0.0,2021-08-01 - 2023-08-30,51.0,51.0,2021-08-01 - 2023-08-30,2021-11-14,56.7,56.7
OOP003,OTHER- PLASTIC-TAKE AWAY 1150CC PAPER BOWL,2.0,2021-08-01 - 2023-08-30,54.0,54.0,2021-08-01 - 2023-08-30,2022-02-04,60.0,63.5
OOP004,OTHER- PLASTIC-TAKE AWAY 167MM PET DOME LIP FOR 1150CC,2.0,2021-08-01 - 2023-08-30,28.0,28.0,2021-08-01 - 2023-08-30,2022-02-04,31.2,32.9
OOP005,OTHER- PLASTIC-TAKE AWAY BIOCORN FORK 40*50PC,1.0,,,,2021-08-01 - 2023-08-30,2021-09-30,44.5,44.5
OOP006,OTHER- PLASTIC-TAKE AWAY BIOCORN KNIFE 20*50PC,1.0,2021-08-01 - 2023-08-30,30.0,30.0,2021-08-01 - 2023-08-30,2021-09-30,33.5,33.5
OOP007,OTHER- PLASTIC-TAKE AWAY PP 3 COMPARTMENT BOX BLACK,0.0,2021-08-01 - 2023-08-30,52.0,53.0,2021-08-01 - 2023-08-30,2021-08-27,58.0,58.0
OOP008,OTHER- PLASTIC-TAKE AWAY PP LIP FOR TAKE AWAY BOX 3 COMPARTMENT,0.0,2021-08-01 - 2023-08-30,35.5,35.5,2021-08-01 - 2023-08-30,2021-08-27,40.5,40.5
OOP009,OTHER- PLASTIC-TAKE AWAY 3 COMPARTMENT BIOBX 1000ML 50GM,0.0,2021-08-01 - 2023-08-30,55.0,55.0,2021-08-01 - 2023-08-30,2021-08-02,64.7,64.7
OOP012,OTHER- PLASTIC-TAKE AWAY PAPER BOWL,0.0,2021-08-01 - 2023-08-30,86.0,86.0,2021-08-01 - 2023-08-30,2021-10-28,90.0,90.0
OOP014,OTHER- PLASTIC-TAKE AWAY PIZZA BOX,0.0,2021-08-01 - 2023-08-30,28.0,28.0,2021-08-01 - 2023-08-30,2021-08-02,31.1,31.1
OOP016,OTHER- PLASTIC-BAG,0.0,2021-08-01 - 2023-08-30,4.5,4.5,2021-08-01 - 2023-08-30,2021-08-02,5.0,5.0
OOP018,OTHER- PLASTIC-TAKE AWAY PAPER LUNCH BOX MEDIUM (KRAFT),0.0,2021-08-01 - 2023-08-30,71.0,71.0,2021-08-01 - 2023-08-30,2021-08-02,83.5,83.5
OOP019,OTHER- PLASTIC-TAKE AWAY 140MM PP LID FOR 780/850/1000,0.0,2021-08-01 - 2023-08-30,29.0,29.0,2021-08-01 - 2023-08-30,2021-10-28,34.0,34.0
OOP020,OTHER- PLASTIC-TAKE AWAY 3COMPARTMENT CONTAINER WITH LIP,0.0,2021-08-01 - 2023-08-30,42.0,42.0,2021-08-01 - 2023-08-30,2021-08-05,46.7,46.7
OOP021,OTHER- PLASTIC-TAKE AWAY CLING WRAP,0.0,2021-08-01 - 2023-08-30,12.0,12.0,2021-08-01 - 2023-08-30,2021-10-28,13.3,13.3
OOP022,OTHER- PLASTIC-TAKE AWAY ALUMINIUM FOIL,1.0,2021-08-01 - 2023-08-30,55.0,55.0,2021-08-01 - 2023-08-30,2021-09-16,61.2,61.2
OOP023,OTHER- BLUE VINYL GLOVE GLOVE,0.0,2021-08-01 - 2023-08-30,12.0,12.0,2021-08-01 - 2023-08-30,2021-09-17,12.5,12.5
OOP024,OTHER- TOWEL-MORNING,0.0,2021-08-01 - 2023-08-30,10.0,10.0,2021-08-01 - 2023-08-30,2021-10-04,11.1,11.1
OOP025,OTHER- THRASH BAG,0.0,,,,2021-08-01 - 2023-08-30,2021-11-19,4.8,4.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,278.0,2023-02-01 - 2023-08-30,5.0,5.0,2023-02-01 - 2023-08-30,2023-08-29,5.74,9.68
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 1KGX12PKT,58.0,2023-02-01 - 2023-08-30,7.5,8.0,2023-02-01 - 2023-08-30,2023-08-14,11.0,11.0
OOW002,OTHER- OCTOPUS BABY 40/60 (FROZEN-CLEAN) 500GMX20PKT/CTNS,0.0,2023-02-01 - 2023-08-30,4.8,4.8,2023-02-01 - 2023-08-30,2023-07-16,3.8,11.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,48.0,2023-02-01 - 2023-08-30,18.4,18.4,2023-02-01 - 2023-08-30,2023-08-29,21.0,24.0
OPA002,OTHER- FISH PASTE 1KG/PKT,0.0,2023-02-01 - 2023-08-30,3.85,3.85,2023-02-01 - 2023-08-30,2023-08-23,5.0,5.0
OPA003,OTHER- FISH PASTE 8PKTX2KG/PKT,0.0,2021-08-01 - 2023-08-30,3.5,3.5,2021-08-01 - 2023-08-30,2021-08-07,4.5,4.5
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,17.0,2023-02-01 - 2023-08-30,35.0,35.0,2023-02-01 - 2023-08-30,2023-08-29,40.0,45.0
OPC001-02,OTHER- C.WITH PANDAN LEAF 30GM/PCS**10NOS/PKT,4.0,2021-08-01 - 2023-08-30,6.5,7.0,2023-02-01 - 2023-08-30,2023-08-12,7.5,8.0
OPE002,OTHER- PORRIDGE SEAFOOD 500GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-09-21,12.06,12.06
OPE003,OTHER- BLACK RICE PORRIDGE,0.0,2023-02-01 - 2023-08-30,20.9,21.0,2023-02-01 - 2023-08-30,2023-05-30,30.0,30.0
OPL001,OTHER- RICE PAIL - SMALL,0.0,2021-08-01 - 2023-08-30,18.0,18.0,2021-08-01 - 2023-08-30,2022-09-05,23.0,23.0
OPLANT001,OTHER- PLANT BASED CRISPY NUGGETS FIRST PRIDE,0.0,2023-02-01 - 2023-08-30,2.3,2.3,2023-02-01 - 2023-08-30,2023-04-10,3.0,3.0
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,0.0,2021-08-01 - 2023-08-30,2.22,2.3,2021-08-01 - 2023-08-30,2022-10-25,3.0,3.0
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,12.0,2021-08-01 - 2023-08-30,2.22,2.3,2021-08-01 - 2023-08-30,2022-10-26,3.0,3.0
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,0.0,2021-08-01 - 2023-08-30,2.22,2.3,2021-08-01 - 2023-08-30,2023-01-07,3.0,3.0
OPN001,OTHER- PRAWN NUTS 1kg/pkt,0.0,2023-02-01 - 2023-08-30,12.8,12.8,2023-02-01 - 2023-08-30,2023-08-14,15.0,18.0
OPN001-03,OTHER- PRAWN NUTS 12PCS/PKT,0.0,2021-08-01 - 2023-08-30,4.2,4.2,2021-08-01 - 2023-08-30,2022-01-27,5.8,6.3
OPN002,OTHER- CRAB NUGGETS 45's 450gm X 20pkt,82.0,,,,2021-08-01 - 2023-08-30,2021-11-12,5.0,5.0
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,0.0,2023-02-01 - 2023-08-30,7.7,8.8,2023-02-01 - 2023-08-30,2023-07-01,9.5,14.35
OPO001-02,OTHER- CHICKEN POPPER SPICY 1kg X 10PKT /CTNS,0.0,2021-08-01 - 2023-08-30,7.6,8.6,2021-08-01 - 2023-08-30,2022-02-15,8.75,10.0
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,27.0,2023-02-01 - 2023-08-30,3.95,4.1,2023-02-01 - 2023-08-30,2023-08-02,4.95,4.95
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,638.0,2023-02-01 - 2023-08-30,4.65,5.23,2023-02-01 - 2023-08-30,2023-08-29,6.34,7.9
OPO002-01,OTHER- CP FRIED CHICKEN HOT & SPICY 1.86KG X 6PKT/CTNS,0.0,2021-08-01 - 2023-08-30,17.6,17.6,2021-08-01 - 2023-08-30,2022-09-28,9.66,21.0
OPO002-02,OTHER- *****CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-07-29,1.85,1.85
OPO002-04,OTHER- CP FRIED CHICKEN ORIGINAL 1.86KG X 6PKT/CTNS,0.0,2021-08-01 - 2023-08-30,17.6,17.6,2021-08-01 - 2023-08-30,2021-12-23,21.0,21.0
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,19.0,2023-02-01 - 2023-08-30,7.0,7.0,2023-02-01 - 2023-08-30,2023-08-25,7.95,7.95
