pdt_code,pdt_name,current_inv,purchases_data_date_range,purchases_min_price,purchases_max_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_min_price,sales_max_price
FHS004-02,FISH- YELLOWTAIL COLLAR,0.0,2023-04-01 - 2023-10-03,26.0,26.0,2023-04-01 - 2023-10-03,2023-04-25,30.0,30.0,30.0
FKE002,FISH- FRESH KEMBONG,0.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-09-28,7.0,7.0,7.0
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,175.0,2023-04-01 - 2023-10-03,3.1,3.3,2023-04-01 - 2023-10-03,2023-10-03,3.8,3.1,4.2
FKU001,FISH- KUNING 31-40pcs 4X2KG/CTNS,0.0,2021-10-01 - 2023-10-03,2.8,2.8,2021-10-01 - 2023-10-03,2022-11-08,3.5,3.2,4.5
FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,4.0,2021-10-01 - 2023-10-03,2.3,3.0,2023-04-01 - 2023-10-03,2023-04-06,3.5,3.5,3.5
FKU005,FISH- KUNING 21-25pcs 1kgX10pkt,10.0,2023-04-01 - 2023-10-03,2.6,3.2,2023-04-01 - 2023-10-03,2023-09-28,3.5,3.4,3.8
FKU006-02,FISH- KUNING 21-25pcs 1kgX10pkt,0.0,2023-04-01 - 2023-10-03,3.2,3.2,2023-04-01 - 2023-10-03,2023-06-19,3.8,3.5,3.8
FLE001,FISH- LEATHER 200-300,0.0,2021-10-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-05-20,11.5,11.5,11.5
FLE003,FISH- LEATHER JACKET 1-2kg 10kg/ctn,40.0,2023-04-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-09-18,9.2,7.7,9.2
FLE006,FISH- LEATHER JACKET 40-100gm 10kg/ctn,0.0,2023-04-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-04-08,11.5,11.5,11.5
FMI001-01,FISH- MILK FISH,1548.8,2023-04-01 - 2023-10-03,4.25,4.26,2023-04-01 - 2023-10-03,2023-09-29,4.8,4.5,5.0
FMI001-02,FISH- MILK FISH BELLY 250-300GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-01-02,7.5,7.5,7.5
FMI001-03,FISH- MILK FISH STRIPS 300GM/PKT,11.0,2023-04-01 - 2023-10-03,5.9,5.9,2023-04-01 - 2023-10-03,2023-09-28,6.5,6.5,9.07
FPA001,FISH- PARROT FISH,0.0,2021-10-01 - 2023-10-03,9.0,9.09,2021-10-01 - 2023-10-03,2021-12-16,11.0,10.0,11.0
FPD001,FISH- PACIFIC DORY 10X1kg/ctn,0.0,,,,2021-10-01 - 2023-10-03,2022-07-06,5.1,3.4,11.12
FPD001-01,FISH- PACIFIC DORY 6KG/CTNS **GREY/BLACK**,51.0,2021-10-01 - 2023-10-03,23.73,23.73,2023-04-01 - 2023-10-03,2023-09-27,30.0,30.0,30.0
FPD001-02,FISH- PACIFIC DORY 2PCS/PKT,2.0,,,,2021-10-01 - 2023-10-03,2022-02-28,2.2,2.2,4.3
FPD001-03,FISH- PACIFIC DORY 300-400GM (6KG/5KG NET) **ORANGE**,0.0,,,,2021-10-01 - 2023-10-03,2021-11-20,29.5,14.0,29.5
FPT001,FISH- FROZEN PRADISE THREADFIN STEAK 3/5,0.0,,,,2021-10-01 - 2023-10-03,2022-09-29,4.1,4.1,4.5
FRESHPORK,FRESH PORK,0.0,2021-10-01 - 2023-10-03,5.0,13.0,2021-10-01 - 2023-10-03,2022-01-26,12.5,6.25,16.25
FRG002,FISH- RED SNAPPER FISH TAIL,0.0,2023-04-01 - 2023-10-03,17.5,18.8,2023-04-01 - 2023-10-03,2023-10-01,20.0,18.5,20.0
FRG003,FISH- RED GORLY 4-6pcs 2kgX5pkt,0.0,2021-10-01 - 2023-10-03,2.8,3.0,2021-10-01 - 2023-10-03,2022-03-23,3.3,3.2,3.8
FRG004,FISH- SEA BREAM (ANGOLI) 4-6pcs 2kgX5pkt,0.0,2023-04-01 - 2023-10-03,3.3,3.3,2023-04-01 - 2023-10-03,2023-06-14,4.0,3.5,4.0
FRG005,FISH- RED GORLY 8-10pcs 2kgX5pkt/ctn,73.0,2023-04-01 - 2023-10-03,3.1,3.5,2023-04-01 - 2023-10-03,2023-10-03,4.0,3.5,4.0
FRM001,FISH- FRESH ANGKOLI FISH,0.0,2023-04-01 - 2023-10-03,8.5,11.5,2023-04-01 - 2023-10-03,2023-09-20,13.5,10.0,13.5
FRO001-02,FISH- ROHU STEAK 13-15PCS,0.0,2023-04-01 - 2023-10-03,2.7,2.7,2023-04-01 - 2023-10-03,2023-04-18,3.0,3.0,3.0
FRO003,FISH- KEE FISH 8-10pcs,0.0,,,,2021-10-01 - 2023-10-03,2023-03-24,3.0,3.0,3.0
FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,0.0,2023-04-01 - 2023-10-03,9.5,12.5,2023-04-01 - 2023-10-03,2023-10-03,14.0,10.5,18.0
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,20.92,2023-04-01 - 2023-10-03,16.5,17.0,2023-04-01 - 2023-10-03,2023-10-03,18.9,18.0,18.9
FRS002,FISH- FRESH RED GROUPER - BIG,0.0,2023-04-01 - 2023-10-03,23.5,23.5,2023-04-01 - 2023-10-03,2023-06-02,35.0,35.0,35.0
FRS003,FISH- FRESH RED GROUPER - SMALL,8.4,2023-04-01 - 2023-10-03,16.99,28.0,2023-04-01 - 2023-10-03,2023-10-01,28.0,24.0,35.0
FRS005,FISH- RED SNAPPER FISH,0.0,2023-04-01 - 2023-10-03,15.0,16.5,2023-04-01 - 2023-10-03,2023-10-01,22.0,22.0,22.0
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,0.0,2023-04-01 - 2023-10-03,3.8,3.8,2023-04-01 - 2023-10-03,2023-09-18,4.4,4.4,4.8
FSA002-01,FISH- SABA FILLET 5KG/CTNS (35P),0.0,2023-04-01 - 2023-10-03,8.0,8.0,2023-04-01 - 2023-10-03,2023-08-27,8.2,8.2,9.5
FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,178.0,2023-04-01 - 2023-10-03,3.6,4.26,2023-04-01 - 2023-10-03,2023-10-03,4.4,4.4,9.11
FSB001,FISH- SEABASS FILLET,0.0,2021-10-01 - 2023-10-03,11.5,11.5,2021-10-01 - 2023-10-03,2022-05-24,11.7,11.7,11.7
FSB001-02,FISH- SEABASS FILLET 230-270GM,0.0,2023-04-01 - 2023-10-03,13.5,13.5,2023-04-01 - 2023-10-03,2023-06-06,18.0,18.0,18.0
FSB001-03,FISH- SEABASS FILLET SLICED (FRESH MARKET),0.0,2023-04-01 - 2023-10-03,6.0,13.5,2023-04-01 - 2023-10-03,2023-05-18,15.0,15.0,15.0
FSB002,FISH- FRESH SEABASS (PASAR-SG),0.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-09-23,8.0,6.5,8.0
FSB002-01,FISH- FRESH SEABASS 600-700GM,131.89,2023-04-01 - 2023-10-03,6.0,6.86,2023-04-01 - 2023-10-03,2023-10-03,8.5,7.1,10.0
FSB002-02,FISH- FRESH SEABASS 700-800GM (MALAYSIA),0.0,2021-10-01 - 2023-10-03,5.87,7.39,2021-10-01 - 2023-10-03,2022-04-08,7.4,7.4,7.5
FSB002-02-01,FISH- FRESH SEABASS 400-500GM,0.0,2023-04-01 - 2023-10-03,6.0,6.8,2023-04-01 - 2023-10-03,2023-07-22,7.5,7.5,8.0
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,133.72,2023-04-01 - 2023-10-03,6.0,7.15,2023-04-01 - 2023-10-03,2023-09-30,8.65,6.9,9.5
FSB002-03,FISH- FRESH SEABASS 500-600GM,188.84,2023-04-01 - 2023-10-03,6.0,8.0,2023-04-01 - 2023-10-03,2023-10-03,8.57,7.0,9.0
FSB002-03-01,FISH- FRESH SEABASS 900-1000GM,0.0,2023-04-01 - 2023-10-03,6.0,6.3,2023-04-01 - 2023-10-03,2023-09-06,9.0,9.0,9.0
FSB002-04,FISH- FRESH SEABASS 400-500GM - BUTTERFLY @ BACK,0.0,2021-10-01 - 2023-10-03,8.3,8.3,2021-10-01 - 2023-10-03,2021-10-17,9.0,9.0,9.0
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,145.11,2023-04-01 - 2023-10-03,6.08,6.93,2023-04-01 - 2023-10-03,2023-10-03,8.4,7.0,9.3
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,157.9,2023-04-01 - 2023-10-03,6.08,6.93,2023-04-01 - 2023-10-03,2023-09-24,8.5,7.8,9.3
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,62.89,2023-04-01 - 2023-10-03,6.0,7.36,2023-04-01 - 2023-10-03,2023-10-03,8.3,7.6,9.3
FSB004,FISH- SEABASS STEAK,205.0,,,,2021-10-01 - 2023-10-03,2023-03-26,3.5,2.8,5.8
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,29.0,2023-04-01 - 2023-10-03,3.34,3.44,2023-04-01 - 2023-10-03,2023-10-03,5.88,3.6,6.94
FSE001,FISH- COD FISH,34.7,2023-04-01 - 2023-10-03,42.5,42.5,2023-04-01 - 2023-10-03,2023-08-24,55.0,45.0,55.0
FSE002,"FISH- COD FISH WHOLE FISH,,HEADLESS 4-6kg",129.54,2021-10-01 - 2023-10-03,36.7,42.0,2023-04-01 - 2023-10-03,2023-04-20,55.0,55.0,55.0
FSF001,FISH- SUTCHI FILLET 170-220gm 6kg (TWIN FISH),0.0,,,,2021-10-01 - 2023-10-03,2022-03-17,17.0,17.0,21.0
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,1291.0,2023-04-01 - 2023-10-03,2.55,2.7,2023-04-01 - 2023-10-03,2023-09-19,4.8,4.8,4.8
FSF001-03,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (DL 478),0.0,2023-04-01 - 2023-10-03,18.5,18.5,2023-04-01 - 2023-10-03,2023-08-24,18.7,18.7,18.7
FSF001-04,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (TNL),0.0,2023-04-01 - 2023-10-03,14.5,14.5,2023-04-01 - 2023-10-03,2023-08-05,14.8,14.8,14.8
FSF001-05,FISH- SUTCHI FILLET 170-220gm (TWIN FISH/BIG FISH) 1kgX10kg/ctn,0.0,2021-10-01 - 2023-10-03,2.8,2.8,2021-10-01 - 2023-10-03,2022-08-17,3.0,2.9,4.0
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,3075.0,2023-04-01 - 2023-10-03,13.39,14.68,2023-04-01 - 2023-10-03,2023-10-03,18.3,15.5,25.0
FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,2788.0,2021-10-01 - 2023-10-03,1.5,3.47,2023-04-01 - 2023-10-03,2023-10-03,4.8,3.0,6.67
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,945.0,2023-04-01 - 2023-10-03,12.49,17.5,2023-04-01 - 2023-10-03,2023-10-03,21.17,13.0,38.0
FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,3740.0,2023-04-01 - 2023-10-03,2.37,2.37,2023-04-01 - 2023-10-03,2023-10-03,4.8,3.8,5.0
FSF0011,FISH- SUTCHI FILLET **SKIN ON** 200-300gm 6kg/ctn,0.0,2021-10-01 - 2023-10-03,14.42,14.42,2023-04-01 - 2023-10-03,2023-08-28,27.0,22.0,30.0
FSF0012,FISH- SUTCHI FILLET **SKIN ON** 400-500gm 6kg/ctn,638.0,2023-04-01 - 2023-10-03,14.5,14.5,2023-04-01 - 2023-10-03,2023-10-03,29.2,18.0,30.0
FSF0020,FISH- FISH- SHARK FIN 250gm/pkt,0.0,2021-10-01 - 2023-10-03,14.0,22.0,2023-04-01 - 2023-10-03,2023-04-29,18.0,18.0,18.0
FSF0021,FISH- SHARK FIN SUPERIOR 80-100GM/PKT,0.0,2021-10-01 - 2023-10-03,116.82,220.0,2021-10-01 - 2023-10-03,2022-12-03,290.0,130.0,290.0
FSF0022,FISH- SHARK FIN 500gm/pkt,48.0,2023-04-01 - 2023-10-03,28.0,28.0,2023-04-01 - 2023-10-03,2023-10-01,25.0,23.0,35.0
FSF0023,FISH- PATIN SLICED - BONE IN WITH SKIN VACUUM PACK,1702.0,2023-04-01 - 2023-10-03,2.2,2.2,2023-04-01 - 2023-10-03,2023-10-02,4.0,3.5,4.2
FSF004,FISH- SUTCHI FILLET 230-300gm 6kg(TWIN) DL 478,1040.0,2023-04-01 - 2023-10-03,13.13,14.68,2023-04-01 - 2023-10-03,2023-09-18,16.8,16.5,21.0
FSF004-02,FISH- SUTCHI FILLET 220-300gm 6kg/ctn (DL 717),100.0,2023-04-01 - 2023-10-03,14.0,14.0,2023-04-01 - 2023-10-03,2023-09-08,14.8,14.8,14.8
FSF004-04,FISH- SUTCHI FILLET 300-400gm 6kg/ctn,1534.0,2023-04-01 - 2023-10-03,13.25,14.08,2023-04-01 - 2023-10-03,2023-07-21,16.5,16.5,22.0
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,9967.0,2023-04-01 - 2023-10-03,12.78,14.72,2023-04-01 - 2023-10-03,2023-10-03,20.49,14.0,25.0
FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,7240.0,2023-04-01 - 2023-10-03,1.8,2.28,2023-04-01 - 2023-10-03,2023-10-03,3.7,2.5,3.8
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,7400.0,2023-04-01 - 2023-10-03,1.85,1.9,2023-04-01 - 2023-10-03,2023-10-03,3.3,2.7,3.8
FSF006-03,FISH- SUTCHI STEAK 80-100gm (TWIN FISH/BIG FISH) 10X1kg/ctn,0.0,2021-10-01 - 2023-10-03,2.71,2.71,2023-04-01 - 2023-10-03,2023-05-12,4.8,4.8,4.8
FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2210.0,2023-04-01 - 2023-10-03,2.17,2.17,2023-04-01 - 2023-10-03,2023-10-03,4.8,4.8,4.8
FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,144.0,2023-04-01 - 2023-10-03,15.46,15.46,2023-04-01 - 2023-10-03,2023-10-03,23.33,18.0,28.0
FSF010-03,FISH- BUTTERFLY CUT 600-800gm 12PCS 10kg/ctns,9630.0,2023-04-01 - 2023-10-03,2.02,2.21,2023-04-01 - 2023-10-03,2023-10-02,3.5,2.25,4.0
FSF010-04,FISH- BUTTERFLY CUT 700-900gm 10/ctns,3850.7,2023-04-01 - 2023-10-03,1.93,3.1,2023-04-01 - 2023-10-03,2023-10-03,3.3,2.8,4.4
FSF010-05,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm (NOS),176.0,,,,2023-04-01 - 2023-10-03,2023-10-03,2.95,1.5,4.5
FSF010-06,FISH- BUTTERFLY CUT 900-1000gm 10kg/ctn,2310.4,2023-04-01 - 2023-10-03,0.0,3.5,2023-04-01 - 2023-10-03,2023-10-03,3.37,2.5,4.4
FSF010-07,FISH- BUTTERFLY CUT 900-1000gm 10kg/ctn,50.0,2023-04-01 - 2023-10-03,3.1,3.5,2023-04-01 - 2023-10-03,2023-09-04,3.8,3.8,3.8
FSF010-08,FISH- BUTTERFLY CUT 500-700gm 14PCS 10kg/ctn,6890.0,2023-04-01 - 2023-10-03,1.93,2.14,2023-04-01 - 2023-10-03,2023-10-03,3.33,3.0,4.0
FSF010-09,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm (NOS),206.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-09-30,7.07,6.2,7.8
FSH001,FISH- SHARK FILLET SK 10KG/CTNS,40.0,2023-04-01 - 2023-10-03,5.5,5.5,2023-04-01 - 2023-10-03,2023-07-27,6.5,6.5,6.5
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,14.7,2021-10-01 - 2023-10-03,4.8,5.5,2023-04-01 - 2023-10-03,2023-10-03,7.0,5.2,7.0
FSH003,FISH- SOON HOCK FISH,0.0,2021-10-01 - 2023-10-03,18.0,40.0,2021-10-01 - 2023-10-03,2023-01-20,60.0,22.0,60.0
FSH004,FISH- SONG FISH HEAD,0.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-09-28,7.5,7.5,7.5
FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,96.0,2023-04-01 - 2023-10-03,1.8,3.0,2023-04-01 - 2023-10-03,2023-10-03,2.4,2.1,2.6
FSI002,FISH- SHISHAMO 8s/tray 170gm 30pkt/ctn,0.0,2023-04-01 - 2023-10-03,2.5,2.5,2023-04-01 - 2023-10-03,2023-06-12,3.0,3.0,3.0
FSN001,FISH- FRESH TOMAN FILLET SLICED (U),0.0,2023-04-01 - 2023-10-03,13.0,14.0,2023-04-01 - 2023-10-03,2023-09-27,16.0,15.0,16.0
FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-11-14,9.5,6.8,11.0
FSN001-03,FISH- TOMAN FILLET 300/500,964.04,2023-04-01 - 2023-10-03,6.35,10.0,2023-04-01 - 2023-10-03,2023-10-03,10.0,7.0,80.0
FSN001-04,FISH- TOMAN FILLET 300/500 6KG/CTNS,0.0,2021-10-01 - 2023-10-03,7.5,7.5,2021-10-01 - 2023-10-03,2022-11-06,10.0,7.0,11.0
FSN002,FISH- TOMAN FILLET CUT SLICED 200GM/TRAY,19.0,2021-10-01 - 2023-10-03,3.5,3.5,2021-10-01 - 2023-10-03,2022-07-19,3.6,3.6,5.89
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,5910.0,2023-04-01 - 2023-10-03,6.5,7.0,2023-04-01 - 2023-10-03,2023-10-03,11.37,6.8,12.87
FSN002-03,FISH- TOMAN SLICED SKIN-ON 4MM 10X1KG/CTNS OKEANOSS,38.0,2023-04-01 - 2023-10-03,7.0,8.0,2023-04-01 - 2023-10-03,2023-09-30,8.8,8.6,9.5
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,0.0,2021-10-01 - 2023-10-03,6.48,9.0,2021-10-01 - 2023-10-03,2022-12-30,10.5,7.0,12.5
FSN003,FISH- FRESH TOMAN FILLET,0.0,2023-04-01 - 2023-10-03,9.5,14.0,2023-04-01 - 2023-10-03,2023-10-01,13.0,11.5,13.5
FSN004,FISH- TOMAN HEAD 2kg x 5pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-04-13,6.0,2.5,6.0
FSN005,FISH- TOMAN HEAD FRESH,0.0,2021-10-01 - 2023-10-03,3.0,3.0,2021-10-01 - 2023-10-03,2022-09-15,4.5,4.5,4.5
FSN006,FISH- TOMAN FISH (CLEAN AND GUTTED) 10kg/ctn,0.0,2021-10-01 - 2023-10-03,9.5,9.5,2021-10-01 - 2023-10-03,2021-11-15,9.7,9.7,9.7
FSN008-01,FISH- TOMAN FILLET 300/500 6kg/ctns (PAN ROYAL),0.0,,,,2021-10-01 - 2023-10-03,2022-01-14,10.0,8.0,10.0
FSR001,FISH- STING RAY 1000-2000gm 10KG/CTNS,370.0,2023-04-01 - 2023-10-03,9.0,10.0,2023-04-01 - 2023-10-03,2023-09-29,9.2,9.2,11.0
FSR002,FISH- STING RAY 500-1000gm 10kg/ctn,45.0,2023-04-01 - 2023-10-03,7.5,10.0,2023-04-01 - 2023-10-03,2023-10-02,11.1,10.2,11.1
FSR005,FRESH STRING RAY,0.0,2023-04-01 - 2023-10-03,11.5,12.0,2023-04-01 - 2023-10-03,2023-10-03,14.0,13.0,15.0
FSR007,FISH- STING RAY BLUE SPOT 200-300gm 10kg/ctn,0.0,2021-10-01 - 2023-10-03,8.8,8.8,2021-10-01 - 2023-10-03,2021-12-28,7.0,5.2,7.8
FSR008,FISH- STING RAY BLUE SPOT 500-1000gm 15kg/ctn,0.0,2023-04-01 - 2023-10-03,6.7,10.0,2023-04-01 - 2023-10-03,2023-06-22,9.0,9.0,11.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,58.0,2023-04-01 - 2023-10-03,9.5,9.5,2023-04-01 - 2023-10-03,2023-10-03,9.8,9.7,12.0
FSS004,FISH- SLIVER SILLAGO 15/25 10kg,0.0,2021-10-01 - 2023-10-03,4.0,4.0,2021-10-01 - 2023-10-03,2023-03-16,7.0,5.7,7.0
FSS005,FISH- SLIVER SILLAGO 25/40 10kg,0.0,2021-10-01 - 2023-10-03,4.0,4.0,2021-10-01 - 2023-10-03,2022-02-09,5.8,5.8,6.0
FSS007,FISH- ANCHOVY MEAT - DRY 1KG/PKT,5.0,2023-04-01 - 2023-10-03,15.5,15.5,2023-04-01 - 2023-10-03,2023-07-19,18.5,18.5,18.5
FTI002,FISH- FRESH RED TILAPIA,0.0,2023-04-01 - 2023-10-03,6.0,6.5,2023-04-01 - 2023-10-03,2023-10-01,7.8,7.0,8.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,4531.82,2023-04-01 - 2023-10-03,3.79,4.2,2023-04-01 - 2023-10-03,2023-10-02,6.0,4.6,6.3
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,4629.7,,,,2023-04-01 - 2023-10-03,2023-10-01,2.0,0.93,3.2
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),0.0,2023-04-01 - 2023-10-03,22.0,22.0,2023-04-01 - 2023-10-03,2023-09-25,26.0,26.0,26.0
FTN005,FISH- FRESH TUNA (PASAR),0.0,2023-04-01 - 2023-10-03,5.0,5.0,2023-04-01 - 2023-10-03,2023-05-29,6.0,6.0,6.0
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),85.4,2023-04-01 - 2023-10-03,27.5,27.5,2023-04-01 - 2023-10-03,2023-06-27,28.0,28.0,35.0
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,85.0,2023-04-01 - 2023-10-03,5.5,5.5,2023-04-01 - 2023-10-03,2023-09-29,7.99,5.7,13.89
FYC001,FISH- SMALL YELLOW CROAKER 12PKT/CTNS,0.0,2021-10-01 - 2023-10-03,5.5,10.5,2021-10-01 - 2023-10-03,2022-11-23,7.5,6.0,12.5
FYC001-01,FISH- YELLOW CROAKER 400-500GM,0.0,2021-10-01 - 2023-10-03,8.5,8.8,2023-04-01 - 2023-10-03,2023-07-16,10.35,10.35,10.35
FYT001,FISH- YELLOW TAIL 9KG/CTNS,0.0,2021-10-01 - 2023-10-03,5.0,5.0,2021-10-01 - 2023-10-03,2022-12-06,6.0,6.0,6.0
FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),0.0,2023-04-01 - 2023-10-03,22.0,26.5,2023-04-01 - 2023-10-03,2023-07-19,30.0,26.0,30.0
GOOS01,GOOSE WHOLE WITH GIBLETS IWP 3.6KG (HUNGARIAN),0.0,2021-10-01 - 2023-10-03,8.17,34.0,2021-10-01 - 2023-10-03,2022-12-12,34.01,9.0,40.0
MBL001,MUTTON BONELESS LEG FINE-AUST,0.0,2023-04-01 - 2023-10-03,8.2,9.5,2023-04-01 - 2023-10-03,2023-07-21,9.15,9.15,9.15
MBL001-01,MUTTON BONELESS LEG (FLETCHER/MIDFIELD -AUST),411.62,2023-04-01 - 2023-10-03,7.8,9.0,2023-04-01 - 2023-10-03,2023-10-03,13.0,8.0,15.8
MBL001-02,MUTTON BONELESS LEG FLETCHER,350.51,2023-04-01 - 2023-10-03,8.2,8.6,2023-04-01 - 2023-10-03,2023-09-28,10.5,10.0,13.5
MBL002,MUTTON BONELESS LEG CROSS CUT,0.0,2021-10-01 - 2023-10-03,10.4,10.4,2023-04-01 - 2023-10-03,2023-06-24,12.0,12.0,12.0
MBL002-02,MUTTON BONELESS LEG CUT 2,0.0,,,,2023-04-01 - 2023-10-03,2023-06-23,14.0,14.0,14.0
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,177.18,2023-04-01 - 2023-10-03,12.0,16.5,2023-04-01 - 2023-10-03,2023-10-02,16.5,16.0,18.86
MBL003-01,LAMB SHOULDER B/LESS OYSTER TUBED CUT 2,0.0,,,,2023-04-01 - 2023-10-03,2023-06-27,18.5,18.5,18.5
MBL003-03,LAMB SHOULDER BONE IN OYSTER CUT GMP,13.3,2023-04-01 - 2023-10-03,9.9,12.0,2023-04-01 - 2023-10-03,2023-10-02,15.0,13.5,15.0
MBL004,LAMB SHOULDER BONELESS AUST,138.94,2023-04-01 - 2023-10-03,11.4,11.6,2023-04-01 - 2023-10-03,2023-10-03,12.7,12.7,14.0
MBL004-02,LAMB BONELESS LEG (AUST-WOODWARD/MIDFIELD),773.27,2023-04-01 - 2023-10-03,10.0,10.9,2023-04-01 - 2023-10-03,2023-10-03,14.0,12.5,18.0
MBL005,LAMB BONELESS LEG CUT 2,0.0,2021-10-01 - 2023-10-03,11.5,11.5,2023-04-01 - 2023-10-03,2023-06-19,15.9,15.9,15.9
MCA003,RAM CARCASE (WOODWARD-AUST),0.0,2021-10-01 - 2023-10-03,7.8,9.5,2023-04-01 - 2023-10-03,2023-05-26,15.0,13.5,15.0
MCA006,MUTTON CARCASE,0.0,2023-04-01 - 2023-10-03,7.0,10.5,2023-04-01 - 2023-10-03,2023-10-03,7.5,6.8,16.5
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,160.0,2023-04-01 - 2023-10-03,7.4,7.8,2023-04-01 - 2023-10-03,2023-10-03,8.2,7.8,9.5
MCU001,MUTTON CUBE 5kgX2pkt,34.4,2023-04-01 - 2023-10-03,11.5,13.0,2023-04-01 - 2023-10-03,2023-10-03,13.5,12.0,16.0
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,0.0,2021-10-01 - 2023-10-03,8.0,8.0,2023-04-01 - 2023-10-03,2023-07-28,13.0,13.0,13.0
MCU004,MUTTON CUBE (TFP) 500gmX20pkt,0.0,2021-10-01 - 2023-10-03,6.5,7.0,2021-10-01 - 2023-10-03,2022-08-10,9.6,7.9,9.6
MCU005,MUTTON CUBE BONE IN,0.0,,,,2021-10-01 - 2023-10-03,2022-09-09,5.0,5.0,5.0
MECHICKEN02,MARINATE CHICKEN CUBE 2KG/PKT,0.0,2021-10-01 - 2023-10-03,4.9,4.9,2021-10-01 - 2023-10-03,2021-10-28,6.5,6.5,6.5
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,0.0,2023-04-01 - 2023-10-03,7.8,7.8,2023-04-01 - 2023-10-03,2023-06-30,9.3,9.3,9.3
MECHICKEN03-02,MARINATE CHICKEN MID JOINT 400GM/TRAY,5.0,,,,2023-04-01 - 2023-10-03,2023-10-02,7.05,4.0,7.68
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,10.0,,,,2021-10-01 - 2023-10-03,2023-01-04,6.0,3.5,6.0
MECHICKEN05,CAJUN SPICE CHICKEN BONELESS LEG 1PCS/PKT,7.0,,,,2023-04-01 - 2023-10-03,2023-10-03,3.32,1.4,3.71
MECHICKEN10,CRISPY MARINATE CHICKEN WHOLE LEG 15KG/CTNS,0.0,2021-10-01 - 2023-10-03,36.75,36.75,2021-10-01 - 2023-10-03,2021-12-30,54.0,51.0,54.0
