pdt_code,pdt_name,current_inv,purchases_data_date_range,purchases_min_price,purchases_max_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_min_price,sales_max_price
MECHICKEN11,MARINATE CHICKEN BONELESS LEG **THAI**,33.0,,,,2021-10-01 - 2023-10-03,2022-09-08,6.0,3.5,6.0
MEPORK01,MARINATE PORK BELLY,0.0,2023-04-01 - 2023-10-03,5.7,5.7,2023-04-01 - 2023-10-03,2023-09-30,7.0,7.0,7.0
MEPORK02,MARINATE PORK SLICED 5kg/pkt,0.0,2021-10-01 - 2023-10-03,5.1,5.1,2021-10-01 - 2023-10-03,2021-10-28,7.0,7.0,7.0
MEPORK02-02,MARINATE PORK SLICED UF 2kg/pkt,0.0,,,,2021-10-01 - 2023-10-03,2023-03-28,5.5,5.5,5.5
MEPORK03,MARINATE PORK CUBE 5kg/pkt,0.0,2023-04-01 - 2023-10-03,5.3,5.3,2023-04-01 - 2023-10-03,2023-09-28,6.3,6.3,6.3
MFA001,MUTTON FAT,0.0,2023-04-01 - 2023-10-03,3.3,3.3,2023-04-01 - 2023-10-03,2023-10-01,4.5,3.6,5.0
MFL001,MUTTON- LAMB FLAP BONE IN (GMP),85.92,2023-04-01 - 2023-10-03,7.6,7.6,2023-04-01 - 2023-10-03,2023-09-16,8.9,7.9,11.0
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,0.0,2021-10-01 - 2023-10-03,6.4,9.4,2021-10-01 - 2023-10-03,2022-11-07,9.0,8.5,11.5
MFL003,MUTTON- LAMB FLAP BONE (WOODWARD) 20KG/CTNS,0.64,2021-10-01 - 2023-10-03,6.76,7.95,2023-04-01 - 2023-10-03,2023-08-13,7.2,7.2,14.0
MFL004,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,0.0,2021-10-01 - 2023-10-03,9.0,9.05,2021-10-01 - 2023-10-03,2022-08-10,8.8,8.8,8.8
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),24.0,2023-04-01 - 2023-10-03,7.9,7.9,2023-04-01 - 2023-10-03,2023-10-03,9.5,9.5,9.5
MFL005,MUTTON- LAMB FLAP BONE IN - RYAN,0.0,2021-10-01 - 2023-10-03,8.5,8.5,2021-10-01 - 2023-10-03,2023-03-17,10.7,10.7,10.7
MFL006,MUTTON- LAMB FLAP BONE IN CUT 2INCH,0.0,,,,2023-04-01 - 2023-10-03,2023-07-04,9.9,7.4,10.8
MFL006-02,MUTTON- LAMB FLAP BONE IN CUT STEAK 5CM X 2.5CM,0.0,,,,2023-04-01 - 2023-10-03,2023-10-03,10.8,10.8,10.8
MFL007,MUTTON- LAMB FLAP BONE IN - KILDARE,2503.48,2023-04-01 - 2023-10-03,7.8,8.0,2023-04-01 - 2023-10-03,2023-10-03,9.6,8.0,12.5
MFL009,MUTTON- LAMB FLAP BONE IN (COLES),700.0,2023-04-01 - 2023-10-03,5.7,5.7,2023-04-01 - 2023-10-03,2023-10-03,5.9,5.9,7.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,132.8,2023-04-01 - 2023-10-03,6.9,7.8,2023-04-01 - 2023-10-03,2023-09-09,9.5,7.7,10.0
MKI003,MUTTON- LAMB/MUTTON KIDNEY TR-AUST,0.0,2023-04-01 - 2023-10-03,6.9,6.9,2023-04-01 - 2023-10-03,2023-05-17,7.2,7.2,7.2
MLB001,MUTTON BONE (TULANG),0.0,2023-04-01 - 2023-10-03,1.25,2.3,2023-04-01 - 2023-10-03,2023-08-08,3.6,1.7,3.8
MLB003,MUTTON LEG BONE (TULANG) (FINE) 20kg/ctns,0.0,,,,2023-04-01 - 2023-10-03,2023-09-28,10.5,10.5,10.5
MLI001,MUTTON LIVER,0.0,2021-10-01 - 2023-10-03,4.2,4.2,2021-10-01 - 2023-10-03,2023-03-13,5.3,5.3,5.3
MLS001,MUTTON- LAMB FORESHANK (AUST),48.06,2023-04-01 - 2023-10-03,9.9,9.9,2023-04-01 - 2023-10-03,2023-09-25,12.0,12.0,12.0
MLS003,MUTTON- LAMB RACK FRENCHED CUT CAP ON,0.0,2021-10-01 - 2023-10-03,30.0,32.0,2021-10-01 - 2023-10-03,2021-12-28,32.5,32.5,32.5
MMI001,MUTTON- MINCED MUTTON 2kg/pkt,40.0,2021-10-01 - 2023-10-03,13.5,13.5,2021-10-01 - 2023-10-03,2023-03-07,14.5,12.0,14.6
MMI003,MUTTON- MINCED MUTTON 300gmX20pkt (TFP),0.0,2021-10-01 - 2023-10-03,2.8,4.0,2021-10-01 - 2023-10-03,2022-08-04,5.3,3.8,5.4
MPL001,MUTTON PLUCK / MUTTON LIVER,59.5,2023-04-01 - 2023-10-03,3.8,6.5,2023-04-01 - 2023-10-03,2023-10-02,7.5,7.0,7.8
MRA001,6** LAMB RACK FRENCH CHILLED 3PCS/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-02-10,17.66,12.5,17.66
MRA002,LAMB RACK STANDARD (THOMAS) 1.4CM/PCS,2.0,,,,2021-10-01 - 2023-10-03,2022-02-27,18.3,18.3,18.3
MSC004,MUTTON- LAMB SHOULDER CHOP (TFP) 500gmX20pkt,0.0,2021-10-01 - 2023-10-03,5.9,5.9,2021-10-01 - 2023-10-03,2022-06-28,7.5,6.0,7.9
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),8.0,2023-04-01 - 2023-10-03,11.7,11.7,2023-04-01 - 2023-10-03,2023-10-03,13.0,13.0,13.5
MSC006,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt,0.0,2021-10-01 - 2023-10-03,11.7,11.7,2021-10-01 - 2023-10-03,2022-12-09,15.0,15.0,15.0
MSC007,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT,0.0,2021-10-01 - 2023-10-03,12.9,12.9,2021-10-01 - 2023-10-03,2022-12-16,15.0,15.0,15.0
MSC008,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT [HALAL],0.0,2023-04-01 - 2023-10-03,11.5,11.5,2023-04-01 - 2023-10-03,2023-08-31,12.5,12.5,12.5
MSL001,MUTTON SLICED 2MM (SHABU SHABU) 1kg/pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-09-29,14.5,14.0,14.5
MSL003,LAMB SLICED (SHABU SHABU-TFP) 400gmX20pkt (TRAY),0.0,2021-10-01 - 2023-10-03,6.5,7.2,2021-10-01 - 2023-10-03,2022-07-27,9.0,6.7,9.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,176.0,,,,2023-04-01 - 2023-10-03,2023-10-02,12.5,10.0,16.5
MSS002,MUTTON- LAMB SHORT LOIN,99.7,2023-04-01 - 2023-10-03,8.0,8.0,2023-04-01 - 2023-10-03,2023-09-27,8.2,8.2,8.2
MSS003,MUTTON- LAMB SHOULDER SQUARE CUT (FINE-AUST),88.46,2023-04-01 - 2023-10-03,8.5,10.3,2023-04-01 - 2023-10-03,2023-09-28,8.7,8.7,10.4
MSV002,SHEEP FEET,0.0,2023-04-01 - 2023-10-03,6.1,6.1,2023-04-01 - 2023-10-03,2023-07-16,6.8,6.8,8.0
MTE001,MUTTON TESTES TR,400.14,2023-04-01 - 2023-10-03,6.5,6.5,2023-04-01 - 2023-10-03,2023-08-31,9.0,7.3,9.5
MTR001,MUTTON TRIPE,0.0,2023-04-01 - 2023-10-03,4.7,4.7,2023-04-01 - 2023-10-03,2023-08-23,6.0,4.5,6.0
MTR002,MUTTON TRIPE CUT 10kg/ctn,0.0,2021-10-01 - 2023-10-03,5.6,6.0,2021-10-01 - 2023-10-03,2022-04-18,6.7,6.5,8.0
MTR003,OVINE TRIPE NZ-LANZ,0.0,2023-04-01 - 2023-10-03,2.6,2.95,2023-04-01 - 2023-10-03,2023-05-17,3.25,2.9,3.25
MTU001,MUTTON TRUNK 27.20kg/ctn,1360.0,2023-04-01 - 2023-10-03,8.0,8.5,2023-04-01 - 2023-10-03,2023-09-27,8.3,8.1,8.8
MTU002,MUTTON LEG BONE TIPS,0.0,2021-10-01 - 2023-10-03,4.8,4.8,2021-10-01 - 2023-10-03,2023-02-20,5.5,5.0,5.5
MTU003,MUTTON LEG BONE NO TIPS,0.09,2021-10-01 - 2023-10-03,3.7,3.7,2021-10-01 - 2023-10-03,2023-03-30,4.8,4.8,4.8
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,160.45,2023-04-01 - 2023-10-03,3.9,4.1,2023-04-01 - 2023-10-03,2023-10-03,5.82,4.3,8.5
MTU005,LAMB NECK PIECES FREW (WOODWARD),0.0,2023-04-01 - 2023-10-03,3.8,4.8,2023-04-01 - 2023-10-03,2023-08-26,5.3,4.5,7.5
MTU005-02,LAMB NECK BONE (THOMAS),2843.32,2023-04-01 - 2023-10-03,3.6,4.3,2023-04-01 - 2023-10-03,2023-09-28,5.3,4.1,5.3
MTU006,MUTTON NECK CUT 3CM,0.0,2021-10-01 - 2023-10-03,4.9,4.9,2023-04-01 - 2023-10-03,2023-06-20,5.6,5.6,5.6
MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),0.0,2023-04-01 - 2023-10-03,8.8,9.32,2023-04-01 - 2023-10-03,2023-05-09,12.0,12.0,12.0
OAB001,OTHER- WHOLE IN SHELL ABALONE 30-50GM 10X1KG,0.0,2021-10-01 - 2023-10-03,38.0,38.0,2021-10-01 - 2023-10-03,2022-05-24,43.0,43.0,43.0
OAB002,OTHER- ABALONE SLICED 300gm,647.0,2023-04-01 - 2023-10-03,1.9,1.9,2023-04-01 - 2023-10-03,2023-10-03,3.5,2.5,5.09
OAB002-02,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),0.0,,,,2021-10-01 - 2023-10-03,2022-06-07,3.1,2.8,3.5
OAB005,OTHER- 10pcs ABALONE CANNED 425/180gm 24CANS/CTNS,10.0,2023-04-01 - 2023-10-03,7.6,12.5,2023-04-01 - 2023-10-03,2023-10-03,12.0,12.0,15.5
OAB006,OTHER- 8pcs ABALONE CANNED 425/180gm 24CANS/CTNS,0.0,2021-10-01 - 2023-10-03,14.0,14.0,2023-04-01 - 2023-10-03,2023-05-04,14.7,14.0,15.5
OAB006-01,OTHER- ABALONE BRINE CANNED 10PCS  24CANS/CTNS,120.0,2023-04-01 - 2023-10-03,13.0,13.0,2021-10-01 - 2023-10-03,2022-01-12,17.0,13.5,22.33
OAB011,OTHER- ABALONE AUST 10s 500GM/PKT,0.0,2021-10-01 - 2023-10-03,13.75,13.75,2021-10-01 - 2023-10-03,2022-09-17,18.0,18.0,18.0
OAB011-02,OTHER- HALF SHELL ABALONE 29pcs/pkt x 10pkt/ctns,0.0,2021-10-01 - 2023-10-03,26.1,29.0,2021-10-01 - 2023-10-03,2022-10-01,37.7,36.25,45.0
OAB012,OTHER- HALF SHELL ABALONE 8pcs/pkt x 24pkt/ctns,0.0,2021-10-01 - 2023-10-03,1.0,10.8,2021-10-01 - 2023-10-03,2022-08-07,11.2,1.2,14.0
OAB013,OTHER- ABALONE 8pcs/pkt x 20pkt/ctns,0.0,2023-04-01 - 2023-10-03,12.5,12.5,2023-04-01 - 2023-10-03,2023-06-08,15.0,15.0,15.0
OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,851.0,2023-04-01 - 2023-10-03,2.8,4.0,2023-04-01 - 2023-10-03,2023-10-03,3.56,3.0,6.39
OBA002,OTHER- KING CRAB BALL (500gm x 20pkt ),0.0,2021-10-01 - 2023-10-03,2.7,3.0,2021-10-01 - 2023-10-03,2022-01-17,3.3,3.3,4.6
OBA005,OTHER- FUZHOU PRAWN FISHBALL STARFISH 10'S 20PKT/CTNS,0.0,2023-04-01 - 2023-10-03,1.65,1.65,2023-04-01 - 2023-10-03,2023-09-14,2.25,2.2,6.0
OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,52.0,2023-04-01 - 2023-10-03,4.0,4.0,2023-04-01 - 2023-10-03,2023-10-03,5.13,4.2,8.3
OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,127.0,2023-04-01 - 2023-10-03,6.3,6.3,2023-04-01 - 2023-10-03,2023-10-02,7.5,6.5,7.5
OBA008-02,OTHER- FISH BALL WITH ROE 500gmx20pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-04-14,5.5,4.8,8.0
OBA008-03,OTHER- FISH BALL WITH ROE 500GMX20PKT/CTNS (FISRO),805.0,2023-04-01 - 2023-10-03,2.94,2.94,2023-04-01 - 2023-10-03,2023-10-03,5.45,3.2,8.0
OBA011,OTHER- FRIED FISH BALL (FIGO) 10x1KG/CTNS,0.0,2021-10-01 - 2023-10-03,4.0,4.43,2023-04-01 - 2023-10-03,2023-08-04,5.0,5.0,9.0
OBA0112,OTHER- FRIED FISH BALL ALIFISH (500gm x 20pkt),0.0,2021-10-01 - 2023-10-03,1.79,1.79,2023-04-01 - 2023-10-03,2023-07-31,2.5,2.2,4.7
OBA0112-01,OTHER- VEGIE FISH BALL 500gm/pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-09-16,2.7,2.7,3.5
OBA012,OTHER- STEAMBOAT BALL MIX TYPE,0.0,2021-10-01 - 2023-10-03,6.5,6.5,2021-10-01 - 2023-10-03,2023-01-15,8.0,7.4,8.0
OBA017,OTHER- FISH BALL FLAVOURED TOBIKO 86's 1kg x 10pkt (CB),0.0,,,,2021-10-01 - 2023-10-03,2022-11-26,4.0,4.0,4.0
OBA018,OTHER- PORK MUSHROOM BALL 1KG/PKT,0.0,2021-10-01 - 2023-10-03,5.5,5.5,2021-10-01 - 2023-10-03,2023-01-07,6.5,5.7,8.5
OBC001,OTHER- CARROT DICED 2.5KGX4PKT/CTNS,40.0,2023-04-01 - 2023-10-03,1.55,1.55,2023-04-01 - 2023-10-03,2023-09-15,3.0,1.65,3.0
OBE001,OTHER- MIX VEGETABLES BEAN (CHINA) 1kgX10pkt,1276.0,2023-04-01 - 2023-10-03,1.14,1.16,2023-04-01 - 2023-10-03,2023-10-03,2.07,1.4,3.24
OBE001-04,OTHER- MIX VEGETABLES (4 WAY) 1kgX10pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-09-13,2.4,2.4,2.8
OBE002,OTHER- GREEN PEA 1kgX10pkt,2030.0,2023-04-01 - 2023-10-03,1.09,1.09,2023-04-01 - 2023-10-03,2023-10-03,1.8,1.8,3.3
OBOX001,OTHER- FOAM BOX,2022.0,2023-04-01 - 2023-10-03,1.2,1.6,2023-04-01 - 2023-10-03,2023-05-27,1.55,1.55,1.55
OBR001,OTHER- BROCCOLI FLORET (CHINA) 10X1KG/CTNS,5668.0,2023-04-01 - 2023-10-03,1.18,1.8,2023-04-01 - 2023-10-03,2023-10-03,2.0,1.8,3.5
OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,282.0,2023-04-01 - 2023-10-03,8.0,8.2,2023-04-01 - 2023-10-03,2023-10-03,9.04,8.2,10.0
OBTS01,OTHER- BUTTER MARGARINE (PLANTA) 6X2.75KG/CTNS,7.0,2021-10-01 - 2023-10-03,9.7,9.7,2021-10-01 - 2023-10-03,2022-10-01,11.0,11.0,13.6
OBTS03-02,OTHER- BUTTER UNSALTED (WEST GOLD) 250gm X 40pcs,22.0,2023-04-01 - 2023-10-03,3.2,3.2,2023-04-01 - 2023-10-03,2023-08-22,4.0,3.5,6.11
OCA001,OTHER- CAULIFLOWER 10X1KG/CTNS,500.0,2023-04-01 - 2023-10-03,1.25,1.65,2023-04-01 - 2023-10-03,2023-09-28,1.8,1.8,2.6
OCA002,OTHER- CALIFORNIA MIX 10X1KG/CTNS,0.0,2023-04-01 - 2023-10-03,2.05,2.05,2023-04-01 - 2023-10-03,2023-09-15,2.6,2.6,2.6
OCB003,OTHER- FRESH COCONUT CREAM (MILK) 1KG,0.0,2021-10-01 - 2023-10-03,2.5,2.7,2021-10-01 - 2023-10-03,2022-09-15,4.0,3.5,4.0
OCC005,OTHER- CHICKEN CHEESE BALL 500GM/PKT,0.0,2023-04-01 - 2023-10-03,4.5,4.5,2023-04-01 - 2023-10-03,2023-06-15,5.8,5.8,5.8
OCE001,OTHER- PORTUGUESE EGG TART,0.0,2023-04-01 - 2023-10-03,79.95,79.95,2023-04-01 - 2023-10-03,2023-09-15,93.27,93.27,93.27
OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),66.0,2023-04-01 - 2023-10-03,11.5,11.5,2023-04-01 - 2023-10-03,2023-10-03,12.5,11.5,14.0
OCH002,OTHER- CHEDDAR CHEESE SHREDDED 2kg,2.0,2023-04-01 - 2023-10-03,11.25,12.5,2023-04-01 - 2023-10-03,2023-10-02,14.0,13.0,14.0
OCH003,OTHER- PARMESAN CHEESE GRATED 1KG/PKT,0.0,2023-04-01 - 2023-10-03,16.0,16.0,2023-04-01 - 2023-10-03,2023-05-15,20.0,20.0,20.0
OCH003-02,OTHER- PARMESAN CHEESE SHREDDED 1KG/PKT,0.0,2021-10-01 - 2023-10-03,16.0,16.0,2021-10-01 - 2023-10-03,2023-01-09,20.0,20.0,20.0
OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,20.0,2023-04-01 - 2023-10-03,5.06,5.06,2023-04-01 - 2023-10-03,2023-09-30,6.7,5.4,7.5
OCK001,OTHER- MINI CHIKUWA 5X1kg/ctn,0.0,,,,2021-10-01 - 2023-10-03,2021-10-23,6.0,6.0,7.0
OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,168.0,2023-04-01 - 2023-10-03,2.34,2.46,2023-04-01 - 2023-10-03,2023-10-03,3.0,3.0,6.5
OCL001,OTHER- LAVA CAKE CHOCOLATE FONDANT 200GM,788.0,2021-10-01 - 2023-10-03,2.98,2.98,2021-10-01 - 2023-10-03,2022-07-08,3.2,2.9,4.58
OCL004-02,OTHER- HOKKAIDO MILLE CREPE CHOCOLATE 4PCS X 320GM X 20PKT/CTNS,0.0,2021-10-01 - 2023-10-03,8.5,8.5,2021-10-01 - 2023-10-03,2022-05-23,9.5,9.5,10.0
OCL005,OTHER- HOKKAIDO MILLE CREPE STRAWBERRY 4PCS X 320GM X 20PKT/CTNS,0.0,2021-10-01 - 2023-10-03,8.5,8.5,2021-10-01 - 2023-10-03,2022-04-21,10.5,8.7,15.79
OCL006,OTHER- MAO SHANG WANG DURIAN MOONCAKE,0.0,2021-10-01 - 2023-10-03,66.0,66.0,2021-10-01 - 2023-10-03,2022-09-06,68.0,68.0,68.0
OCL007,OTHER- HOKKAIDO MILLE CREPE VANILLA 4PCS X 320GM X 20PKT/CTNS,0.0,2021-10-01 - 2023-10-03,8.5,8.5,2021-10-01 - 2023-10-03,2022-05-23,9.5,8.7,15.79
OCL008,OTHER- HOKKAIDO MILLE CREPE MATCHA 4PCS X 320GM X 20PKT/CTNS,0.0,2021-10-01 - 2023-10-03,8.5,8.5,2021-10-01 - 2023-10-03,2022-05-24,15.79,8.7,15.79
OCL014,OTHER- MOUSSE CAKE - RED VELVET,0.0,2023-04-01 - 2023-10-03,15.0,15.0,2023-04-01 - 2023-10-03,2023-07-12,15.2,15.2,15.2
OCL018,OTHER- CHESTNUT & FRESH MILK MULTIGRAIN CAKE,0.0,2023-04-01 - 2023-10-03,2.25,2.25,2023-04-01 - 2023-10-03,2023-07-17,3.3,3.3,3.3
OCN001,OTHER- CHICKEN NUGGETS (SEARA) 1kgX10pkt,0.0,2021-10-01 - 2023-10-03,3.6,3.8,2021-10-01 - 2023-10-03,2023-01-17,5.5,3.8,7.0
OCN002,OTHER- CHICKEN NUGGETS 18X400GM/CTNS,57.0,2023-04-01 - 2023-10-03,3.2,3.2,2023-04-01 - 2023-10-03,2023-09-02,4.8,3.8,4.95
OCN004,OTHER- CHICKEN NUGGETS (FARMPRIDE) 1kgX10pkt,60.0,2023-04-01 - 2023-10-03,5.3,5.4,2023-04-01 - 2023-10-03,2023-09-30,6.0,5.6,6.0
OCN005,OTHER- CHICKEN NUGGETS BATTER (FARMPRIDE) 500gmX18pkt,144.0,2023-04-01 - 2023-10-03,3.5,3.6,2023-04-01 - 2023-10-03,2023-10-03,4.5,3.9,5.5
OCN006,OTHER- CHICKEN NUGGETS (FREEZE PAK) 9X1kg,2758.0,2023-04-01 - 2023-10-03,5.77,5.97,2023-04-01 - 2023-10-03,2023-10-03,7.17,5.78,11.33
OCN006-02,OTHER- CHICKEN NUGGETS FLAMIN (FREEZE PAK) 10X800GM,482.0,2023-04-01 - 2023-10-03,5.9,7.0,2023-04-01 - 2023-10-03,2023-10-03,6.94,5.91,8.15
OCN007,OTHER- CHICKEN NUGGETS 50PCS+/KG (KESKINOGLU-TURKEY) 10X1kg,1676.0,2021-10-01 - 2023-10-03,2.85,2.85,2023-04-01 - 2023-10-03,2023-10-03,4.75,3.2,7.5
OCN008,OTHER- CHICKEN GOLDEN NUGGETS (AYAMAS) 850gm x 10 pkt,187.0,2023-04-01 - 2023-10-03,3.91,4.13,2023-04-01 - 2023-10-03,2023-10-03,6.33,2.0,8.15
OCO002,OTHER- SWEET CORN KERNEL (STARMAX GOLD) 1kgX10pkt,0.0,2023-04-01 - 2023-10-03,1.8,1.8,2023-04-01 - 2023-10-03,2023-08-10,2.5,2.3,2.8
OCO002-01,OTHER- SWEET CORN KERNEL (CHINA) 1kgX10pkt,6145.0,2023-04-01 - 2023-10-03,1.13,1.9,2023-04-01 - 2023-10-03,2023-10-03,2.0,1.65,4.54
OCP001,OTHER- CHICKEN PATTIES 7boxes/ctn*30pcs/box,0.0,2021-10-01 - 2023-10-03,12.3,13.1,2021-10-01 - 2023-10-03,2022-07-01,14.5,12.5,14.5
OCP002,OTHER- CHICKEN BURGER BREADED (FARMPRIDE) 375gmX18pkt,208.0,2023-04-01 - 2023-10-03,3.0,3.4,2023-04-01 - 2023-10-03,2023-10-03,6.11,3.5,6.11
OCP003,OTHER- CHICKEN PATTIES BREADED (FARMPRIDE) 500gmX18pkt,72.0,2023-04-01 - 2023-10-03,3.5,3.6,2023-04-01 - 2023-10-03,2023-10-02,4.5,3.8,4.5
OCP003-02,OTHER- CHICKEN PATTIES BREADED (FARMPRIDE) 500gmX18pkt,0.0,2021-10-01 - 2023-10-03,3.5,3.5,2021-10-01 - 2023-10-03,2023-02-06,4.2,1.0,7.0
OCP003-03,OTHER- *****CHICKEN PATTIES BREADED 20'S/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-03-18,4.0,4.0,4.5
OCP004,OTHER- CHICKEN PATTIES (GOURMET-ROSEMARY) 420gmX15pkt,0.0,2023-04-01 - 2023-10-03,4.4,4.4,2023-04-01 - 2023-10-03,2023-08-08,5.65,4.6,5.65
OCP004-01,OTHER- CHICKEN BURGER W/SOYBEAN MISO (PRIMO SADIA) 420gmX15pkt,0.0,2021-10-01 - 2023-10-03,3.5,3.5,2021-10-01 - 2023-10-03,2022-09-28,5.0,4.5,7.85
OCP004-02,CHICKEN BURGER ROSEMARY THYME (GOURMET) 15X420gm,0.0,2023-04-01 - 2023-10-03,4.4,4.4,2023-04-01 - 2023-10-03,2023-10-02,5.65,5.65,5.65
OCP005,OTHER- CHICKEN BURGER BULGOGI 420gmX15pkt,0.0,2021-10-01 - 2023-10-03,2.4,3.0,2021-10-01 - 2023-10-03,2022-08-06,4.5,4.5,4.5
OCP006,OTHER- CHICKEN BURGER PATTIES (SADIA) 320GM X 20PKT,0.0,2021-10-01 - 2023-10-03,2.6,2.99,2021-10-01 - 2023-10-03,2022-12-17,3.6,3.0,5.0
OCP006-02,OTHER- CHICKEN PATTIES CLASSIC 20X320gm,164.0,2023-04-01 - 2023-10-03,3.0,3.2,2023-04-01 - 2023-10-03,2023-10-02,3.6,3.4,4.5
OCP007,OTHER- TSUKUNE CHICKEN BURGER 15 X 420GM,0.0,2021-10-01 - 2023-10-03,3.0,3.0,2021-10-01 - 2023-10-03,2022-08-06,4.5,4.0,6.45
OCP008,OTHER- UNBREADED CHICKEN PATTIES 7boxes/ctn*40pcs/box,0.0,2021-10-01 - 2023-10-03,14.0,15.8,2021-10-01 - 2023-10-03,2022-12-22,16.8,15.0,16.8
OCP009,OTHER- CHICKEN PATTY (KESKINOGLU-TURKEY) 10X1KG/CTNS,664.0,2021-10-01 - 2023-10-03,2.9,3.0,2023-04-01 - 2023-10-03,2023-10-03,3.5,3.2,14.5
OCR001,OTHER- PASTRIES CREME AU CARAMEL 100GMX2PCSX6PKT/CTNS,0.0,,,,2021-10-01 - 2023-10-03,2021-11-01,10.19,10.19,10.19
OCR004,OTHER- PASTRIES CROISSANT 36PCS/CTNS,0.0,2023-04-01 - 2023-10-03,16.19,16.19,2023-04-01 - 2023-10-03,2023-04-13,18.88,18.88,18.88
OCR008,OTHER- PASTRIES MUFFIN BLUEBERRY,0.0,2023-04-01 - 2023-10-03,26.64,26.64,2023-04-01 - 2023-10-03,2023-04-13,31.08,31.08,31.08
OCS001,OTHER- CHAR SIEW CUBE,153.0,2023-04-01 - 2023-10-03,2.75,2.75,2023-04-01 - 2023-10-03,2023-10-03,3.28,2.8,3.8
OCS002,OTHER- CHAR SIEW CUBE 1KG/PKT,0.0,2023-04-01 - 2023-10-03,11.5,12.0,2023-04-01 - 2023-10-03,2023-09-29,13.5,13.5,13.5
OCS003-03,OTHER- SIEW MAI CHICKEN 100'S/CTNS,0.0,2023-04-01 - 2023-10-03,0.26,0.26,2023-04-01 - 2023-10-03,2023-05-02,0.4,0.4,0.4
OCS005,OTHER- CHAR SIEW SLICED / LONG FLOSS 900GM/PKT,0.0,2023-04-01 - 2023-10-03,3.05,3.05,2023-04-01 - 2023-10-03,2023-04-27,4.1,4.1,4.1
OCS006,OTHER- CHAR SIEW CUBE 1KG/PKT UC,11.0,,,,2023-04-01 - 2023-10-03,2023-04-21,16.0,16.0,16.0
ODB001,OTHER- LIU SHA PAU W/ SALTED EGG YOLK (9PCS/BOX),5.0,2023-04-01 - 2023-10-03,3.8,3.8,2023-04-01 - 2023-10-03,2023-09-27,6.02,4.0,14.63
ODB002,OTHER- LOTUS SEED PASTE BUN (8PCS) 24PKT/CTNS,0.0,2023-04-01 - 2023-10-03,1.0,1.0,2023-04-01 - 2023-10-03,2023-05-05,1.8,1.5,2.0
ODB002-02,OTHER- CUSTARD PAU (6PCS/BOX),0.0,2023-04-01 - 2023-10-03,1.0,1.0,2023-04-01 - 2023-10-03,2023-06-21,1.3,1.3,2.5
ODB003-02,OTHER- LOTUS LEAF BUN 28g x 10's,144.0,2023-04-01 - 2023-10-03,1.4,1.4,2023-04-01 - 2023-10-03,2023-10-03,1.8,1.6,1.9
ODB004,OTHER- HIES BURGER BUN SEEDS 4'' 9pkt x 6pcs/ctns,0.0,,,,2021-10-01 - 2023-10-03,2021-11-05,11.5,2.5,20.5
ODB005,OTHER- HIES BURGER BUN SEEDS 4'' 60 x 57-59gm,0.0,2023-04-01 - 2023-10-03,12.1,12.1,2023-04-01 - 2023-10-03,2023-04-27,18.0,18.0,18.0
ODB008,OTHER- FRENCH GARLIC BREAD 24 X 205GM FARMLAND,0.0,2021-10-01 - 2023-10-03,1.85,1.85,2021-10-01 - 2023-10-03,2022-06-01,2.5,2.05,2.71
ODB009,OTHER- BUN SEAFOOD VEGETABLES,0.0,2021-10-01 - 2023-10-03,2.5,2.5,2021-10-01 - 2023-10-03,2023-03-03,3.5,3.5,3.5
ODP005,OTHER- MASHED POTATO 3X2KG/CTNS,0.0,2021-10-01 - 2023-10-03,7.0,7.0,2021-10-01 - 2023-10-03,2022-03-02,8.0,8.0,8.5
ODP006,OTHER- SWEET POTATO BALL 300GMX24PKT/CTNS,0.0,2021-10-01 - 2023-10-03,2.17,2.17,2021-10-01 - 2023-10-03,2022-04-01,3.5,2.8,5.14
